・このSSは,静・ジョースターの奇妙な日常
双馬,……セクハラ？ふむ……何処にセクシャルな面があったのか理解出来ないな
純,なァ～～にを言ってんだッテメーっはよーッ！！テメーが同じテントにいるせいで、こっちは気になっておちおち安心して眠れなかったんだよッ！
双馬,そうか。それは御愁傷様だ。僕は気にしなかったものでな
純,……ねえ、静。なにコイツ？メガネ叩き割っていいの？
静,諦めなって純。双馬っていっつもこーいう感じだから
噴上,よーしOKだ。早人、そっち持ってくれ……億泰、この棒はこの袋に仕舞ったらいいのか？
億泰,いや、支柱はこっちの袋だな……んでペグはこれに入れといてくれ
静,……うーん……昨日頑張って建てたテントを仕舞うのって……なんか、悲しいわよね
那由他,まあまあ、お姉さま……また今度みんなで来ましょうよ。ね？
静,……うん。そうよね……うん
双馬,静、見てないで僕達も片付け手伝うぞ。杜王町に着くのが夜になるぜ
静,うん。……って言っても、何すればいいの？テントってどうやってたたむのよ？
億泰,静達はよー、食器を洗ってきてくれねえか？
静,食器……って、昨日に使った？
億泰,それと、さっきココアやらスープやらソーセージやら飲んだり食べたりした時に使ったヤツだ。ホントーは仗助にやらせるつもりだったがよー……
仗助,ウゲエ……吐きそう……オエ
億泰,……って感じだからなァ
静,了解。いやー悪いわね億泰。ウチの兄さんがさ？
純,何偉そうにしてんのよ、あんた……
億泰,そこの砂利道を真っ直ぐ行った所に小屋があって、そこに水道があるからよ……
双馬,ああ、トイレの小屋ですね
億泰,おーそうだ。すぐ隣が山だからよォ～～ヘビとか出るかもしんねーから、気をつけろよ？
静,流石にバカにしすぎよ、億泰。トイレとか昨日も行ったしさ
億泰,大人はいつだって子供が心配なんだよッ。噛まれねえようになァ～～ッ
静,りょーかいッ。んじゃあ行くわよ。双馬、純、那由他ちゃん
純,……え、私も？
静,当然でしょうがッ！ほらッさっさと来るッ！
双馬,……結構朝もやが濃いな……確かにこれだと、足元にヘビがいても気づかないかもな……
純,何もいねーって……心配しすぎ。野生動物なんか、人間の足音聞こえたらどっか行っちゃうわよ
那由他,……でも、本当にほんとぉ～～にっ！毒ヘビなんかが出たらどうしましょう？
静,簡単よ、那由他ちゃん。真ーっ直ぐ進めばいいのよッ！
那由他,え？……そ、それって危険なんじゃあ……？
静,だいじょーぶッ！ヘビならどっかに行っちゃうわ
那由他,？……？？
静,だって、毒！どくぅ――っ。道をどくヘビィィーってね！
那由他,？……！……な、なるほど……なるほどぉーッ……！！
純,……アホだ
双馬,アホだな
静,アンタ達さあーッ、ちょ～～っとあたしの扱いひどくない？あたしならバカにしても大丈夫！とか思ってない？
純,だって、成績私の方が上だし
双馬,知識量なら負ける気がしないな
静,フンッ！あたしがせっかく小粋なジョークで朝のネムたげな空気を晴らしてやってるってのに……今のあたしはさらに大爆笑間違いナシのネタとかあんのに……ホンット面白くない奴らだわ
純,……
双馬,……
静,お、何なに？すっごく聞きたそうな顔して……聞きたい？聞きたいの？聞きたいんでしょう？ウフフ……
純,……
双馬,……オホン。……一応、聞いてやるか
静,オッケー。えーっとね、ホラ！あたしがこうして、サングラスをかけまして……
純,……消える気？
静,消えないわよ。そーいうネタじゃあねーわ。……ゴホン！オホッオホッ！
双馬,……
那由他,……
静,……スーッハーッ……いくわよ……
純,……
那由他,……
双馬,……
静,……8テン！6！秒ッ！！バズゥ～～カ――ッ！のっ……
双馬,あー、もういい……もういいぞ静
静,なんでよッ！？これ絶対間違いナシ！大爆笑！ブレイクだって約束されてるネタよッ！？
純,ソッコーで消えるニオイがプンプンすんのよ……それ面白いって思うんならマジにヤベーわよ？
双馬,それならまだ前に見せたネタの方がマシだ……お前笑いのツボが人とは違うって、よく言われないか？
静,んな事ねーっての！あたしこれ完璧だからね？兄さんと二人で練習したし！
純,バカなんじゃないの？アンタら兄妹
那由他,ねえ、静お姉さまっ。あたしは最後まで見たいですッ！
静,オーケーオーケー。じゃあもう一回最初っから……
純,だからッ！いいっつってんだろッ！それ終わった後の微妙な空気どうするつもりだッボケ！
那由他,……プッ！……フフフ……！
静,？
純,……？
那由他,あはははは！あはは……お姉さま達って、本当……明るくって賑やかで……面白いですねっ！
純,おっ……私は面白く無いでしょっ！？
双馬,そうだ。面白いのはこのサングラスだけだ
静,あたしィ？
那由他,フフフ……あたし、お姉さまやお兄さまといると、すっごく楽しいですよ？
純,……
静,……うん。そりゃあ、あたし達もよ。……ねえ？
双馬,……あー……そう、だな
那由他,あたし、生まれつき持ってる能力のせいで……もうずっと、一生、信頼出来る人なんて……パパ以外には出来ないって思ってました
静,……
純,……
那由他,それが、お姉さまに会って、お兄さまとも会えて、純さんもすっごく優しくって……こんなにも素敵な方たちに出会えて、あたし、なんて幸せなんだろうって……そう思うんです
純,い、言い過ぎよ……私はそんな……立派な人間じゃあないわ
那由他,いいえ。純さんはすっごく優しいですよっ
純,う……うう……ッ
那由他,あたし、今なら自分の能力……誰かを傷つけたり遠ざけたりするためだけに使ってた、この能力を……
純,……
双馬,……
静,……
那由他,……好きになれそうなんです
純,……
双馬,……強いな。その歳で……
静,……く、苦労してきたのね……那由他ちゃんも
那由他,い、いいえっ！あたしは勝手に、自分のカラに閉じこもってただけで……えと、その……。……また、みんなでキャンプ……しましょうね？
純,……ええ……そうね
静,当たり前よ、那由他ちゃん。……来年は海とか行ったり、花火大会とかァ～～お祭りとかッ！今年出来なかった事とかいっぱいやるわよッ！
双馬,……ああ……そうだな……。…………？。……おい、静……これは、僕の勘違いか……見間違いなのかも、しれないが……いや！……明らかに異常……だよな……？
静,？…………！
純,……？
那由他,わぷッ！？……こ、これ……は……？
純,！……え？ちょっと……何？
静,……何なの？この……朝もやの……量はッ！？
双馬,……失念していた……そもそも朝もやというのは、よく冷え込んだ朝に出来るものッ！……暑い夏に出来るものじゃあ無いんだ……！
純,あ、ありえないわよッ！こんな……数メートル先すら見えないなんてッ！？
静,い、一体……小屋はッ！いえ、あたし達が来た道はッ！？
那由他,なッ……何も……見えない……ッ！！
純,これは……新手のッ！？
静,……スタンド攻撃……でも、何故……？何なの？この攻撃は……？
億泰,よーしッ！テントたたみ終わったぜェ～～っとォ
早人,こっちも荷物、積み終わりましたよ
康一,うーんッ！……結構疲れるもんなんだね
噴上,ああ。だが、全員で手分けしてやれば意外とすぐに終わったな。キャンプってもっとメンドーかと思ってたがよ～～
億泰,一応言っておくけどな、おれは帰ったらこのテントを干したりタープを拭いたり寝袋洗ったりしねーといけねえんだぜ？
康一,て、手伝うよ億泰くん……
仗助,……オエェ……ダメだ、車乗りたくねェ～～ッ……
噴上,オメーはまだゲーゲー言ってんのかよ。いい加減慣れろッ！
康一,帰り、誰が運転する？
早人,あ、じゃあぼくが運転しますよ。……どペーパーですけど
億泰,……どペーパー……
噴上,さて！……あとは、静ちゃん達が帰って来るのを待つだけか……
億泰,……
康一,……
噴上,……。……遅くねえか？静ちゃん達……
億泰,ああ……どっかで道草くってんじゃあねえだろうなッ？
早人,最近の子供たちにとっては、山というのは珍しいものかもしれないですからね……全てが新鮮に見えて、つい遊びたくなっちゃうんでしょう
億泰,片付け大人に任せてかぁ～～ッ？あいつら帰ってきたら寝袋たたませようと思ったのによーッ
仗助,別にいいぜ……ゆっくり帰って来てもよ。むしろその方がおれはイイーッ……ウエッ
康一,……ねえ、あのさ……そのォ～～……もしかしてっていう、全然確証なんかない話なんだけど……けどさ
億泰,？
噴上,？
康一,何か……事件に巻き込まれているっていう事は、無いよね？……遭難してたり、スタンド使いの攻撃を受けていたり……！
億泰,……
噴上,……
早人,……
仗助,……
億泰,……まっさか！なァ～～ッ！！
噴上,まさか！だろッ！
仗助,……裕也、ハイウェイ・スターだ。静のニオイを追跡してくれ
噴上,ハハハ……え、何？
仗助,……なんかイヤーな予感がするんだよ……この仗助くんはな～～ッ！……オエッ
双馬,……もうすでに……僕達が何処から来たのか？すら分からない……すさまじいもやの量だ
那由他,……
静,……
双馬,……これはスタンド攻撃か？
純,当然だろッ！こんなの明らかに異常よッ！私達は今、攻撃されているッ！
静,それにしては、わからない事が多いわ……まず、何故……敵はこんなタイミングで攻撃してきたの？
純,……
静,すぐ近くには兄さんや億泰達がいる。あたし達だってスタンド使いよ？そんな大勢の、しかも兄さん達は熟練のスタンド使いで……そいつらと戦おうとするなんてバカのする事じゃあないの。どーせ同じ危険なら、昨日寝てる時に襲えば良かったのに。……でしょう？
純,それは……そうかもしれないけど
静,それともう一つ。昨日双馬も言ってたけど、この敵がメイの手下なのだとしたら、どーしてこんな所にいるの？わざわざあたし達を追ってきたって訳？……スタンド使いが大勢集まってる所を狙って？
那由他,……イチモーダジン……っていうのですかね？……けどそれって危険すぎると思いますけど
静,このもやが毒だとかならわかるわ。スッゲーよくわかる。それなら一網打尽に出来るかもね～～ッ……けどそんな事も無いみたいだし……もやを発生させるだけのスタンドで、どうやって戦うつもり？全くわかんないわ……この敵ィ～～ッ……
双馬,つまりだ。その考えで行くと……この敵は有栖川メイとは何も関係が無い
純,……
静,……
双馬,だから、仗助さん達が熟練のスタンド使いとは知らずに攻撃を仕掛けてきた。追いかけてきた訳では無く、突発的にこの場で襲ってきた。……僕達を倒すのでは無く、むしろ目的は……このもやに閉じ込める事、なのかもしれない
純,なんッでメイの手下でも何でもねーのに襲われないとなんないのよ
双馬,そんな事は知らない。僕はただ可能性を示しただけだ
純,自分でもうまく説明出来ない事をベラベラ偉ッそうに喋るんじゃあねーわよォ――ッ！！
静,けど、それは結構つじつま合ってる話よ。……もやに閉じ込める意味は未だにわかんないけど
那由他,……あたし達を閉じ込めてる間に、パパ達を攻撃するつもりじゃ……？
純,しょーじき、私らがオッサン達の近くにいようがいまいが、あまり関係無いと思うけどね。……私全然戦闘向きのスタンドじゃあないし
双馬,……そういえば、純のスタンド能力は何なんだ？静？
静,身体の一部をカタくする能力
双馬,何だそれは？男なら誰だって出来る
純,誤解のある言い方すんなッ静ァ――ッ！！
静,え？何か間違ってた？
双馬,……ともかくだ……。このスタンド使いの目的や、理由なんかは理解出来ないが……このままもやに閉じ込められたままというのはマズいぞ。非常にマズい……即死は無くとも餓死はありえるかもしれない
純,……そ、そんなにはならないでしょ。大人達だって異変に気付くし
双馬,あらゆる最悪を考えておくのが、サバイバルで生き残る秘訣だぜ……サバイバルなんてしたくないがな。さて……。……僕達の持ち物は、この洗ってない皿と、スプーンフォークコップ……
純,……私、お茶持ってる。少ししか無いけど……
那由他,ハンカチでしたら持ってますけど……
静,……あたし達、食器を洗いに行く所だったから、本当に大したモン持ってないわよ。サバイバルって、マジに言ってんの？
双馬,……わかっていたが、最悪だな……すでにもう最悪だ。しかし……出来る事ならあるか
純,？
双馬,純、このお茶貰うぞ。この量だと持っていても意味ないだろう……あとはこのスープ皿とスプーンと……静、ケータイ持ってるか？おっと！スマホなら持ってるとかいう言葉は聞きたくないぞ。僕の言うケータイは、そういうの全部引っくるめた言葉だからな
静,……持ってるけど……何すんの？電波圏外よ？
双馬,……こうするんだよ
静,？。オ――ッ！！ノォォォオオオオオオオオオ！！！？。なッ……何してくれてんのよ双馬ァッ！！？なっなっ……何で！？何であたしのスマホぶっ壊したの！？あ、あたしの買ってもらったばかりのスマホぉ～～っ！！
双馬,携帯とかそーいう精密電子機器には、中身に磁石が使われているからな……それが欲しかった。バイブ機能やスピーカーの所に超強力なのが入っているんだよ
純,エグいわね……那由他ちゃん、あのメガネに近寄らないほうがいいわよ
静,ぐすん、ひっく……
那由他,おお、よしよし……お姉さま、大丈夫ですか？
静,ウン、ダイジョブ……
双馬,スプーンにこの磁石を擦りつけて……スプーンに磁力を持たせる。そしてそれを、お茶の上に浮かべれば……方位磁石の完成だ。スマホは後で仗助さんに直してもらえッ
静,データ飛んでたらマジでぶっ飛ばすわよ、アンタ
双馬,緊急事態だ。仕方ないだろう？
純,……自分のケータイ使えば良かっただろうが
双馬,僕だって、データが飛ぶのは嫌だ
静,コイツ何言ってんの？ありえねェー……サイコパスか？人の痛みを理解出来ないのかよ。イーッ！
双馬,……ん？
純,……何これ。失敗してんじゃあないの？スプーンが回りっぱなしになってるわよ？
双馬,……磁力を持たせるのが失敗していたら……スプーンは見当違いの所で止まるはずだ。それが動きっぱなしになっているというのは……
静,あたし聞いた事あるわよ……青木ヶ原樹海では方位磁石が狂って、しっかりとした方位を指さなくなるって……
双馬,それは迷信だ。そんな事はありえない……あったとしても、針がわずかにズレる程度なんだ。こんなに回り続けるっていうのはありえない
那由他,けど……回ってます、よね？
双馬,……もやに磁石を狂わせる効果でもあるのか？なんにせよ、徹底している敵だ……ここから抜け出すのがさらに困難になった
静,人のケータイ壊しといてさァ～～ッ、その結論は無いんじゃあないの？
双馬,東に真っ直ぐ向かえばキャンプ場へ戻れるはずなんだが……他の方法で方角を確かめてみるか
純,他の方法って……磁石がきかないのに？
双馬,……かなりアテにならないが、木を見るという方法がある。木の枝や葉が少ない方が北、逆に葉が多くて成長している方が南という話だが……ほとんど迷信に近いな
静,あ、切り株の年輪を見る！っていうのは？前にテレビで見たことあるけど
双馬,それこそ迷信のかたまりだ。……といっても、僕の言ってる事と大差は無いか。太陽や星が見えれば確実な方法があるんだが、今はもやのせいで見えないしな
那由他,さ、さすがに夜まで待つのは、少し厳しいですよ……
双馬,わかってる。だから迷信だろーと頼ろうとしてるんだ。山で遭難した時は動かないのがベストと言われるが、このもやがスタンド攻撃だとしたら、それがベストだとは限らないからな……こんな普通の道で遭難というのも馬鹿らしい。木を探すぞ
静,探すっつってもさ、すぐそこにあるでしょ～～ッ。舗装された道とはいえ、山ん中なんだから。たしかこっちの方に木が生えて――。！？。！！？……えっ――
双馬,な、何！？静ッ……！？
那由他,お姉さ――……！？
静,や……ヤバイッ！！なんで……なんでこんな所に崖がッ！？。う……うおッ……！！
純,静ぁぁぁああああッ！！！
静,うおおおおッ……っとおッ！！純！！ナイスキャッチよ……ありがとう、助かっ……
純,ッ！？
静,うッ！！？あ……汗ッ！？汗で手のひらが滑って……！！
双馬,静！純ッ！！間に合わな――……！！
純,――し、静は男に10万円ッ！！！
静,う！！……え？
純,……ふ、フーッ……危なかったわ。もうちょっとで滑って落とす所だった……けど！これで大丈夫。……シッカリ握った状態で固定したわ
静,固定……って、これは……
純,ルビー・チューズディ……私の手を！ルビーに変えて固定したッ！。これでもう離さねーッ。滑って落とすなんてありえない事だわ。……アンタが女で良かったわね、ったく……
静,……！やるじゃあないの、純……！
純,双馬、静を引き上げるの手伝って。固定しちゃったせいで上手く引き上げられないわ。……スタンドの力弱くってもそのくらい出来るでしょう？
双馬,あ、ああ。……とっさの判断、素晴らしかったぞ……純
純,……ふ、フン！……年下にホメられても腹立つ以外の感情沸かないわね……
静,……ふいーっ！あ、焦ったわ……マジに谷底まで真っ逆さまに落ちて死ぬかと思った……！
那由他,お姉さま、お怪我は無いですか！？ああ、良かったぁ……
静,……何で？……何故、こんな所に崖が……？
純,それは置いといて、静……私のムネの谷間に封筒あるだろ？今落ちそうになった谷間じゃあなくて、こっちの魅惑の谷間
静,？……あ、なんか挟まってる
純,それ取って。んで、あげる。……なけなしの10万よ。私のほぼ全財産……とりあえずそれあげる
静,え？……いや、意味分かんないわよ。いきなり何？
純,あ・げ・る！……で！すぐ返せッ！！じゃないと私の手が元に戻らないのよォ～～ッ……！！あーもう使い勝手悪い能力だわ……自分の身体だったら自由にルビーに変えられるとか、そんな能力だったら良かったのに！
静,……あ、ああ……そういう事ね
双馬,……成長したら能力は変わるかもしれないぜ。それを期待するんだな
静,……。……この崖……さっきまで、無かったわよね？
純,……ああ……
双馬,道の南側は山の斜面で、北側は平坦な雑木林となっていたはずだ……僕達はいつ移動した？いや……山の方が移動したのか？
那由他,これが……もやのスタンドの力なのでしょうか？
純,地形を変化させるっつーの？そんな強力な能力、聞いた事ないわよ……私達が移動したっていうのも全然実感が無いわ
静,けど……この場所、さっきまであたし達がいた所じゃあないわよ。すでに……
純,……
双馬,敵の目的は……僕達を遭難させる事か？まるで……
静,……何よ？
双馬,……まるで、この山が攻撃しているみたいじゃあないか
純,！……山の……自然現象のスタンド？
静,自然現象が、あたしを谷底に突き落とすっていうの？違うわね！……これは人為的なもんよ。この攻撃には悪意があるッ！
純,……何にせよ、まずいわね……本当にもうここが何処なのかわからない。せめて……せめて、何か目印でもあれば……。もやの一部が晴れるとか、歩きやすくなるとか……そういう事があれば……
静,純、夢見すぎよ
純,夢だって見たくなるわよ。重たーいもやに囲まれっぱなしでさあ……
双馬,それに、もしもそういう事があったら、まず敵の罠を考えた方がいい
純,……そうよね……ハア……
那由他,……。……おなか、空いたなあ……
純,……
静,……確かに……朝ごはん、軽くしか食べてないもんね……
双馬,……。……？
純,……
那由他,……
静,……！！。……
双馬,……
純,……罠？
双馬,少なくとも……僕達が目指していた小屋は、あんな小奇麗な建物じゃあなかったはずだ……！
静,……けど、歩ける道がこれだけだっていうのは事実。他の所を歩いて、また谷底に落ちかけたら笑えないわよ？
純,それはそうだけど……
双馬,……建物の中に、敵スタンド使いがいるとするなら……逆に好都合とは考えられないか？そいつを倒せばここから出られるんだからな
純,敵は私らを倒せる自信があるから、こんな見え見えの罠を張ったんでしょうよ。罠警戒しろっつったのアンタだろーが
双馬,警戒しろとは言っていない。考えろと言ったんだ。罠だと理解して飛び込むのはアリだろう
純,ナシよ、ナシナシ。もやが晴れたらなァ～～って言ったのは私だけど、こんなヤバげなの想定外よ……逆方面へ歩きましょう
静,だから、それで崖落ちて全員死んだらどうするんだっての。それこそ敵の思うツボよ？
純,そう言われてもね……そもそも――
那由他,……それよりも、あのぉ……。……すごく、美味しそうなニオイがしませんか？
純,……
静,……
双馬,……肉……を、焼いているのか？……あそこでは……？
静,う、うう……何よこのニオイ……トニオさんの店思い出すわ。グレートに美味そう……今の状態でこのニオイは殺人的だわ……！
那由他,もしかして、その……レストランなんじゃあないですか？山の中でやってる、知る人ぞ知る名店！っていう……
純,な、何都合のいい解釈してんのよ。やっぱりそーいう所がまだまだ子供よねーッ！……このニオイってバジル？洋食料理の店？
双馬,……何だ？これは……これが攻撃なのか？……いや、そもそも……本当に僕達は、攻撃を受けていたのか……？
全員,！！！
静,……ドア……が……
メイド,…………チラリ
静,……
那由他,……
双馬,……
純,……え？メイド？
メイド,……ようこそ、いらっしゃいました……お嬢様。並びに……旦那様
静,……え？……え？？
メイド,私のお店へようこそ、お越しくださいました……。私の経営する、西洋料理店へ
那由他,……せい、よう……
双馬,……料理……だと……？
メイド,ええ……どうかごゆっくり、おくつろぎ下さい。お嬢様達の幸せが、私にとっての幸せで御座います
静,……
純,……はあ？
メイド,……
静,……
純,……入っちゃった……
那由他,……
双馬,……
純,ねえ、入っちゃった……入っちゃったよぉぉ～～ッ……超うまそうな匂いしてる。どうすんのよ？ねえ～～
双馬,うるさいな。僕だって今どうすればいいのか必死に考えてるんだよ。こいつの目的は何なのか？……それがわかるまでは――……
メイド,私のお店は
純,！！
双馬,！……
メイド,……このような、山の中にかまえておりますがゆえ……様々な偏見の目で捉えられる事が多くございますが……食材に一級品の採れたて新鮮な山の幸を用い、水はすぐそこの清らかな湧き水を使用しております。肉は私が愛情込めてこの山でのびのび育てました。……全てこの山で採れたものばかりです。そのみずみずしい食材がもたらす魅惑のハーモニーは、東京都内の三ツ星有名店に勝るとも劣らないと自負しております。……道案内の立て札や地図も無いため、知らぬ人は数多く。しかし……きっとお嬢様方を満足させる事でしょう
純,……
静,……もしかしてさァ～～……この店、注文が多い……って事は、無いでしょうね？
メイド,……注文？メニュー？のことですか？
静,あ！いや……なんか、そんなニッポンのお話があったなぁ～～って。ハハ……
メイド,そんなもの、ウチにはありませんよ……
純,！……
双馬,……
那由他,ど……どういうことですか？メニューがないというのは……
メイド,失礼……私がお客様にお出しするのは、その日に採れたものだけですので……毎日同じお料理をお出しする事が出来ないのです
双馬,……
メイド,今日この日に、私が自信を持ってお出しする事の出来る料理を、お客様には味わっていただきます。……しばしお時間を。ご準備に少々時間がかかりますので……
純,……し、静。止めるなら今よ……聞くなら今よ。どうすんの？結局この店は怪しいの？怪しくないの？
静,……普通に……こだわってるだけの店……にしか、私には見えない……
純,双馬
双馬,僕か……最初に断っておくが、苦手なんだからな。イチャモンつけるっていうのは……。あー、ゴホン。……失礼、料理の前に……聞きたい事があるのですが
メイド,……
双馬,ここは……ここに来る前に、僕達はもやに囲まれて遭難しかけた……あのもやは一体何です？
メイド,……山の天気というものは移り変わりやすいものです。それに夏場でもよく冷える。……都会にお住まいの方々にはちょっと理解出来ないでしょうが……そういった現象を受け入れるのが、山で生きていく秘訣です
双馬,……山といってもすぐ側はキャンプ場だ。そこまで深い所に来たつもりはありませんが
メイド,あら、昔はもっと深い山だったのですよ？開発等で削られてしまいましたけど、ね
双馬,……
メイド,……何か？
静,あー、ゴホン！オッホン！
メイド,……
静,この店……ええっと、とても素敵……ですけれど
メイド,……ありがとうございます
静,いや、違くて……こんな山の中に立てていたら、色々と大変でしょう？仕入れだってまともに出来ないんじゃあないの？お魚料理を出したい時とかどうすんの？あたしは食わないけどさーッ
メイド,……先ほども申しました通り、全て山で採れた食材を使用しております。魚とて例外ではありません。……違うのは、調味料とお皿……くらいなものでしょうか
静,……徹底してるゥー。そーいうこだわり、あたし結構好きかも
純,……
静,えっと……純、ほか何聞きたい？
純,あのさあ……貴女一人でお店やってるの？
メイド,……ええ。それが……？
純,ハッ！私とそこまで年変わらないような小娘が、メイド服とかいうチャラッチャラしたもん着て料理作るなんて、期待出来ないわねーッ！ていうかコックとメイドは別モンでしょうが！何？オムライスに♡ハートマーク
静,……純、それもうただのクレーマーだっての
双馬,イチャモンの方向性が違うだろ……この店やもやの事について聞け
純,あ、アンタ達だって似たような事聞いてただろうがよーッ！！
メイド,……
純,？……何か言った？今アンタ？
メイド,いえ。……この服は、お嬢様方にお仕えするという心づもりを形にしたものです。……まあ、お気になさらず……
純,……ぬうう……
メイド,……お話は以上でしょうか？……それでは、火加減を見なければなりませんので……
純,……な、那由他ちゃん！貴女もなんか聞いときなって、ホラ！
那由他,あ、あたしですか？……ええ～～っとォ……。えっと、その……メイドさん？
メイド,……何か？
那由他,……あ、貴女は……あたしたちに、危害を加えない……ですよね？
純,……
静,……
メイド,……
那由他,もちろん、あたしたちも。……貴女は美味しーいごはんを提供してくれて、あたしたちはお腹いっぱいニッコリ元気！みんな仲良し……ですよね？
メイド,……ええ。お嬢様方が私の料理をお食べになり、満腹感と幸福感を得る事が……私の幸せです
純,……な、那由他ちゃぁん……そーいう事じゃあなくってさあ～～ッ……それ根本的解決なってないっていうかァァ～～ッ……
静,……ま、いいじゃあないの純。約束してくれたんだしさ。料理……待ってやろうじゃあないの
双馬,……大物だな、お前……まあ、外は未だにもやが立ち込めている。……座って待つしかないか
純,……。……結局、これは罠なの？
那由他,……
双馬,さあな……そうかもしれないし、そうじゃあないかも……静、どう思う？
静,……お腹すいた。肉食わせてくれんのかな……スッゲー良い匂いするんだけど
双馬,……呆れた奴だ
静,何よ、双馬。アンタ腹減ってないの？
双馬,……ああクソ、減ってるさ。減っているが、罠なら食う訳にはいかないだろうが
那由他,けど、危害を加えないって約束してくれましたし……
純,あんな口約束イチイチ本気にしてたら生きてけないわよ
双馬,純、お前は罠だと見るか？
純,……
静,……純？
純,ゴメン、考え中。……えっと、仮に罠だとしてさ……敵はわざわざもやを発生させた上で、こんな立派な店まで用意したって訳かな
双馬,……それは考えづらいな。元々この場所にこの店はあったんだろう
純,だとしたら、敵はずーっとここにいた訳よね？私達が来るとも限らないのに。……襲うんが目的なら、かなり非効率……よね
静,何よ純、さっきまで警戒しまくってたくせに、罠否定派？
純,冷静に考えたらって話だ、静ァー。まだ8:2くらいで警戒しまくってっからな私はッ
那由他,あの……さっきから罠だとか襲うだとか言ってますけど……まだ何もされてません……よね？
純,今からされるかもしんないって事よ……那由他ちゃんちょっと待って、その水飲む気？
那由他,え？
純,やめときなさいよ、毒入ってたらどうすんの？双馬、先に飲め
双馬,何故そうなる
静,……毒が入ってるんなら……毒を入れたという過去があるはずよね？
純,……何？
静,双馬
双馬,ああ。ペーパー・バック・ライター。……ム、そういった過去は無いな。少なくとも、この水差しには……いたって普通の水差しだ。ちょいと年代物だな。割るなよ静
純,何ソレ？水差しの表面を……本……に、してるの？
静,双馬、それって水は本に出来ないの？流石に無理？
双馬,無理だ。お前水で出来た本とか見たことあるのか？
静,ガラスで出来た本とかも見たことないっての
那由他,じゃあ、飲んでも大丈夫って事ですか？
双馬,ああ、おそらくな
静,こぼしちゃあダメよ那由他ちゃん。あたしも飲もうっと……
双馬,……フーン……テーブルやイス、壁なんかにも不審な文章は無い。……経営は厳しそうだが、客も何人か来ているようだ。普通の店だよ、ここは……
純,へえー、便利な能力……物に記憶があるの？
双馬,人なんかよりよっぽど確かな記憶があるさ。お前が何人の男と夜を共にしたのかも、僕は杜王町の地面から知ったぞ……知りたくなかったがな
純,んな事聞きたくなかったわよ……私自身覚えてないし
静,んーッ！この水すっごく美味しいわよ。流石に泣くほどじゃあないけど、ゼッピンね
那由他,本当ですね！気品に満ちた水というか……アルプスのハープを弾くお姫様が飲むような味というか、すごくさわやか……
純,……そのトシでグルメレポーター並の感想ね。……っていうか、あ
双馬,……今度は何だ
純,静、アンタお金持ってんの？双馬も
双馬,……
静,……あー……荷物ん中だわ
純,どうすんのよ……今もう料理準備してんでしょ？今更お金無いから出まーすって言うの？
双馬,……純
純,何よ
双馬,……後で返す
静,あたしも。……アンタ10万持ってたわよね？
純,わ、私の全財産よ！？オメーらァーッ……返さなかったらシリの毛までルビーにしてやっからな！。！
那由他,！
静,！
双馬,！
メイド,……お待たせいたしました……。本日のメイン……若鶏のバジルソテーで、御座います……
静,！！……うッ……！
純,お……！美味しそうッ……！！
那由他,うわあ……お肉……いい匂いです……！
双馬,……確かに美味そう……だ、が……
メイド,……フフ……
双馬,……メイン？……本日のメインだと……？
メイド,こちらの料理は……完全な開放平飼いで山の中をのびのびすくすく育った鶏を、今朝方しめて使用しております。……バジルは裏で育てた完全無農薬の香りの良いものだけを集めました。プリプリとした食感と深い味わいは、他の店では出す事が出来ないものかと……
静,……
純,……
メイド,さ！どうぞ……お召し上がり下さい……
那由他,……
双馬,……
静,……
純,……。……静、先に食いなさいよ
静,アンタさっきから人に勧めてばっかりじゃあないの？別に遠慮せず、先食ってみたら？
純,……双馬
双馬,……
那由他,お、美味しそうっ！いっただっきまー……
純,待って那由他ちゃん、貴女が先に食うのはダメよ……メガネか静に食わせなさい
静,純、アンタねえ……
メイド,……あの……？
純,！
メイド,……な、なにか……私、気分を害しましたでしょうか？なにかいけない事でも？……その、温かいうちに料理を召し上がっていただこうと思ったのですが……
純,う……！
静,た、食べます食べます！
純,うんそう！今！食べようと思った所なのよッ！
静・純,いっただっきまーすッ！
静,……うッ！！
純,……うッ！！
那由他,だ、大丈夫ですか！？やっぱり、何か……？
静・純,ｩンまああ～～いっ！！
メイド,……
那由他,……
双馬,……
静,こ、この鶏肉ッ！誇張でも何でも無いッ！身がプリプリしてる！歯を弾き返すような弾力よッ！それでいて柔らかいッ！ほろほろと口の中でとろけさってしまうように身がほぐれるわッ！！
那由他,……
純,それにこのバジルソースッ！私こーいう高い料理は詳しくないけどさァァ～～ッ！口に入れるとブワッ！と香りが鼻から抜けていくッ！それがまたドきつい訳でも無くうっとおしい訳でも無いッ！ああッ……いつまでも食べ続けたいっていう味だわッ！！
那由他,あ、あたしも……
三人,んんまぁぁああああ～～～ッ！！
双馬,……
メイド,……
静,ああ……こんな素敵なレストランがあったなんて……最高ッ！もやで迷って良かったわね
メイド,喜んでいただいて、嬉しい限りでございます
純,はあ～～ッ……昨日のバーベキューも中々だったけど、これには負けるわね……私ファンになっちゃいそうだわ、この店の……
メイド,ありがとうございます。……それでは、私は次の料理の支度をしますので……。……旦那様も、是非召し上がって下さいね？
双馬,……気が向いたらな
メイド,……
