Turn1,愛神が生まれた日
ヴィレッタ,すごい積極的だな。シャーリーピンチか？
カグヤ,お好きな食べ物ってなんですか？
ルルーシュ,移動中ずっと質問攻めにあうのか・・・！？他のクルマはどんな感じなんだろうか？ナナリー・・・
―ケース１：ギルフォード先生の車,ギルフォード、スザク、ジノ
ジノ,あっ！スザク！それオレの獲物だったのに！
スザク,ジノ、今さら許しは乞わないよ。撃墜スコアは僕が貰った！
ジノ,オレが頑張って敵のゲージけずってんのにトドメの一撃だけ全部持っていくんだもんなぁ～・・・
ギルフォード,はぁ。勉学もこれくらい熱心に励んでもらいたいものだ。特に枢木は赤点まみれだからな・・・
ジノ,うわっ！いまオレを盾にしたな！？
スザク,たまたまジノが僕への攻撃射線上に居ただけだよ
ジノ,くそぉ！
ギルフォード,それにしても姫様と一緒に農園にいけるとは幸せだ。今日は楽しみだな
―ケース２：藤堂先生の車,藤堂、カレン、アーニャ、ニーナ
カレン,・・・
藤堂,・・・
アーニャ,・・・
ニーナ,・・・
カレン,く、空気が重い！。何か話題を・・・そうだ！今こそアッシュフォード学園七不思議の１つを解明するチャンス！。・・・あの、藤堂先生？
アーニャ,・・・
ニーナ,・・・
藤堂,なんだ？
カレン,と、藤堂先生って凄く凛々しくて男らしいじゃないですか
藤堂,そうか？
カレン,あ、頬がちょっと緩んだ。はい。なので最初先生を見た時、体育を教えているイメージだったんですよ
藤堂,ふむ。よく言われるな
カレン,それで凄く気になっているんですが・・・
ニーナ,・・・
アーニャ,・・・
カレン,家庭科の先生になった理由とかありますか？あと、裁縫部の顧問をする事になったキッカケとかも・・・
藤堂,・・・秘密だ
カレン,照れてる！？
アーニャ,ッ！・・・ｸｸｯ・・・
カレン,いつもお面を被ってるんじゃないかってくらい、ムスっとしてるのに・・・こんな顔も出来るんだ・・・
アーニャ,ﾝｯ・・・ﾌﾌ！・・・ッ
藤堂,・・・
カレン,あ・・・いつものｷﾘｯとした顔に戻った
ニーナ,あの・・・カレン？いま思ってた事・・・間違えて口に出さなかった？
カレン,・・・・―ッ！？。う、うわぁぁぁぁぁ！！。ごごごごめんなさい！
アーニャ,ﾌﾞﾌｯ！・・・ﾝ・・・ｺﾎｯ！ｺﾎｯ！・・・ﾝ！ﾝﾝ！
カレン,アーニャ！噴き出したの誤魔化してないで助けなさいよぉーッ！
ニーナ,アーニャがこんな笑い方するの初めて見た。藤堂先生が笑いのツボなのかな
藤堂,気にするな。道を間違える事もまた若者の特権だ
カレン,うわぁ・・・。心なしか、いつもより険しい顔してる
アーニャ,・・・
ニーナ,・・・
藤堂,・・・
カレン,き、気まずい・・・目的地に着くまで、ずっとこんななの！？
ニーナ,・・・
藤堂,・・・
アーニャ,・・・
カレン,誰かあたしを楽にして・・・
―ケース３：コーネリア先生の車,コーネリア、ユフィ、ナナリー
コーネリア,そういえば、すっかり忘れていたが父上は元気か？
ナナリー,はい。元気がありすぎて困ってるくらいです
ユーフェミア,ふふふ。お父さまらしいですね
コーネリア,マリアンヌ様はまだ帰ってこないのか？
ナナリー,はい・・・
ユーフェミア,ブリタニアVs黒の騎士団ってゲームを極めるためにゲームセンターめぐりの旅に出たんでしたっけ？
ナナリー,そうです。最後に連絡があった時、カゴシマに居ると言っていました
コーネリア,ゲーマーな上に落ち着きがない方だったからな・・・
ユーフェミア,シュナイゼル兄さまやクロヴィス兄さまはどうしているのかしら？
コーネリア,シュナイゼル兄上はダモクレス製薬の社長になっただろう？
ナナリー,たまにニュースに出てきますよね
コーネリア,クロヴィスは画家になると家を出て、それっきり行方知らずらしいな・・・
ユーフェミア,お父さまの放浪癖が遺伝してしまったのですね
コーネリア,かもな。まぁ、クロヴィスだしどうでもいいが
ユーフェミア,そうですね
ナナリー,はい
―ケース４：千葉先生の車,千葉、ミレイ、シャーリー、C.C.
ミレイ,それでぇ、藤堂先生との仲は進みましたか？
千葉,なっ！何故藤堂先生が出てくる！？
シャーリー,千葉先生が藤堂先生を好きなことくらい皆知ってますよ？
千葉,そうなのか！？その、と、藤堂先生もそのことを知っているのか？
C.C.,知らないのは藤堂くらいじゃないか？
千葉,やはりか・・・。あの人は全然私の気持ちに気づいてくれないんだ・・・って、先生を呼び捨てにするな！C.C.！
C.C.,はいはい
ミレイ,藤堂先生のどういう所が好きなんですか？
千葉,そ、それはだな・・・背中で語れる男な所かな・・・
C.C.,ものは言いようだな
ミレイ,今日、藤堂先生に思いっきりアプローチしましょうよ！
千葉,そんな恥ずかしいこと出来るか！
シャーリー,でも、藤堂先生相手だと受け身じゃ何も進展なさそうですよ？
千葉,た、確かに・・・
ミレイ,千葉先生なら大丈夫ですよ！頑張ってください！
シャーリー,私、応援してますから！
C.C.,私も応援してやるよ
ミレイ,じゃ、千葉先生と藤堂先生をくっつける為に作戦会議といこー！
シャーリー・C.C.,おー！
千葉,お前たち・・・。私は良い生徒を持ったなぁ
ミレイ,こんな面白い事、見逃せないもんね！
C.C.,からかうネタに出来そうだ。ふふ
シャーリー,もし千葉先生がうまくいったら、私もルルと・・・
―ケース５：咲世子さんの車,咲世子、玉城、リヴァル
玉城,でよぉ！その時オレは言ってやったんだよ！次オレとやるときは１００人くらいでかかってるんだな！ってな！
リヴァル,へ、へぇ・・・。玉城先生って強いんすね
玉城,そうだよ。オレは何でも出来る男だからな！アッシュフォード学園で一番出来る男って理事長から評価を貰ってんだぜ！
リヴァル,まじすか？
玉城,おうよ！その気になれば学園長にもなれるんだけどよ。オレは用務員ってポジションが好きだからあえてそこに収まってんだよ！
リヴァル,すごいっすね
玉城,ははは！まぁな！学園の要望用紙にオレの銅像を建てようって話があったりオレに校歌を作らせようって話も出ていたそうだぜ！
リヴァル,へぇ・・・
咲世子,失礼ですが、ご質問よろしいでしょうか？
玉城,なに？何でも聞いていいよ？何でも答られっからよ！
咲世子,そんな凄い方なのに、何故今日クルマを出して頂けなかったのですか？
玉城,・・・そ、それはな
咲世子,はい
玉城,その・・・なんだ？筆記に受からねぇんだよ。自動車免許・・・
リヴァル,お、オレでもノー勉にも関わらず一発で筆記受かったのに・・・
咲世子,そうですか
玉城,・・・もう７年も試験受けてるのによぉ・・・ｸﾞｽｯ
リヴァル,変なスイッチはいっちゃったな・・・
ルルーシュ,ようやく着いたな・・・
ダールトン,やぁ、着いたか
シャーリー,あ、教頭先生
アーニャ,彼がミカン農園とペンションを経営しているジェレミア
ジェレミア,ようこそ。お初にお目にかかります。私がここの責任者であるオレンジ・ゴットバルトです
ルルーシュ,オレンジ・・・さんですか？アーニャの言うジェレミアというのは？
アーニャ,彼の本名はオレンジ。でも果物と人物名が似たようなもので紛らわしいから私がジェレミアというあだ名をつけた
ジェレミア,ははは。オレンジは私で育てている果物はミカンなので全く紛らわしくないのですがね。アーニャがどうしてもというのでニックネームとして受け入れました
アーニャ,私にとってオレンジとミカンは同じようなモノ。紛らわしい
ルルーシュ,なるほど・・・
ジェレミア,まずはペンションにお荷物を置いてくるといいでしょう。アーニャ、案内して差し上げるんだ
ルルーシュ,どうも
ミレイ,アーニャ、案内よろしくね！
アーニャ,うん。みんな、こっち来て。私たちが使える部屋は会長に頼まれた通り小部屋が４部屋、大部屋が2部屋。小部屋は2人用、大部屋は４人用
ミレイ,ありがと、アーニャ！
ルルーシュ,部屋の振り分けはどうするんですか？
ミレイ,ふふ！男の子は小部屋に一人ずつ入る事が決まっています！まずクジ引いて誰がどの部屋に入るか決めましょ！
ルルーシュ,会長！？それって・・・
リヴァル,もしかして小部屋は男女二人きりになるってことすか！？
ミレイ,そうよん！次に女性陣でくじ引きをして小部屋に入る人と大部屋に入る人を決めます！OK？
カレン,これは！ルルーシュと一緒に寝るチャンス！
コーネリア,ルルーシュと同室に・・・！
ルルーシュ,待ってください。そんなの先生たちが許す訳ないでしょう
コーネリア,いや、たまにはいいだろう。今日だけ特別だからな
ヴィレッタ,・・・コーネリア先生がそう言うなら、私も今日の事は目を瞑ろう
ルルーシュ,なっ！？
ミレイ,ふふ、姫先生を連れてきて正解だったわね！。さぁさぁ、まずは男性諸君！クジを引いてくださいな
ジノ,はは！クジ箱がすでにあるなんて用意周到だなぁ。じゃ、まず私から・・・
リヴァル,じゃ、次はオレ！
スザク,僕はこれで
ルルーシュ,あまりものだな
ミレイ,結果はぁ！？
ルルーシュ,Ａだ
スザク,僕はＢだよ
ジノ,Ｃだった
リヴァル,オレはＤ
ミレイ,なるほど！じゃ、次は女性陣でクジを引こ～！女性はこっちの箱ね！。・・・というわけで、結果はこうなりました
コーネリア,ルルーシュと一緒になれなかったばかりか、ユフィが枢木と同室だと！？これは監視の必要があるな！
シャーリー,や、やった・・・ルルと一緒だ！
ミレイ,ちぇっ。ルルーシュと同室になりたかったのになぁ
リヴァル,会長と同室になりたかったのに・・・
ミレイ,各自荷物を部屋に置いて外に出よ～！。全員そろったわね！じゃあ、最初はお昼ごはんの時間になるまでミカン狩りをしにいきましょ～！
アーニャ,ミカンは今が旬。美味しい
カグヤ,果物狩り楽しそうですね！
ミレイ,ミカン狩りも可能な限り男女ペアでいきましょ！例のごとくクジ引きで！
ヴィレッタ,私はパスする。少し散歩したいのでな
咲世子,私も省いて頂いて結構です
アーニャ,これくらいの色のものがオススメ
ルルーシュ,なるほど。さすがに詳しいな。アーニャと一緒で助かった
アーニャ,嬉しい？
ルルーシュ,あぁ
アーニャ,私も・・・
ルルーシュ,それは良かった
アーニャ,ルルーシュ、これが良い
ルルーシュ,これか。よし・・・
アーニャ,・・・記録
ルルーシュ,・・・取れたぞ。美味しそうなミカンだな
アーニャ,うん
ルルーシュ,ミカンで何か料理を作りたいな
アーニャ,私はミカンムースが好き
ルルーシュ,ミカンムースか・・・アーニャは作れるのか？
アーニャ,作ったことない。でもジェレミアがたまに作るからレシピはある
ルルーシュ,そうか。オレも挑戦してみるかな
アーニャ,その時は私も一緒に良い？
ルルーシュ,興味あるのか？
アーニャ,・・・
ルルーシュ,そうか。じゃあ、今度一緒に作るか
アーニャ,うん。・・・あっ、ネコ
*,ギェピー！
アーニャ,変な鳴き声・・・記録
ルルーシュ,変わったネコだな
アーニャ,・・・かわいい
*,ギェピィ！
アーニャ,あ・・・逃げた
ルルーシュ,残念だな。アーニャ、あっちの方にも行ってみないか？
アーニャ,うん
ルルーシュ,自然豊かで良いな
アーニャ,ルルーシュは・・・好き？
ルルーシュ,何をだ？
アーニャ,ネコ・・・
ルルーシュ,あぁ。スザクみたいに何度も噛まれたりしたら嫌いになるだろうが幸いそんな事もないしな
アーニャ,じゃあ、私は好き？
ルルーシュ,どうしたんだ？アーニャ
アーニャ,知りたい
ルルーシュ,そうだな。好きか嫌いかの２択なら迷わず好きを選ぶな
アーニャ,そう。じゃあ、好きか愛してるかの２択なら？
ルルーシュ,アーニャ！？
アーニャ,答えて
ルルーシュ,・・・アーニャも１０人の中に入っているのかもしれないな。だが、アーニャの好みそうな回答が思い浮かばない！
アーニャ,・・・
ルルーシュ,くっ！いきなりすぎる・・・！
アーニャ,・・・あ
ルルーシュ,大丈夫か？アーニャ
アーニャ,上着が破れた・・・。木の枝に引っ掻けた
ルルーシュ,派手にやっちゃったな・・・
アーニャ,よそ見しながら歩いてたのが失敗・・・
ルルーシュ,腕から血が出てるぞ。上着、脱げるか？救急セットを持ってきているから消毒しよう
アーニャ,準備が良い。さすがルルーシュ。・・・脱いだ
ルルーシュ,いま消毒液を塗る。少し染みるかもしれないが我慢しろよ
アーニャ,うっ・・・
ルルーシュ,あとはバンソウコウを・・・
アーニャ,・・・
ルルーシュ,・・・これで大丈夫だろう
アーニャ,ありがとう
ルルーシュ,顔が赤いぞ？大丈夫か？
アーニャ,・・・
ルルーシュ,少し冷えてしまったか？オレの上着を貸すから着ておけ
アーニャ,良いの？
ルルーシュ,あぁ
千葉,お前たちは！？
藤堂,どうした？
ルルーシュ,先生
アーニャ,空気よめ
ルルーシュ,アーニャが枝に服を引っ掻けて、服が破れてしまったんです
千葉,そうか。お前がアーニャを襲ったのではないかと一瞬冷や冷やしたぞ
ルルーシュ,ひどいな、先生。オレはそんなに信用がないのですか・・・
藤堂,どれ、破れた服を見せてみろ
アーニャ,はい・・・
千葉,結構バッサリ破けたな・・・
藤堂,どれ・・・。ふぅ。良い匂いだ・・・
ルルーシュ,どうしたのですか？
藤堂,ふむ・・・少し待っていろ
ルルーシュ,そ、それは・・・！？
アーニャ,裁縫セット？
藤堂,・・・
ルルーシュ,これは・・・何て充実したカラー手縫い糸！
千葉,藤堂さんは常に２９０色の手縫い糸をストックしているんだ
藤堂,・・・
ルルーシュ,なっ！？一瞬で針に糸を通した・・・！？まるで息を吸って吐くくらいの超自然な動作で・・・！。オレも裁縫には腕に覚えがある。オレくらいのレベルになれば針に糸を通す姿を見るだけで分かる！藤堂先生は間違いなく超一流の域に居る・・・！
千葉,見れるぞ・・・！藤堂さんの伝説の技”旋回活殺自在糸”が！
藤堂,・・・
ルルーシュ,て、手の動きが見えない・・・！
藤堂,出来たぞ
アーニャ,凄い。どこが破けたか分からない
千葉,さすがです
ルルーシュ,奇跡の手腕だ・・・
藤堂,では、私たちは行く。君たちも楽しみたまえ
千葉,またな
ルルーシュ,藤堂鏡志朗・・・何て家庭的な男だ・・・
アーニャ,さすが裁縫部の顧問・・・さっきは笑って失礼なことをした
ルルーシュ,服も直ったしオレの服はもう必要ないな
アーニャ,・・・ルルーシュの服が着たい。ダメ？
ルルーシュ,何故？
アーニャ,・・・ダメ？
ルルーシュ,分かったよ。でも、少しの間だけな。オレも寒いんだ・・・
アーニャ,ありがとう。さっきの私の質問・・・
ルルーシュ,あ・・・
アーニャ,考える時間も必要かもしれない。後で答えを聞かせて
ルルーシュ,分かった。そろそろ集合時間になるし戻ろうか？
アーニャ,・・・
咲世子,こちらのお掃除は終わりました
ジェレミア,早いな。手伝いして頂き感謝する
咲世子,いえ、割引価格で宿泊させて頂くのですから当然です。他にもやる事はありますか？
ジェレミア,午前のお勤めは終わりだ。休憩しよう。ミカンティーでもどうだ？
咲世子,頂きます
ジェレミア,それにしても咲世子さんは凄いな。社員として雇いたいくらいだ
咲世子,お褒め頂き光栄です
ジェレミア,本音である。よければここで働かないか？
咲世子,ありがたい申し出ですが私はルルーシュさまたちに仕える事が全てですので。仕えていない期間でしたら働けますが不定期なので迷惑になるかと
ジェレミア,義理か？
咲世子,忠義です
ジェレミア,素晴らしい。ますます素敵な方だ。不定期でも構わないから来てくれないか？
咲世子,そこまでおっしゃられるのでしたら・・・
ジェレミア,感謝する！
ミレイ,ただいま～！
C.C.,私たちが最初か
ミレイ,そうね！ミカン狩り楽しかったわねぇ
C.C.,ふふ。そうだな
ダールトン,ただいま
ギルフォード,魚を釣ってきたんですが、よかったら昼ごはんに
ジェレミア,ありがとうございます。使わせて頂きます
ダールトン,大量だったな
玉城,オレは一匹も連れなかった。何故だ！？
ダールトン,玉城だからさ
カレン,あっ。会長たちも戻ってきてる
カグヤ,本当ですね。私たちが一番かと思いましたのに
ジェレミア,続々帰ってくるな。いま、昼飯の準備をするので待っていてくれ
咲世子,手伝います
ミレイ,はーい！
ルルーシュ,ナナリー、教頭先生たちが釣ってきてくれた魚が焼けたぞ。食べるか？
ナナリー,はい！食べさせてください、お兄さま
ルルーシュ,甘えん坊だな、ナナリーは
ナナリー,あーん
ルルーシュ,はい
ナナリー,おいしいれす
コーネリア,ルルーシュ！肉が焼けたぞ！食べるか？
ルルーシュ,貰います
コーネリア,よし！ほら、あーん！
ルルーシュ,自分で食べますよ
コーネリア,たまには甘えろ！ほれ、あーん
ルルーシュ,もうそんな年じゃないので
コーネリア,そんなに私がイヤなのか・・・
ルルーシュ,違います！姉上がイヤなのではなくて・・・！
ユーフェミア,ルルーシュ！お姉さまを泣かせたら怒ります！
スザク,ユフィを怒らせたら怖いよ。観念しなよ、ルルーシュ
ルルーシュ,わ、分かったよ・・・姉上、お願いします
コーネリア,そうか！仕方ないな。ほら
ルルーシュ,・・・
コーネリア,うまいか？
ルルーシュ,はい
コーネリア,なら、もう１つ追加だ。あーん
カレン,羨ましい・・・！
カグヤ,家族だけの世界に入っちゃってますね
ミレイ,ギルフォード先生も羨ましそうな顔して見てるわね
カレン,どさくさに紛れてスザクも輪の中に居るのが気になるけど
C.C.,カレン、ピザ取ってくれ
カレン,はいはい。わざわざ自前で用意するなんて本当ピザ好きね
C.C.,まぁな
ニーナ,私もルルーシュにあーんってしてこようかな？
カレン,ニーナ！？本気！？
ニーナ,全然本気じゃないけど。これくらい過激な発言しないと、この濃いメンツのなかじゃ埋もれたままかなって・・・
カレン,そうね。自分を出していくことは大切かもね！
カグヤ,この方が居たことに気が付きませんでした・・・
ミレイ,ルルーシュの方には近づけなさそうね。いまは千葉先生の方を観察しよう
千葉,藤堂さん、今日も裁縫テクニック冴えていましたね！
藤堂,そうだな。今日は調子が良かった
千葉,アーニャも喜んでいましたよ
藤堂,むしろ、すべての努力はこの日の為に！常々今日のようなシチュエーションを想定していたのだからな。可愛い女子の服の匂いをコッソリ嗅いでも気づかれず、更に服を直すことで好感度も上がる。なんと素晴らしい事か
千葉,そ、その・・・。今度私にも裁縫を教えて欲しいです
藤堂,良いだろう。いつでも来たまえ。しかし、裁縫の真価はこれだけではない！
千葉,ありがとうございます！
藤堂,そろそろ私の編んだマフラーやセーターを女子にプレゼントする時期だ。それを着る所を・・・女子の肌に触れ、服が汗を吸う所を想像すると、もう堪らん！これだから裁縫はやめられないのだ
千葉,藤堂さんの顔が少しホッコリしている。はっ！もしかして私と一緒に居て喜んでくれているのか！？
ミレイ,あ、千葉先生が嬉しそうな顔してる！うまくいったのかな？後で聞きにいこーっと。午後はぁ、レクエーションをします！名付けてミッション・４！
ルルーシュ,ミッション・４・・・
ミレイ,ルールを説明しまーす！まずはペアを作ります。そして、ペアで地図に書かれたルートを周回してもらいます！ルート上にはチェックポイントが４つあって各々先生たちが待機しています
コーネリア,何！？私も待機しなければならないのか！？
ミレイ,いえ、姫先生は参加者としてカウントしました！
コーネリア,そうか！よくやったぞミレイ！
ミレイ,チェックポイントで先生たちがミッションを出します！ミッションをクリアできたら先生がハンコを押してくれますので、４つのハンコを貰ってゴールを目指してください！一位のペアには豪華賞品プレゼントォ！
ルルーシュ,なるほど
ミレイ,ちなみにミッションは全部先生方が作ってくださったのでミッションの内容は私も知りません！なので私もゲームに参加するのでヨロシク！
リヴァル,面白そうっすね！
ミレイ,まずはペアを決めよ～！例のごとくクジ引きよ！。きたぁーッ！
ルルーシュ,よろしくお願いします。会長
ミレイ,うむ！優勝するわよ！
コーネリア,くそぉ、ルルーシュ・・・！
リヴァル,会長ォ～！
ミレイ,ペアを決めたら今度は地図を配ります！どれもスタートとゴールは同じだけどチェックポイントを回る順番は地図によって違うから気を付けてね！
ルルーシュ,オレたちのルートは・・・スタートバーベキュー広場
ミレイ,了解よ！
ルルーシュ,やるからには勝ちにいきますよ
ジェレミア,みなさん準備は出来ましたか？
ナナリー,大丈夫です
ユーフェミア,はい
ジェレミア,では・・・よーい、スタート！。・・・青春だな
ルルーシュ,はぁ・・・はぁ・・・
ミレイ,まさか軽く走っただけで息切らしちゃうなんて想定外だったわ
ルルーシュ,すみません・・・
ミレイ,あ、チェックポイントが見えてきたわよ！
ルルーシュ,第一のミッションか・・・
ヴィレッタ,来たか
玉城,お前たちのミッションを決めるからよ。この箱から紙を１枚引け
ミレイ,ルルーシュ、引いて
ルルーシュ,はい・・・
ミレイ,どんなミッションなのかな
ルルーシュ,とりました
玉城,開いて見てみろ
ルルーシュ,二人でミカン１０個食べろ、だそうです
ミレイ,割と簡単ね！
ヴィレッタ,よし。じゃあ、これを食べろ
ミレイ,いただきまーす！
ルルーシュ,頂きます
スザク,やぁ、ルルーシュ
カレン,ルルーシュ、会長
ルルーシュ,スザクか
ミレイ,あら、カレン。スタンプ１個目？
カレン,２個目です
ルルーシュ,はやいな！
ミレイ,私たちも負けてられないわよ
ヴィレッタ,この箱からクジを引け
スザク,はい。えー・・・と・・・。農園に居る虫を１０匹捕獲せよ。種類は問わない・・・だって
ミレイ,アレに当たらなくて良かった・・・
カレン,了解。お兄ちゃんと一緒に虫取りしてた頃を思い出すわね。じゃあ、ちょっと捕まえてこようか
スザク,そうだね。ミカン狩りしてる時、全然虫見かけなかったけど見つかるかなぁ
カレン,地面をよく観察すればアリとかミミズくらい居るでしょ。ルルーシュ、また後でね！
スザク,また！
ミレイ,あの子たち・・・ワイルドね
ルルーシュ,そうですね。何とか全部食べ終わった。もう食べれない・・・
ミレイ,意外と二人で１０個ってキツイわね・・・
玉城,ほら、ハンコだ。ポチっとな
ヴィレッタ,次のステージに行ってこい
ルルーシュ,行きましょうか。会長
ミレイ,そうね
玉城,頑張れよ！
ルルーシュ,ようやくチェックポイントについた
ダールトン,来たか
ギルフォード,この箱からクジを引きなさい
ルルーシュ,はい
ミレイ,あれ？シャーリー
シャーリー,会長！
ミレイ,釣りをしてるの？
シャーリー,はい。私たちは魚を２匹釣れっていうのがミッションなので
ミレイ,シャーリーって誰とペアだっけ？もう一人は？
シャーリー,ペアはナナちゃんです。ナナちゃんはあそこに・・・
ミレイ,ナナリーは川の中で暴れて何やってるの？
シャーリー,釣竿使うのがじれったいから素手で捕ります、って・・・
ミレイ,おてんばねぇ
シャーリー,ルルが居ないところではそうですよね
ルルーシュ,会長、オレたちのミッションはどちらかが水切り５連続を達成することだそうです
ミレイ,水切りって水面で石をはねさせるやつだっけ？
ダールトン,それだ
ルルーシュ,なるほど
シャーリー,あ、ナナちゃんがこっちに気づいた。戻ってくる・・・
ナナリー,お兄さま！釣りをしていたら溺れて向こうまで行ってしまいましたが何とか帰って来れました
ルルーシュ,なに！？危なかったな、ナナリー
ナナリー,はい！無事帰ってこれたところで釣りに戻ります！
ルルーシュ,頑張れよ
ナナリー,はい！お兄さまも頑張ってください！
ミレイ,石はそうねぇ・・・あ、これが良いかな。いくわよ！。３回か。この分なら５回はすぐかもね！
ルルーシュ,こういうのは理論で攻めるものです。石の重さをg、石の回転率をτ、初速度をVo、そして水面への入射角をαとおき、更に揚力、抗力を・・・
ミレイ,えい！。うーん。何回やっても４回が限界だなぁ。ルルーシュ？まだ一回も投げてないけど、やらないの？
ルルーシュ,丁度計算が終わった所です。理論通りにいけば51連続をお見せ出来るでしょう
ミレイ,51！？
ルルーシュ,石はこれが良いな。条件は全てクリアされた
シャーリー,すごい気迫・・・！
ルルーシュ,はっ！
ナナリー,・・・
シャーリー,・・・
ルルーシュ,一回も跳ね返らないだと・・・！？
ミレイ,その・・・元気だして、ね？
ルルーシュ,会長！憐れんだ目をしながら肩を叩かないでください！へこみます。ふっ！。何故だ・・・！？
ミレイ,えい！。やった！５回成功よ！
ギルフォード,おめでとう。ハンコを押そう
ミレイ,次行きましょ！ルルーシュ！
ルルーシュ,くっ！若干心残りがあるが仕方ない。行きましょう、会長。頑張れよ二人とも
ミレイ,また後でね！
シャーリー,良いなぁ。こっちはまだ１匹も連れないよぉ
ナナリー,やっぱり釣竿なんてローテクなものを使うより素手の方が・・・
千葉,さぁ、ミッションを決めるぞ。クジを引け
ルルーシュ,はい
C.C.,ミレイ、ルルーシュ。順調か？
ミレイ,C.C.！こっちはボチボチね。そっちは？
C.C.,ふふ。順調だぞ
藤堂,ﾌｯ！
ミレイ,奥に居るリヴァルは何してるの？
千葉,こいつらは藤堂さんの打ちっぱなし50球を全部拾って帰ってくる事がミッションなんだ。C.C.は一歩も動いていないが・・・
C.C.,体を使う仕事は男の領分だ。私の出る幕じゃない
ルルーシュ,な、なんだこのミッションは！？これをオレがやるのか！？
ミレイ,なになに？
ルルーシュ,オンブをしてゴルフ練習場を一周・・・だそうです。ゴルフコース一周じゃないだけマシかもしれませんが・・・
ミレイ,楽しそうね！じゃ、ルルーシュ。オンブよろしく
ルルーシュ,女性にオンブさせるわけにもいきませんからね。さぁ、どうぞ
ミレイ,うむ！
ルルーシュ,・・・っ！
ミレイ,どしたの？顔赤いけど
ルルーシュ,な、なんでもないです！行きますよ
ミレイ,れっつゴーッ！
ルルーシュ,ふっ・・・ふっ・・・
ミレイ,足を一歩前に出すだけで、そんなになるんじゃ・・・一周回れるか不安ね
ルルーシュ,・・・くっ
ミレイ,ふふ。少し遊んじゃおうかな。ﾌｩー
ルルーシュ,ほわぁ！？
ミレイ,きゃっ！
ルルーシュ,す、すみません！大丈夫ですか！？
ミレイ,えぇ。まさかそんな敏感なんて思わなかったケドね
ルルーシュ,いきなり耳元に息吹きかけられたら誰だってビックリします！
ミレイ,まだまだねぇ！平常心よ平常心
ルルーシュ,まったく・・・。さぁ、早く一周終わらせましょう
ミレイ,そうね
ルルーシュ,んふっ・・・
ミレイ,どしたの？
ルルーシュ,いえ・・・。行きます。うぐ・・・
ミレイ,大丈夫？足と腕が痙攣してない？
ルルーシュ,だ、大丈夫です
ミレイ,ようやく半周ってところね。がんばれー！
ルルーシュ,は、はい・・・
ミレイ,・・・ふふ。がんばって？ゴールまでついたらご褒美のキスをしてあげるから
ルルーシュ,はぁわ！？
ミレイ,わっ！？
ルルーシュ,す、すみません！会長
ミレイ,大丈夫よ。うちの副会長はウブだなぁー
ルルーシュ,いきなり耳元でそんな事を囁かれたら誰だって驚きます！
ミレイ,ふふ
ルルーシュ,ふざけてないで先に進みますよ
ミレイ,そうね！
ルルーシュ,はふっ・・・
ミレイ,さっきからどしたの？
ルルーシュ,なんでもありません。さぁ、行きますよ・・・
ミレイ,がんばれ～！。４分の３は回ったわね。ラストスパートよ！
ルルーシュ,はい・・・
ミレイ,腕と足が痙攣してるだけじゃなくて顔も真っ青だけどホント大丈夫？
ルルーシュ,大丈夫・・・です・・・
ミレイ,ふぅん
ルルーシュ,もう何言われても驚きませんよ・・・！
ミレイ,本当かなぁ？
ルルーシュ,えぇ。そんな体力残ってませんから
ミレイ,・・・愛してるわよ。ルルーシュ
ルルーシュ,ひぁわ！？
ミレイ,あっ！
ルルーシュ,す、すみません・・・
ミレイ,何回同じこと繰り返すのかなぁ～。ルルーシュくんは
ルルーシュ,あれは反則ですよ
ミレイ,何言われても驚かないって言ったのは誰かなぁ？
ルルーシュ,うっ・・・。そ、そんな事よりはやくゴールしましょう
ミレイ,そうね
ルルーシュ,・・・慣れとは怖いな。行きます。もうタチの悪い冗談はやめて下さいよ・・・？
ミレイ,しょうがないわねぇ
ルルーシュ,ふっ・・・ふっ・・・
ミレイ,でも・・・
ルルーシュ,はっ・・・はっ・・・
ミレイ,冗談じゃなかったら、どうする？
ルルーシュ,・・・会長？
ミレイ,・・・
ルルーシュ,会長・・・。・・・もしかすると会長も１０人の中に入っているのか？自惚れすぎか？
千葉,ようやく一周回ったか。ほら、ハンコだ
ルルーシュ,次で最後ですね。ペンションに行きましょう
ミレイ,そうね。でも、少し休む？
ルルーシュ,大丈夫です。行きましょう。負けたくありませんから
ミレイ,負けず嫌いね。じゃ行こっか！
ルルーシュ,最後のミッションだ！
咲世子,お待ちしておりました。さぁ、くじ引きをどうぞ
ルルーシュ,あぁ・・・
アーニャ,♪みっ、みみらくる！みっくるんるん♪
ジノ,ジャンジャンジャジャジャジャジャッジャッジャンジャン！
ミレイ,アーニャとジノは何をしているの？
咲世子,アカペラで１曲歌うというのがミッションでした
ミレイ,なるほど
ルルーシュ,こ、これは・・・！？誰がこんなミッション考えたんだ！？
ミレイ,なーに？
ルルーシュ,ペア相手を口説け。審査官が満足しなければやり直し。ただし男女ペアの場合は必ず男が口説く事、だそうです・・・
ミレイ,良いわねぇ～♪さっそく口説いてぇ
咲世子,不肖の身ではありますが、この篠崎咲世子。ルルーシュさまの口説き文句を審査させて頂きます
ルルーシュ,咲世子さん・・・楽しんでますね・・・
ミレイ,ルルーシュ～、まだぁ？
ルルーシュ,その・・・あの・・・えっと・・・
アーニャ,♪素直に好きと言えない君も勇気を出して～♪
