白菊ほたる,……はぁ
茄子,みなさん……ありがとうございます。まだまだみなさんは遠い目標ですが、すぐに追いついてみせますね♪
ほたる,はいっ、こんな私で良ければ……いつか絶対に……！
フレデリカ,待ってるよー、ほたるちゃん、カコさん！
ほたる,……こうして、私の初めてのステージは、全員が笑顔で終わる事が出来ました。フレデリカさん、裕子さん、奈緒さんに追いつけるように……。そして茄子さんにも負けないように……。相手はとっても素敵な方ばかりで大きなライバルですが、私ももっともっと頑張ります……！。バックダンサーながら、初めてのステージを経験してから１ヵ月が経ちました。ライブステージの雰囲気を体験した事や、切磋琢磨して競い合うライバルが出来た事は、私にとって大きくプラスになったと思います。明確な目標が生まれた事で、今まで以上にレッスンにも身が入るようになりました。私の初仕事以降ずっと付き合いのある出版社のカメラマンさんからも、最近は前にも増して色んな表情に魅力が出て来たねと褒められました。プロダクションでもフレデリカさんや裕子さん、奈緒さん、そして茄子さんと顔を合わせれば世間話をしたり、プライベートでも遊んだりするようになりました。……ただ、ダイヨンのプロデューサーさんは私と茄子さんが一緒にいるのを見ると微妙な表情をするようになりました。フレデリカさんがなんて言ったのか分かりません。確かめるのが怖いです。ダイハチ……私のプロデューサーさんとは、前以上に意思の疎通がはかれるようになりました。というより、大体の仕草で何を言いたいのか、どんな気分なのかが分かるようになりました。それをちひろさんに報告したら良かったですね。……でもそれはあまり自慢する事じゃないと思いますけどね。あのコミュ障、担当アイドルにまで気を遣わせて……と、ちょっと呆れ気味に言っていました。その時、ちひろさんから大事な話があると言われました。その内容を話すのが本日……という事で、私は少しドキドキしながらダイハチの事務所までやってきました。え、えぇ！？ほ、本当ですか！？
ちひろ,こんな嘘を吐くほど私は悪趣味じゃないですよ、ほたるちゃん
Ｐ,…………
ちひろ,プロデューサーさん？何か言いたげですね？
Ｐ,その儚さに脅され続ける日々の果てに、行きつくどん詰まりは生き死にの闇
ちひろ,……段々悪口かどうか微妙なラインを突くのが上手くなってきてませんかね？
ほたる,え、えっと……
ちひろ,ああごめんなさい、ほたるちゃん。さっき言った事は本当も本当、アイドル事業部として正式に決まった事ですよ。おめでとうございます！ＣＤデビューとお披露目ミニライブが決定しました！
ほたる,ちひろさんからの大事なお話。それはアイドルとしての本格的なデビューの話でした。ＣＧプロダクションが正式に認可して、第８アイドル事業部として白菊ほたるを売り出す、という事です。ずっと遠くにあった目標のアイドルデビュー、それが気が付いたら手を伸ばせばすぐ届くところにまで近づいていました。……約半年前、あまざらしの公園で全てを諦めかけていた私からは考えられない奇跡だと思えました。デビューが決まってからというもの、第８アイドル事業部は今までにない忙しさに追われました。プロデューサーさんは小さなライブハウスを押さえ、私のプロモーションを行うために色々な所へ顔を出しにいっていました。私のデビュー曲はプロダクションが用意してくれていたのですが、プロデューサーさんは仕事の合間に作曲をして、それをどうにかねじ込めないかと画策していました。でもちひろさんに怒られて断念したみたいです。ちひろさんも処理しなければいけない書類や事務手続きが倍くらいに増えたようで、それを片付けるのに悪戦苦闘していました。そして私は、ミニライブに向けたレッスンと、プロデューサーさんと一緒にプロモーション営業を行ったりしました。また、それと同時に、カプリスエスパーオトメのライブの時のようなアクシデントが起こる事も想定した準備も行いました。まず緊急事態に備えた道具として、照明が落ちた時の為のスポットライト、スピーカーが故障した時の為のアンプとマイク、それの動力となるカーバッテリーとインバーターなどを用意しました。……張り切りすぎたプロデューサーさんがかなりの数を用意して、ちひろさんにやり過ぎです。経費で落とせませんよその量はと言われ落ち込んでいました。また、フレデリカさんのように咄嗟のアドリブが出来るように、どういう状況になったらどういう事をすればいいのかを３人で考えました。フレデリカさんといえば、私のデビューを知ったカプリスエスパーオトメのみなさんと茄子さんが、小さなお祝いパーティーを開いてくれました。みなさんの祝福が温かくて、幸せで、ちょっと泣いてしまいました。その席で、茄子さんも私の後にデビューが決まったと教えてくれました。負けませんよ、ほたるちゃん♪と言う茄子さんに、私も負けませんっと返しました。ほぼ同時期のデビューという事もありますし、茄子さんとはこれからは、一緒に頑張るライバルです。……そうして、色々なやる事に追われ、目も回るような忙しさで瞬く間に１ヵ月が過ぎました。多分……ですけど、人生で一番充実していた１ヵ月だったと思います。素晴らしい友達が祝福してくれて、カッコいいトレーナーさんが厳しくも頼もしく指導してくれて、優しいプロデューサーさんとちひろさんが私を支えてくれました。その人たちの為にも、もう私は自分自身を私なんかと卑下するのは辞めにしようと決めました。謙虚もつつましさもむやみに過剰なら卑屈だとプロデューサーさんも言っていましたし、何より私を認めてくれた人たちに失礼になると思います。だからこのミニライブを成功させて、私はもっと自分に自信を持ったアイドルになろうと決心しました。いよいよミニライブ当日になりました。リハーサルも無事に終わり、もうすぐ開演です。プロデューサーさんはもちろん、今日はちひろさんも応援に来てくれています
ちひろ,いよいよ本番ですね……準備は大丈夫ですか、ほたるちゃん
ほたる,はい。バッチリ……です
ちひろ,そうですか……それなら良かったです
ほたる,……本当の事を言うと、ちょっとだけ……不安と緊張はあるんですけどね
Ｐ,……不安は多いが進むべきだ、情熱一つで何でも出来るはずさ
ちひろ,いや、明らかにほたるちゃんよりあなたの方が不安を抱えてません？体の震えが大変な事になってますよ？
ほたる,確かに……プロデューサーさんもやっぱり不安なんですね
Ｐ,……そうだよ、大丈夫、大丈夫、みんな同じだよ
ほたる,ふふ、そうですね。……私にはプロデューサーさんとちひろさんがいてくれますもんね
ちひろ,ええ、その通りですよほたるちゃん！何か問題が起こっても私たちがなんとかするので安心してて下さいね！
ほたる,ありがとうございます、ちひろさん
Ｐ,死ぬ気で頑張れ、死なない為に
ほたる,はい、頑張ってきますっ。遂に開演時刻となり、私はマイクを手に、プロデューサーさんとちひろさんに見送られ、舞台に立ちました。今日が始まりの無名の新人のお披露目のミニライブ、という事で、ライブハウスは１００人が入れるかどうかという小さなハコでした。お客さんも沢山来てくれていますが、超満員とはいえない状況で、当然フレデリカさんたちとは比べ物にならないくらいの小規模です。……それでも、この舞台は私の為にあるものです。今ここにいる人たちは私の為に集まってくれた人たちなんだ、と思うとそれだけで胸がいっぱいです。はっ、初めまして……！白菊ほたるといいます……！。声が震えないように、少し力を入れすぎたのかもしれません。マイクのハウリングがキーンと響きます。あ、ご、ごめんなさい、ちょっと力が入り過ぎちゃったみたいです。私がそう言うと、お客さんから声援を送られました。あ、ありがとうございますっ。今までよりずっと近い位置で応援の言葉をかけられる……それがものすごく嬉しくて、力を貰えたような気がしました。えと、今日は、私の為に集まって頂いて、本当にありがとうございます。お披露目のミニライブ……なので、すごく短い時間になってしまうとは思います……けど。ここに来てよかった、アイドル白菊ほたるのライブを見れて幸せだった。そう、みなさんに思ってもらえるように、精いっぱい頑張りますっ。あ、ありがとうございますっ。それじゃあ早速……ですが、曲……？……れ……？。と、そこでスピーカーからの声が途切れ途切れになってしまいました
Ｐ,……？
ちひろ,あ、あれ、もしかしてマイクの……というか音響の不調ですか！？
Ｐ,……！
ちひろ,プロデューサーさん、どうしま――って早っ！？。私が聞くより早く、予めカーバッテリーから電源を取っていたマイクとアンプを持って、プロデューサーさんは舞台に飛び出していきました
音響スタッフ,す、すいません、ＣＧプロの方！突然スピーカーがウンともスンとも言わなくなって……！。原因を探ってるんですけどちょっと時間がかかりそうなんですが、いったんアイドルの方には下がってもらいますか！？
ちひろ,あ、あー……いえ、多分大丈夫……だと思います、はい
音響スタッフ,え……？
ちひろ,ウチのプロデューサーさんがなんとかしてくれると思いますので
音響スタッフ,ほ、本当ですか！？
ちひろ,はい。……ただ、この件に関しては、後日プロダクションからクレームを入れさせて頂きますね♪
ほたる,スピーカーの不調か何か、でしょうか。やっぱり私にはこういうアクシデントがいつも付きまとうんだと思いました。こんな疫病神みたいな人間がアイドルをやろうなんておこがましい、大人しく暗闇の中で生きていろ、とでも誰かは言うんでしょうか。なら私はその人に謝らないといけません。暗闇と生涯暮らすには、私はもう沢山知りすぎました
Ｐ,…………
ほたる,ありがとうございます……プロデューサーさん。舞台袖から駆けつけてくれたプロデューサーさんから、替えのマイクを受け取ります。フレデリカさんたちが教えてくれました。問題が起こるなら対策をすればいいって
Ｐ,……今すぐ何かを伝えなくちゃ、それなら僕は歌を歌うよ
ほたる,はい、私も歌います。ギター……弾いてください。茄子さんも言ってくれました。私の不幸は誰かを幸せにするものだって
Ｐ,…………
ちひろ,…………
ほたる,プロデューサーさんは頷いて舞台袖に戻っていきます。その先には笑顔のちひろさんが、パイプ椅子とアコースティックギターとアンプに繋いだマイクをセットして待っていました。プロデューサーさんはちひろさんからギターを受け取ると、椅子に腰かけ、マイクをギターのサウンドホールの前に固定しました。……みなさん、驚かせてすみませんでした。私……急に物が壊れたりとか、昔から結構こういう事が多くて……不幸な方でした。そんな私でも誰かを幸せにしたいって、そう思って、アイドルを目指しました。そして、色んな人に支えられて、アイドルデビューという奇跡に……幸運に出会えました。もしかしたら、ライブでまたこうやってみなさんに迷惑をかける事があるかもしれません。こんな私でも……応援……してくれますか……？。……ありがとうございますっ。ご覧のように、今日はライブハウスのスピーカーが駄目になっちゃったみたいです。……音源も使えなくなっちゃったので……今度発売するデビューシングルの歌は歌えません。なので……今日、ここでしか歌わない歌を歌います。聞いてください。未来づくり。舞台袖へ視線を送ると、プロデューサーさんは一つ頷いてからギターを奏で始めました。出会った時からずっと聞いてきた安心する音色です。それに合わせて、私は歌います。ライブは無事に終わりました。プロデューサーさんのギターに合わせて、３曲を歌い終わると、お客さんからは大きな拍手が上がりました。それにお礼を言うと、ずっと応援するよ今日のライブは忘れないというような言葉を貰いました。それが嬉しくて嬉しくて。舞台袖に引き上げた時、笑顔で迎え入れてくれたプロデューサーさんとちひろさんを見ると、堰を切ったように嬉し涙が零れました。私の初めてのミニライブが終わり、デビューシングルが発売してから数か月が経ちました。白菊ほたるのアイドルとしての人気は、ちょっとずつではありますが右肩上がりで推移していっています。私より少し遅れてデビューした茄子さんは、持ち前の幸運に加えお茶目な性格が人気を博し、私よりも２段３段上の人気を誇っています。フレデリカさんたちも順調に人気を伸ばしていっています。アイドルとして私は水をあけられていますが、焦りはありません。私を応援してくれている人がいる。それだけでもすごく幸せな事です。私は私のペースで、しっかりコツコツ頑張っていこうと決めています。おはようございます
ちひろ,あ、おはようございます、ほたるちゃん
Ｐ,……自分以外皆死ね
ほたる,火曜日の昼下がり、事務所にやってくると、プロデューサーさんがいつにも増して落ち込んでいました。……どうしたんですか、プロデューサーさん……？
ちひろ,ああ……ほら、昨日あの人、宮城に出張に行ってたじゃないですか
ほたる,はい……確かダイニのプロデューサーさんが担当アイドルの手によって仙台まで拉致されたとかなんとかっていう……
ちひろ,ええ、その件で。それで、ほたるちゃんも軌道に乗ってきたんですから、ついでにそろそろ２人目でもスカウトして来てくださいって言ったんですよ
ほたる,それが失敗したから……じゃないですよね、あの落ち込みようは
ちひろ,いえね、普通にやってもダメなんだから、ほたるちゃんの時みたく公園でギターでも弾いてみればいいんじゃないですかってアドバイスしまして。そうしたらあっさりスカウトに成功したみたいで……
ほたる,ああ……今までの自分を否定された気持ちになって落ち込んでるんですね……
ちひろ,ええ、その通りです。ほたるちゃんもすっかりあの人の思考パターンが分かるようになっちゃいましたね……
ほたる,そうですか？そうだと……えへへ、ちょっと嬉しいです
ちひろ,嬉しがっちゃだめですよー。あの人を甘やかすとすーぐ事務所にギターが増えるんだから……
Ｐ,傷付いたなんて言わないぜけど痛くないわけじゃないよ。優しい人なんていないぜ武装解除しただけ空洞空洞
ちひろ,はいはい、とっととプロデューサーさんもそのギターを武装解除してください。うるさいので
Ｐ,…………
ほたる,ちひろさんにうるさいと切って捨てられて、プロデューサーさんは肩を落としながらギターを片付けました。……よく見ると、事務所に置いてあるギターが昨日より１本増えています。多分ちひろさんが許可したんでしょう。なんだかんだ言ってプロデューサーさんに優しいちひろさん……やっぱり……
ちひろ,……ほたるちゃん？
ほたる,い、いえ、何でもないです。優しいちひろさん、私は好きだなって思っただけです……
ちひろ,あら、泣かせる事を言ってくれますね、ほたるちゃんは……。あ、そうだ。それで、さっきのプロデューサーさんがスカウトした子なんですけど、今日事務所に来る事になってるんです。本日は簡単な顔合わせだけですけど、先輩として、しっかり面倒見てあげてくださいね
ほたる,は、はいっ。……それで、何時くらいにいらっしゃるんですか、その方は？
ちひろ,多分もうそろそろだと思いますけど……あら、外線かしら
ほたる,固定電話のベルが鳴り、ちひろさんはそれを手に取って応対を始めました。プロデューサーさんは自分のデスクで事務仕事に手を付け始めました。私は……。先輩……私が先輩……ですか。ちひろさんに言われた事を呟くと、今までにない気持ちが自分の中に芽生えました。このプロダクションに来てから私は支えられてばかりです。だから、今度は私が誰かを支えて助けるんだ。新人の子にとって頼りがいのある優しい先輩になろうと決心しました。と、事務所の扉をノックする音が聞こえました。きっと新しいアイドルの子……だと思います。ちひろさんはまだ外線対応中、プロデューサーさんは難しい顔でパソコンと睨めっこしています。ここは私が応対するべきでしょう……先輩として。先輩という言葉の響きに心地いいむず痒さを感じながら、私は扉の方へ向かいました。擦りガラスの向こうには背の小さな影が見えます。きっとあの時の私のように、その影の主は大きな不安を胸中に抱えているでしょう。だからこそ、私は私に出来る最大限の笑顔で対応しますっ。そう思って、事務所の扉を開きました。はいっ、お待ちしておりましたっ。私より小さな背丈の女の子。その子に対して、私はきっと、とても幸せな笑顔を浮かべる事が出来たと思います
