高嶋友奈,昔、友達にひどいことを言ってしまった
千景,……ええ、奇遇ね。結城さんは珍しく一人のようだけれど？。結城さんは東郷さんの家の隣と言うこともあって、基本二人は送迎車での帰宅となる。だからこうして、一人帰宅の途を行く結城さんは非常に稀な姿だった
友奈,そうなんだよね。今日は東郷さん、ちょっと用事があるらしくて先に帰っちゃったんだ。千景ちゃんも銀ちゃんもお休みだったから、勇者部がちょっと寂しかったかな……なんて
千景,それは……申し訳ないことをしてしまったわ。そして、重なる時は重なるものなのね。全員が故意であることは知っていたが、まさか本当のことを結城さんに言えるはずもない
友奈,だね。でも、こうしてぐんちゃんと会えたから私は元気いっぱいになったよ！──あ、そうだ！ぐんちゃん、これから私の家に来ない？旅行の時に言っていたマンガもあるよ？
千景,ええ！行くわ！
友奈,わーい、やったー！
千景,……反射的に答えてしまったけれど、よくよく考えれば夕食に近い時間帯だった。迷惑になると思いつつも結城さんの嬉しそうな表情を見てしまったら、結局何も言えなくなってしまうのが私なのよね……。ここが……結城さんの部屋……。凄い！この空間全てに結城さんを感じるわ！
友奈,散らかっててごめんね。──ええと、この辺りにあるのがマサオさんだよ
千景,本棚の一角には旅館に置かれていた漫画と同じシリーズが並んでいた。いいえ、とても綺麗な部屋だと思うわ。……ただ、結城さんがこう言った本を持っているのは少し意外ね
友奈,あはは。私もどっちかと言えば少女漫画を読むほうなんだけど、お父さんからいっぱい貰っちゃったんだよね。でもでも！読むととっても面白いんだよ！
千景,……。……お父さんから譲り受けた本だったのね。色々と納得したわ。結城さんの性格を考えれば不自然なラインナップであると、慰安旅行の時から思ってはいた。しかし、そう言った理由であれば理解は出来る。そして、西暦時代の書籍をここまで忠実に復刻し、世間に浸透している光景が改めて目の前にあった。それに鑑みると、確かに乃木園子の言った通り"わすゆ"がこの世界で執筆されていないことは間違いないだろう。……乃木園子の名前を出してしまったことで、結城さんの部屋に居る喜びが霧散していくのをありありと感じた。彼女の目的はある程度かみ砕けたし、私自身も手段を選ばない性質であることは否定しない。けれど、私たちの思惑の過程で私たち以外の……勇者部の皆は傷つき、実際、風先輩にあんな顔をさせてしまったのは紛れもなく──
友奈,勇者部五ヶ条！！ひとおお～つ！
千景,！？
友奈,あ、ごめんね。思ったより声が出ちゃった。──でも、ぐんちゃん。悩んだら相談、だよ？さっき会った時からずっとぐんちゃんは何かに悩んでいたよね？
千景,……結城さんに見透かされていた、いえ、今の私が分かりやす過ぎるのかもしれないわね。自覚して、自身がこれほどまで何に引っ掛かりを覚えていたのかを、理解してしまう。だから。……結城さんには敵わないわ
友奈,うん……。もし良ければだけど、私にぐんちゃんの悩み事を聞かせてもらえるかな？
千景,躊躇はあったけれど、結城さんの言葉があまりにも優しくて、結局私は。……お言葉に甘えさせてもらおうかしら。面白くない話になるとは思うのだけれど──。──それであの時、犬吠埼姉にもう少しかけてあげられる言葉があったかもしれない、と思ってしまったのよ
友奈,……そっか。落ち込んでいた風先輩が笑顔を作っちゃったから、ぐんちゃんは何も言葉をかけられなかったんだね
千景,大分ぼかしてはあったけれど、朝の一幕を結城さんへと伝えることが出来ていた。私自身、何故その程度のことをここまで気に掛けてしまうのか不思議ではあるのよ。でも……どうにも、犬吠埼姉のあの見せかけの笑顔が、頭から離れないのよ……
友奈,……風先輩の笑顔はいつもひまわりみたいだからね、私もそんな姿を見ちゃえば絶対気にしてしまうと思うよ。……ねぇ、ぐんちゃん。もしかしてだけど
千景,珍しく、探るように結城さんが上目遣いを私に投げかけてくる。次に出てきた言葉はある意味想定していたもので──
友奈,昨日の、ぐんちゃんたちが前の勇者の方から聞いたお話が、今の話の原因だよね？
千景,……結城さんは知っていたのね。情報元は東郷さん？
友奈,……うん。昨日、東郷さんが教えてくれたんだ。先代勇者のこと……満開の代償のこと、を
千景,……なるほど合点がいったわ。東郷さんの朝の意味深な無言はそう言うことだったのね。東郷さんの性格を考えれば当然の話ね。むしろ結城さんに相談出来るだけまだ余裕があったとも言えるわ。……それで、結城さんはその、平気なの？大分ショッキングな話だったと思うのだけれど。結城さんと視線が真っすぐに交差する。真摯で迷いのない美しい瞳だった
友奈,正直、驚きはしたよ。だけど、私の分まで東郷さんが悲しんでくれたから、私は案外大丈夫だったんだ。それに、銀ちゃんが何とかするって言ってくれたらしいし、私も何か出来ないか一生懸命調べてみるつもり……で結局何もできていないんだけどね
千景,……結城さんも強いわね。三ノ輪さんにも同じ感想を抱いたが、勇者部のメンバーは本当に心が強い。それが真の勇者たる資質なのかもしれない
友奈,私は何も強くないよ。皆が居るから、私の傍には勇者部の皆が居てくれるから、私は前を向くことができる。……ただそれだけなんだ
千景,……それが強いと言うことなのよ。あえて聞こえないように、私は微かに呟いていた
友奈,色々と脱線しちゃったね。風先輩にかけてあげられる言葉が何かあったかもしれない、だったよね？
千景,……結局、こうやって静観しているのが正解だったのでしょうね
友奈,……うん。風先輩にかえって気を遣わせてしまうことはどうしても考えちゃうよね。……言葉とか関係なく、ぐんちゃんは風先輩に何かしてあげたいことってある？
千景,犬吠埼姉にしてあげたいこと……？
友奈,多分ぐんちゃんが悩んじゃったのは、ぐんちゃんにできることが他にあったのに、それをすることができなかったからだと思うんだ。だから、ぐんちゃんが風先輩にしてあげたいことをすれば、きっと解決するんじゃないかなって……上手く言えないけど、そういうことだと私は思うよ
千景,私が風先輩に出来るはずだったこと……。結城さんの言葉を自分の中でゆっくりかみ砕いていく。すると、容易にその答えへと辿り着いていた。……結局の話、私は最初からその答えを知っていて、ずっと見ない振りをしていたに過ぎなかったのだろう。……。結城さん。あなたのおかげで答えは得たわ。……ありがとう
友奈,うん。ぐんちゃんの顔が少しだけ晴れやかになってくれて嬉しいよ。……でも、今出た答えで少し困っているように見えるけど……そこまで聞いちゃいけないよね？
千景,……結城さんにだったら教えても良いのだけれど、これは私自身で解決すべき問題だとも思うのよ
友奈,そっかぁ。……それじゃあ、もしまた悩んじゃったらその時に聞かせてね
千景,……ええ、必ず。結城さんとの約束も高嶋さんとのそれと同じように必ず果たそう、そう心に誓った
友奈,勇者部の五箇条はほんとに凄いよね？私たちの人生に必要なものが全部そろっていると言っても過言じゃな……っ！
千景,結城さん！？。私自身の答えが出た頃、結城さんが唐突に頭を押さえていた
友奈,あ、ううん、だ、大丈夫だから
千景,も、もしかして、頭が痛むの……？。思い浮かぶのは母の姿。どちらの郡千景の記憶かは最早分からないが、それは自分自身認めたくない、いわゆるトラウマと呼ばれるものを刺激した。だから、心が酷くざわつき始める
友奈,……うん。でも、本当に大丈夫だから。多分偏頭痛ってやつなのかな？
千景,今すぐ！今すぐ病院に行きましょう！！
友奈,えぇ！？お、大袈裟だよ……？
千景,いえ、頭の不調は大病の合図よ。事態は一刻も争うわ！。母は空を見上げるだけで狂乱するようになった。もし、結城さんもそうなったら──！？
友奈,え、ええとね、ぐんちゃん……？
千景,救急車、そう、救急車を呼ばなくちゃいけないのよ！
友奈,わー！落ち着こ！ねっ、ぐんちゃん！あー！電話するのはほんとにやめてー！。うぅ、ごめんね。一旦これだけ預かるから
千景,あ……！。……結城さんにスマホを取られてしまった。……そして、私は幾分落ち着きを取り戻していた。──自分が狂乱してしまってどうするのよ、郡千景……
友奈,あ、ぐんちゃん、落ち込まないで！私のことを考えてくれたんだよね？
千景,……
友奈,その気持ちは嬉しかったよ。でも、本当にただの頭痛だからね
千景,そう言われても私の不安はどうにも消えてくれない。見かねたのか結城さんは、先ほどの言葉を補足するのように静かな声で
友奈,……実を言うと私ね、少しでも寝不足になると昔から頭痛になりやすいんだ
千景,……寝不足？。その理由はありふれたもの。だからこそ、そんな単純な理由を結城さんに当てはめると言う発想を、今の今まで持つことが出来なかった
友奈,うん。……実は、昨日東郷さんから満開の真相を教えてもらってから、ええとね……その、ほとんど眠ることができなかったようで……
千景,結城さんの様子で、寝不足が頭痛の理由であるとようやく得心に至る。……重い荷物を下ろしたかのような疲労感だけが私の中に残り、それは安心と言う感情を私の中に生んだ。そう、だったのね……。考えてみれば当然のことで結城さんも十三歳の少女なのだ、あれだけ酷な話を聞いて安眠できるほうが異常と言える。ほぼ部外者である私でさえ昨日の寝つきは良くなかったのだから
友奈,でも、何でかな、隣にぐんちゃんが居てくれると……ちょっと眠くなってきたかも
千景,結城さんが私の右肩に頭を預けてくる。……ふふっ、東郷さんに怒られるわね、私
友奈,……東郷さんは優しいから大丈夫だよ。……でも、本当に……ぐんちゃんの隣って……落ち着く、なぁ……
千景,ほとんど時間もおかずに寝息がすぐ傍で聞こえ出す。──思いがけず訪れた幸福に、私はそのまま身をゆだね、束の間の穏やかな時間を過ごしていった
友奈,……
千景,あら、遅かったわね？
風,あ、ごめん。樹が中々起きなくてね
千景,そう言えば樹さんのお姉さんだったわね、あなた。あまりにも樹さんが可愛らしいから忘れていたわ
風,樹が可愛いのは仕方ないけど一応言っておくわ、それってどういう意味よ！？女子力の申し子と呼ばれたアタシが可愛くないと！？それと、アタシのこと毎回犬吠埼姉って呼んでいるでしょうがッ！
千景,今日は平常運転のようで何よりだわ
風,……その、昨日は迷惑かけたわね。あの後、大赦に連絡をとったらさ、やっぱりアタシたちの身体は治るって言われたわ。まったく……何かの間違いで情報が錯綜して困ったものよね
千景,……。……そう
風,それで今日呼び出した用事って何？はっ！もしかして、アタシのことを気遣ってくれていたとか！
千景,その通りよ
風,なーんてことあるわけ……あったし！？え、ほんとに？千景ってば、熱があるとか言わないわよね……？
千景,随分と失礼な犬ね
風,遂に吠埼姉まで無くなったわよ！？……いや、ごめん。まさか千景がそう素直に答えてくれるとは思っていなかったからさ
千景,心が鬼の霍乱になってしまっただけよ。でも、その様子なら杞憂だったようね
風,鬼のカクランってどう言う意味だっけ？あ、わざわざスマホで調べてくれたの？って！心の病気になったからアタシを心配したってどういうことよ！？
千景,健常であなたを心配する道理があるはずないでしょう？
風,さも当然だという感じで言わないで！アタシの心がそれこそ病むから！
千景,冗談はほどほどにするとして、あなたはそれで納得しているの？
風,……正直なところ、気持ちは半々よ。実際に千景たちは先代勇者の姿を見てしまっているわけだし。でも、大赦は治るって答えてくれた。後は、どちらを信じるかの話よね
千景,そう言って、風先輩は空を見上げる。昨日とは打って変わっての快晴だった
風,──で、アタシは大赦を信じることにしたのよ。……両親が亡くなってから生活の面倒を見てくれたのは大赦だった。大赦がなければアタシも樹も路頭に迷っているところだったのよね……。千景たちの話も信じているけど、今その大赦を信じなければ、ここまでの全てが、アタシの中の前提が、きっと崩れてしまうと思うから──それは絶対に駄目なのよ
千景,……この段階で彼女はある程度察していたと言うことね。けれど、風先輩の事情が自分自身に認めることを許してくれないのだろうと予想がついた。……あなたの結論に私が口出し出来ることはないわ。ただ一つだけ、いえ、二つ言葉をかけるとしたら──
風,……何だかその言い回しも懐かしいわね。あんたと初めて話した時もそう言っていたことを覚えているわ
千景,あれから一ヶ月。私は少々この世界に長居をし過ぎてしまったらしい。だから、こうしてらしくないことを行っている。一つは、あなたの信じる道を進みなさい、と言うこと
風,……ありがと。千景にそう言ってもらえると心強いわ
千景,例え、あなたが誤った道に進んだとしても、あなたの仲間が、勇者部の皆があなたを正してくれると思うわ
風,……それも肝に銘じておく。当然、千景もアタシを正しい道に戻してくれるのでしょう？
千景,……ノーコメントよ
風,そこはうんとかええとか言っておきなさいよ！そう言う場面でしょ！？
千景,そして、二つ目は──
風,あ、無視して普通に続けるのね。あんたらしいと言えばらしいけど
千景,──私の正体は未来からやって来た未来人よ。あなたが悩みに悩んだ時だけ、助言を与えてあげなくはないわ
風,は……？。──えぇっ！？あ、あんたいきなり何言ってんの！？……その、頭大丈夫？
千景,あなたに頭を心配をされる日が来るとはね。煉獄に落ちてしまえば良いのに！
風,確かに今のはアタシが悪い部分もあったけど、流石にそう聞くしかないでしょ……。ええと……今の言葉って普通に冗談よね？
千景,煉獄に落ちてしまえば良いと本気で思っているわ
風,そっちじゃないわよ！って、それはそれでやめてー！
千景,……あなたね、私が冗談で未来から来たと申告するとでも思っているの？
風,いや、まぁそれはそうなんだけどね。いくらなんでも信じられないっていうか……
千景,……近いうちに樹さんの担任にあなたは一つ相談、と言うよりは報告を受けることになると思うわ
風,……もしかして、予知ってやつなの？
千景,万能ではないけれど、限定的になら未来を言い当てることが私には出来るのよ
風,……ちょっと待って。もしそれが本当だとしたら、樹が何か悪いことをするってことなの？いやいや！あの子はそんな子じゃないわよ！
千景,そう言った類の話ではないわ。あなたにも樹さんにも非のないことが原因よ
風,よく分からないけど……それなら、良いのかしら……？
千景,未来から来たことの真偽に関してはそれから判断してもらって構わないわ
風,……ええとさ、もしかしてだけど、要はアタシが困った時、相談に乗ってくれるって話をしてくれているのよね？
千景,解釈はあなたに任せるわ。私が伝えたかったことは以上よ。さっさと帰りなさい
風,いや、同じ教室でしょ！？……でも、千景が未来から来たって言われると──。ううん、ごめん、やっぱり保留で。その樹の担任からの話があった時にもう一度考えてみるわ
千景,それで良いと言っているでしょう？あと、当然の話だけれど、他言無用よ
風,誰も信じないでしょ、こんな話……。いや、銀なら信じるか。あの子、変に男子っぽいノリな時あるし──って、無言で一人立ち去らないでよ！
千景,ごめんなさい、そろそろホームルームが始まるから自分の教室まで戻らないといけないの
風,だから、同じ教室でしょう！？
千景,……さて、これが現状の私に出来る精一杯ね。──こう言うことで良いのよね、結城さん？。表面上は何事もない一日が終わろうとしている。……二日連続で欠席するわけにもいかないと思い勇者部にまで顔を出したのが失敗だったわね。実質一日を無為にしてしまった形となる
銀,いやー、町内会のおばちゃんたちが作ってくれた夕飯美味しかったですねー
千景,いつものように三ノ輪さんが私の部屋でゲームのコントローラーを握っている。プレイしているわけでないため、モニターではデモ画面のループが続いていた。三ノ輪さんなりに現状を鑑みてくれているのだろう。あの年代の女性は何故あそこまでパワフルなのかしら……。自称女子力の塊でさえ断ることが出来ていなかったわよ
銀,おばちゃんってそういうものッスよ。ボランティアはお礼を求めてするものじゃないのは分かっていますけど、やっぱりたまにはこういう役得があっても良いですよね
千景,おかげさまで上里家へ行く時間がなくなってしまったのだけれどね
銀,あー、だから少し機嫌が悪かったんですね？
千景,東郷美森の性格を考えるのであれば、明日からの祝日を利用しないと言う選択肢は存在しないわ
銀,……その、本当に東郷さんは、じ、自殺を……何度も試したりするんですか？
千景,実際にアニメで描写もされていたし、私が接してきた彼女の実像とも合致している行動よ。アレは裏付けをとらなければ気が済まない厄介な性格をしていることはあなたも承知しているでしょう？
銀,……須美もそうですけど、要するに真面目が過ぎるんですよね……
千景,真面目という言葉は定義が広いせいで物事を曖昧にするわ。東郷美森の場合、自分の中の価値観に強く束縛されている、つまりは自己ルールを曲げることが出来ない人間であると言うのが適当ね
銀,自己ルールって、横断歩道の白いところしか渡っちゃいけない的なアレですか？
千景,ええ、それが常態化したようなものよ。朝は六時に目を覚ます、玄関の施錠後には必ず三度ドアノブを回す、テストを受ける時には一度消しゴムに左手を触れさせてから回答用紙をめくる。究極的には食事前のいただきますのような常識的な事柄さえ一種の自己ルールよ
銀,なんか分かるようなものと分からないものが半々ですけど……あ、そうか！自分でルールを決められるから本当に何であっても良いのか！
千景,そう言うことよ。"勇者が死ねないと言うことを何があっても確かめなければならない"と言う自己ルールを東郷美森は設けた。遵守するためにあらゆる手段を用いるのが彼女の性格なら、自身の中で最も価値の低いであろう自分の命をファーストチョイスにするのは当然の結論ね
銀,……自分が犠牲になるんだったら許せる。だけど、親しい人が犠牲になるのは絶対に許せない。……そう言うことなんでしょうけど、アタシは東郷さんのその考え方を認めたくないです
千景,勇者部にも二通りの人間が居るわ。程度の差はあれ東郷さんのように自己犠牲をいとわないタイプと、自分を含めた全てを救おうとするタイプ。そして、後者に当たるのが三ノ輪さんと樹さんの二人だけと私見しているわ。……もっとも東郷さんの価値観から今の話に至るまで全てが私の妄言かもしれないけれどね
銀,──いえ、多分全部当たっていると思います。だって、小説の中の三ノ輪銀は園子も須美も弟たちも、アタシ自身も救うために戦い抜いたんですから
千景,……ええ、その点に関してだけは間違いようのない事実でしょうね。私もその勇士は小説で確認済みだった
銀,結局、東郷さんの自殺未遂を止めることは……しちゃ駄目なんですよね？
千景,捧げた供物がそのままで良いのなら一考は出来るけれど、結城さんの味覚をそのままにしておくことはあり得ない話よ。……それに、こう見えてハッピーエンドが好きなのよ、私
銀,アタシも好きですよハッピーエンド！……じゃあ、どんなに止めたくても知らない振りをしておくしかないんですね……
千景,ええ。どうしても東郷美森の行動はこの先の未来に必要なのよ。幾度もあらゆる道筋をシミュレートしてみた。けれど、どの道を選択したとしても東郷美森の行動は外せない。結局のところ、ゆゆゆの物語は結城さんを主人公としていながら東郷さんの選択なしには結末へとたどり着けないのだから、実質彼女が影の主人公と言えるのかもしれない。鑑みると、明日に複数回の自殺未遂実験とその分析、明後日に犬吠埼姉たちを呼んでの実験結果報告と見ることが出来るわ。当然、歴史は変わってきているのだから過信は出来ないけれど、時間の強制力と言えば良いのかしら、そう言ったものが働いているのか、ゆゆゆで起こった現状ほぼ全てのイベントが発生していることは間違いない。だから、史実に沿った計画とイレギュラーに対応する二案での行動を昨日提唱したのよ
銀,……正直、アタシが必要かな？って思うくらいに千景さんも園子も色々考えてくれていて……ほんとアタシって何なんだろう？
千景,三ノ輪さんは三ノ輪さんよ。私たちの計画に重要な人物であり、歴史が変わったことを証明する生き証人でもある。……それと、私の、その……友人、でしょう？
銀,！。も、もう！嬉しいことを言ってくるですから！──アタシにとっても千景さんは大切な友達です。尊敬している先輩でもありますよ
千景,……っ……。わ、私を殺したいでしょう！
銀,顔を真っ赤にしながら何言っているんスか！？
千景,……こほん。では、計画のおさらいをしていきましょうか
銀,そ、そうですね。アタシもちょっと照れ臭かったですし
千景,……まず明朝、私は単身上里家へ向かい──。三ノ輪さんとこれからについての最終確認を行っていく。やり取りは深夜を回り、はやる気持ちを抑えつつ束の間の就寝へと就く──そして、訪れるのは明朝、その日は遂にやってくる。……ここまであっさり通されると、拍子抜けを通り越して罠でもあるのではないかと警戒してしまうわね。午前の早い時間、上里家へと訪れた私は鷲尾須美は勇者であるの小説をこの家の者に渡していた。いくつかの交渉を覚悟していたけれど、彼女は恭しく小説を受け取り、こうして上里家秘蔵の書庫へと真っすぐ通してくれた。……上里ひなた似の女性の様子から、生前の知人が何か言い残したことは明らかであり、私の知る上里さんらしいとも思ってしまう。……。そう、先日勇者服姿になったのが悪かったのか、今日に至っては乃木さんたちと行った模擬演習の記憶すら私は所有していた。他方で小学校以前の記憶もあちらの郡千景の記憶に全てすり替わってしまっているようだった。……もう私には猶予がないと言うことだろう。でも、させないわよ、郡千景。高嶋さんの記憶だけは、あなたに絶対に渡したりなんかしない！。発声し、私は決意を再び胸に宿す。──閑話休題、手早く目的のものを探し出してしまおう。屋敷の中の書庫だけあって広く蔵書も多いが、反面整頓は為されていて、家の者から聞いた情報があれば目的に辿り着くことは容易だった。だから、本棚の左上から本を数冊抜き出し、出てきた背面の平板を右へスライドする。……隠し扉の向こうには御記と呼ぶにふさわしい冊子が三冊収められていた。……なるほど、そう言うこと。三冊の中の一冊、そこには綺麗な楷書で勇者郡千景様と書かれていた。この状況を予測していたのだろうか？……など色々思うところはあったが、表紙をめくり躊躇なく中に目を通していった。西暦の終わり、人の中に神器を扱える者が現れました。彼女たちはその力を用いてバーテックスと戦い、今の世の中の礎を築いたのです。人々は神器に選ばれた少女たちを"勇者"と呼び称えました。初代勇者の数は五名。大赦に残される書物には四名とかしか書かれていないでしょうが、確かにもう一人の勇者が居たのです。彼女の名前は──郡千景。私たちの友人であり、他の勇者たちと戦い抜き世界を守った紛うことなき英雄。しかし、大赦はその独断で歴史から彼女を抹消してしまいました。人に刃を向けようとしたこと、それは確かに人々が思い描く勇者とは乖離してしまうのかもしれません。ですが、我ら人が、その罪が、彼女を凶刃へと駆り立てたことも間違いようのない事実です。周囲の人が彼女を追い詰め、大赦もまた、精霊使用による穢れの累積を認識するところまでたどり着いていても尚、我々が生き残るために、勇者たちへは精霊使用の厳禁を言い渡すことはありませんでした。人の心の醜さが、被害者であるはずの彼女を歴史から抹消してしまったのです。大赦に席を置く身で言えることではありませんが、彼女を決して忘れないために、それ以上に友として、私は彼女に関する記述をこうして残すこととしました。上里の子孫は永延、郡千景が確かに居た証を守り抜くよう厳命とします。──千景ちゃん、これくらいしかできない私を、叶うことなら許してください。……。思うことがなかったかと言えば嘘になる。けれど、今の私に必要な情報であるかと問われればそれも否。几帳面な字でびっしりと書かれているため、最初の数ページを読んだだけで疲労と、それなりの時間が経過していた。……必要な部分だけ読みこんで、後は流し読みが最善のようね。改めて続きを読んでいく。先ほどのペースでは本日の夜に至っても三冊の読了に至らないだろう。本当に必要な情報だけを精査しながら目と手を動かしていった。ふと、ある記述を見つけ手が止まる。──玉藻前とは、随分大層な名前ね。一冊目の御記の中ほど、大赦の保有する三大精霊、三大妖怪に関する記述があった。乃木家が保有する大天狗、この世界の高嶋さんが使用したとされる酒呑童子、──そして、郡千景に実装されて結局使われることのなかった玉藻前。玉藻前、要するに九尾の狐ね。その知名度、妖怪としての格の高さから、相当に強力な精霊だったことは容易に想像がつく。……正直、私の帰還に一切関係しない情報ではあるが、頭の中に念のため留めておこう。なにぶん、現状の七人御先ではバーテックスとまともに戦うことすら難しいのだから。けれど、あの手甲が精霊の集合体で郡千景の記憶を持つものなら、七人御先と言う精霊はおそらく──。着信？……三ノ輪さんからね。千景よ。動きがあったの？。……予想よりも一日早いわね。大方三ノ輪さんの不幸体質で見つかったと言う理由なのでしょうけれど、東郷家への事前配置がアダとなったわね……。状況は飲み込めたわ。三ノ輪さんはこのまま史実通り物語を進めなさい。私もすぐに上里家から出て次の計画へ進むわ。正直口惜しいことがあることは確かだけれど、臨機応変に対応するしかない場面よ。私が呼ばれていない理由も想像は出来るから、その辺は気にしなくて良いわ。ええ、お願いするわね。通話を切り、早速行動を開始する。全然読み進められていないが、物語は動いてしまい、ゆゆゆで言う第十話から最終話までの局面が一斉に押し寄せてくることは必至。最早贅沢は言っていられない状況だった
風,……ごめん、いきなり呼び出したりなんかして
千景,昨日、私もあなたを呼び出したのだからお相子と言うものよ。それでどう言った用件なのかしら？。上里家を出て目的地へ向かう途中、風先輩からの着信があった。最初は不在着信も考えたが、結局通話を取り、こうして自室で顔を向かい合わせる流れとなっている
風,……アタシ……もう、どうしたらいいのか……
千景,彼女は酷い顔をしていた。今にも泣きわめきそうな赤子のような顔。それを辛うじて理性が抑えていると言った様子だ。……何があったの？。当然、先ほどの三ノ輪さんからの連絡で理由は察している。けれど、こんな惨状の人に非情な言葉を掛けられるほど私はまだまだ……非情にはなりきれていないようだった
風,……満開の、後遺症は……治らない……だって！勇者は死ねなかった！先代勇者の話は本当だったんだッ！！
千景,落ち着きなさい！──と言っても難しいようね。自販機でミルクティーを買ってきているのよ、ひとまず一口でも飲んでおきなさい。……話はしっかり聞いてあげるから。考えることすら辛いのか、風先輩は言われた通りミルクティーに一口だけ口をつけた。そして、ポロポロと片目から水滴をこぼしていく。眼帯も水分を吸収しきれなくなったのか、間もなくそちらからもこぼれ出す
風,アタシが……アタシが！……ゆ、勇者部なんか作らなければ！……皆、こんな目に……あわなくても……済んだ、はずで……
千景,それはないわね。何故なら讃州中学には東郷美森と結城さんが居るのだから。先代勇者と勇者適正値最高値が揃っているのよ？必ずお役目には讃州中学勇者部が選ばれていたはずよ
風,……先代勇者……？え……誰が……？
千景,東郷美森よ。彼女は先代勇者としてバーテックスと戦い、足の機能と記憶を失ってしまったのよ
風,……え……。……ご、ごめん……多分、アタシ……今全然何も考えられなくて、よく分からなくて……
千景,そう、なら分かりやすい言葉で言い換えましょうか。讃州中学勇者部のメンバーは皆、大赦によって仕組まれた者しか存在していないのよ
風,……っ……！
千景,三ノ輪さんも先代勇者の一人よ。お察しの通り彼女は記憶の全てを供物として奪われた。結城さんは勇者適性値最高位。三好夏凜は言うに及ばず、両親が大赦関係者で勇者適性もあり、讃州中学に席を置くあなたと樹さん、犬吠埼姉妹が選ばれないなんてこともありえない。──つまり、あなたに非は一切ないのよ
風,……。……アタシ、……本当に何も知らなかった……
千景,そうであるように大赦は仕組んだのだろうし、何も知らないことは大赦にとってはあまりに都合が良かったのでしょうね
風,……ねぇ、千景。……あんたも仕組まれていたの？
千景,私だけは欄外……と言いたいところだけれど、大赦ではなく初代勇者様に仕組まれていたようね
風,初代、勇者が……
千景,……。……このままあなたを慰めてあげたいところだけれど、生憎私は予定が押していてね、あなたが私と会いたかった本題に移ってもらっても良いかしら？今なら可能な限り答えてあげるわよ？
風,……
千景,風先輩は幾度か逡巡し、けれど意を決したのか私を真正面から見つめて口を開く。涙はいつの間にか枯れていた
風,教えて……教えて欲しいの！皆は、勇者部の皆は！本当にこのまま治らないの！？未来から来た千景なら知っているのよね？ねぇ！
千景,切実な、風先輩の想いが私の中に確かに伝わっていた。……ええ、知っているわ
風,なら！
千景,けれど、答えはもうすでにあなたに与えていたはずよ
風,え……？いつ！？
千景,言ったはずよね？あなたの信じる道を進みなさいと。そして、間違っていたら勇者部の皆が正してくれると。……答えにはなっていないかしら？
風,……
千景,その沈黙は重い。けれど、彼女なりに落としどころを見つけたのか、少しだけまともな顔になり
風,……ありがと。あんたが居てくれて本当に良かった
千景,行くの？
風,……ええ。樹と夏凜にも伝えないといけないから。これはアタシの、勇者部を始めてしまった部長の務めで、アタシが今やらなければならないことだから
千景,そうね。隣の部屋の三好さんは出かけているようだから、まずは樹さんに伝えてあげると良いわ
風,そのつもり。……ほんと千景には迷惑をかけるわね
千景,……。一度しか言わないからよく聞きなさい。知り合いの居ないこの世界で、あなたと樹さんはこんな私に、親身にしてくれた。……救われていたのよ。ありがたいと思っていたのよ。……だから、私はそれを返しただけ。ただそれだけ
風,……
千景,さぁ、行きなさい。あなたも為すことがあるのでしょう？
風,……ええ！……よく分からないけどさ、千景も頑張りなさいよ？アタシが言える言葉かは分からないけど一応
千景,まったくね
風,……もう、そう言われると思ったわ
千景,犬吠埼姉は玄関を通り過ぎる間際、一度だけ振り返り、その言葉を残して出て行った
風,それと、ありがと。──またね、千景
千景,ええ、またどこかで。──風先輩。辛い役目を押し付けてしまったわね。申し訳ないけれど、最後までお願いするわ。ええ、頼りにしているわよ。確かに、頼まれたわ。──さて。なんとか間に合ったようね。正直、足が棒になりそうなくらい今日は歩いてしまったし、タクシーなんて言うものも何度か使ってしまったわ。──ねぇ、東郷さん？
美森,……どうして、千景ちゃんがここに……
千景,こちらこそ言葉を返しましょうか？勇者服姿になって、嘔吐して、あなたこそどうしたのかしら？
美森,……
千景,局面はゆゆゆ第十話。いよいよクライマックスが迫っている
美森,……千景ちゃん。私はこの世界の真実を知ってしまったのよ
千景,世界は炎に呑まれていて、バーテックスが無限に湧いてくることかしら？
美森,！？な、何故それを……！？
千景,目を見開くほど驚くとはね
美森,……以前から疑問ではあったのだけれど、訊ねることをしないままここまで来てしまったのがそもそもの間違いだったのね……。──千景ちゃん、あなたは誰なの？
千景,随分と抽象的な質問ね。なら、あなたこそ誰なのか答えることは出来るの？
美森,私は東郷美森。かつて鷲尾須美の名で勇者を努め、今またそのお役目に縛られる者の一人よ
千景,へぇ、よく分かっているようね。少しだけ見直したわ
美森,……私は答えたわ。今度は千景ちゃんの番よ
千景,私は郡千景。歴史に抹消された西暦時代の初代勇者、郡千景本人よ。乃木園子の先祖であり気にくわない友人であるところの乃木若葉の手によって、この時代に飛ばされた者、それが私よ
美森,千景ちゃんが初代勇者……？……ありえないわ、そんな非現実的な話
千景,あなたの着ているそれは何？そこに落ちている銃は何？私からすればこの神樹と言う箱庭世界自体が余程非現実的なのだけれどね
美森,……。本当なの？
千景,ええ
美森,……本気なのね。ひとまず納得することにするわ
千景,そう、私はどちらでも良かったのだけれどね
美森,初代勇者の千景ちゃんは、私を止めてに来たの？
千景,現勇者の東郷さんを止めに来る道理など、私にあるわけないでしょう？
美森,……なら、何故ここに居るの？
