喜多見柚,とやっ。と、っとっと
加蓮,あらま
穂乃香,私、やっぱりまとめきれていないのでしょうか……何か言おうとしても、考えがまとめきれず、悩んでいる間に他の子が励ましちゃって。まとめ役として、向いていないのかも。……あ、ごめんなさい、このようなお話をしてしまって
加蓮,ううん。柚もあずきちゃんも勢い重視って感じだしね。なかなか難しいよっ
穂乃香,…………
加蓮,柚が元気そうにしてるならいいや。あはは、私的にはちょっぴり寂しいかも？
穂乃香,あ、でも、柚ちゃん……ときどき、心配そうにスマートフォンを取り出して、電話をしようとしてて。でも、すぐにしまっちゃうんです。あれは、もしかしたら加蓮ちゃんにかけようとしていたのかもしれません
加蓮,…………
穂乃香,明日、退院されるんですよね。柚ちゃんもきっと喜びます
加蓮,うん……そうだね。ありがと、穂乃香さん。穂乃香さんにもごめんね？打ち合わせとかできなくて
穂乃香,いえ。実は、加蓮ちゃんが入院している間、加蓮ちゃんの上司の方と会いました
加蓮,Ｐさんか
穂乃香,打ち合わせの為に……柚ちゃんも一緒でした。でもすぐに、加蓮ちゃんのお話で盛り上がってしまって
加蓮,えー……私の話？
穂乃香,ふふ
加蓮,あはは、照れるな～
穂乃香,あ
加蓮,？
穂乃香,今の加蓮ちゃん、少しだけ柚ちゃんっぽかったかも……？
加蓮,へ？そ、そう？
穂乃香,言い方というか、雰囲気というか……そういうものが少し、似ていた気がします。そういえば加蓮ちゃん、私の１つ下なんですよね。…………♪
加蓮,う、うん？？
穂乃香,いえ。……あ、そういえば、加蓮ちゃんに謝らないといけないことが……。前に加蓮ちゃんから、柚ちゃんのことをお願いされましたが、私、まだ上手くできているとは言えません。頼りにしてもらったのに……ごめんなさい
加蓮,え……い、いやいやっ、あれはちょっとお願いしただけっていうか！
穂乃香,いいえ。加蓮ちゃんのせっかくのお願いなのだから
加蓮,そんなに深刻に考えないでよ！そんな、その……
穂乃香,でも、あの時と今と少し違うんです、私
加蓮,……へ？
穂乃香,あの時は、柚ちゃんの大切なプロデューサーさんからお願いされたことだから、何が何でもやらないとって思っていました。少し、必死になっていたのかもしれません。柚ちゃんが悩んでいた時も、無意識のうちに頭の中でプレッシャーがかかっていて。今は……そうじゃないんです。加蓮ちゃんを見て、加蓮ちゃんからお願いされだからやらないといけないのではなく、私がやりたいって思っていて。だから今は、逆に私からお願いさせてください。柚ちゃんのこと、私が見てあげてもいいでしょうか……？
加蓮,…………あはっ。やっぱ穂乃香さんって堅苦しいっ。そんなさ、それこそ契約じゃないんだから……畏まってお願いしなくてもいいよ！。でもその方が穂乃香さんらしいのかな……？じゃあ、柚のこと、よろしくお願いしますっ
穂乃香,はい！
加蓮,あ、でも柚は私の――
穂乃香,…………私の？
加蓮,…………。ううん、なんでもない。柚は私のものだから渡さないよ？って、冗談で言おうとしたけれど……でも。もしも、を考えなきゃいけない、なんて頭をよぎって――。私の……そ、そう、私の大切なアイドルだからね！
穂乃香,や、やめてください加蓮ちゃん。プレッシャーになっちゃう……！
加蓮,あ、ごめん。えーと、その……あはは
穂乃香,……？
加蓮,それよりさ、ほら、またフリルドスクエアでLIVEするんでしょ？あずきちゃんが入ったってことでいろいろと変わってさ。せっかくだから打ち合わせしようよ！ほら、プロデューサーとセルフプロデュースアイドル同士ってことで！
穂乃香,実は、私もそのつもりで……。でも加蓮ちゃんのお体に障るといけないって思って、少し悩んだんです
加蓮,いやいや、ロケハンとかリハとかじゃないんだから大丈夫だって。じゃあ例によって舞台構成のことを聞きたいんだけど
穂乃香,はい。今回は、あずきちゃんがメインということで――
加蓮,水曜日に退院して、元通りの生活が戻ってきた。また、毎日が続いていく
柚,じゃあレッスン行ってくるね！
加蓮,うん。行ってらっしゃい。さーて、柚が戻ってくるまでやることやらなきゃ
Ｐ,…………
加蓮,……なんか忙しそうだねＰさん
Ｐ,この時期はなー。かきいれ時だしな
加蓮,それ年から年中じゃない？
Ｐ,そうとも言う
加蓮,Ｐさんさ、いつ自分の担当アイドル持つの？私の担当じゃなくなってもうだいぶ経ってるでしょ。その……私のことなんて気にしなくていいからさ。あっ、ほら、Ｐさんがいつ新しい女の子を連れてくるのかなーって実はちょっぴり楽しみにしてるんだよ、私
Ｐ,うーむ。正直そろそろ上司の顔が直視できなくなってきた
加蓮,もうっ
Ｐ,あいつら恐いんだぞー。ねちっこく言うんだぞー。やあキミ、今日も事務仕事に励んでいるかい？はっはっはいいご身分だねぇ……とかさ
加蓮,恐っ
Ｐ,実際いい身分なんだけどな。こんな情熱的な部下を持てて俺は幸せだ
加蓮,…………もー
Ｐ,はは
柚,それでね、もうちょっとキリッとした顔で！って言われちゃった
加蓮,ふんふん
柚,トレーナーサンにも相談してみたんだ。演技力レッスン頑張ってみたんだけど、すぐにふにゃってなっちゃう。ってことで加蓮サン！なんかいい方法ないっ？。ほら、このおまんじゅうあげるから教えて！
加蓮,ありがとー。キリッとした顔かぁ……
柚,うーん、口の中がパサパサする。牛乳あるかなー。冷蔵庫にあったけどもらっていいのかな？まーいいやっ。はいっ、加蓮サンの分も！
加蓮,ありがと。真剣な顔、真剣な顔かぁ
柚,友達からもよく言われるんだよねー。柚は何やっても楽しそうだって。アタシだって真剣な時は真剣なんだいっ。友達って言えばさ、前に雑誌を楽しそーに読んでたの。なにかなって覗きこんだら加蓮サンの記事だった！。それよりアタシのインタビューを見ろー！って言ったら、なんかフツーだって言われたんだけど！ねえどう思う！？。アタシ、フツー！？個性ない！？加蓮サンより目立たない？
加蓮,…………
柚,って、なんとか言ってー！
加蓮,……大丈夫、アンタは個性の塊だから
柚,そっか？……そうだっけ？。でもその後、友達と一緒に加蓮サンの記事を読んだんだけどね♪写真も内容もいっつもカッコよくて、さすが加蓮サンだっ。カッコいいアイドル、アタシもなってみたいなっ♪。って忍チャンに言ったら似合わないってバッサリ言われちゃったケド。でもね、穂乃香チャンはそのままの柚ちゃんでいいって言ってくれたの。悩むなー悩むなー。忍チャンを見返すか、穂乃香チャンに褒められるアタシでいるか。でもやっぱりアイドルだったら、新しいコト、やってみたいよね！ねーねー加蓮サン、次はアタシがイケメン役のドラマなんてどうかな！？それでそれで、可愛い女の子からキャーキャー言われるようなヤツ！。柚、イメージチェンジ！
加蓮,…………柚
柚,ンー？
加蓮,…………。諦めなさい
柚,何を！？え、イケメンは駄目！？それとも目立つこと！？忍チャンを見返すこと！？どれ～！？
加蓮,アンタ最初に何の話題を出したか覚えてる？
柚,…………なんだっけ？
加蓮,キリッとした顔がって話
柚,そだっけ。あ、そうだった！。……諦めろってどゆこと！？
加蓮,いや、まあ……あー、頭痛い……
柚,えっ、えっ、加蓮サンもしかして疲れちゃって
加蓮,アンタのせいでしょーが！？
柚,きゃーっ！
加蓮,……とりあえず、そのコロコロと話題変えたりするのは良い意味でいい加減だと思うけど……キリッとしたい時は１つのことに集中しなさい
柚,１つのことに集中……集中……むんっ。こんな顔？
加蓮,うん、それくらいでいいよ……
柚,あいあいさー！
加蓮,…………
Ｐ,…………
加蓮,ん？。あ、仕事のリスト。Ｐさん、柚の分も営業してくれてたんだ
Ｐ,いや、こっちは営業分じゃなくて向こうからオファーがあったヤツだな。最近は別の打ち合わせに行った時によく柚ちゃんに仕事を任せたいって頼まれてさ
加蓮,うん……うん。ありがと、Ｐさん。その、ごめ――
Ｐ,体力なくて営業行ける回数が減ったことなら気にしてないから謝らなくていいぞ。そんな身体でちょろちょろされる方が気になるわ
加蓮,…………うん
Ｐ,勝手に判断する訳にもいかないし、ぜんぶ保留にしといた。それがそのリストだから、あとは加蓮で判断してくれ
加蓮,あははっ、Ｐさん柚と同じだ
Ｐ,ん？
加蓮,ううん。柚も、１人で行った現場で何かオファーとかされたらぜんぶ保留にしてる、っていうかさせてるの。柚にも教えてあげられるといいんだけどね。アイドル１人で来たなら丸め込めるだろうって思ってる奴とかいそうだし下手に受けたらロクなことになりそうにないから、とりあえず全部持ち帰ってもらってるんだ。そういえば断り方とか選び方とか教えないといけないんだっけ……
Ｐ,へー。それじゃそのうち、自分でどの仕事を取ったらいいか判断できたりするんじゃないか？
加蓮,そしたら私はお役目御免だね。今度こそクビだ
Ｐ,はは。お前、せめて嬉しそうな顔か悲しそうな顔くらいしろよ。どっちなんだよ
加蓮,さー。どっちなんだろうね。私にも分かんないよ。……それにしても、こうしてると最初の頃を思い出すなー
Ｐ,最初の頃？
加蓮,うん。ほら、私がプロデューサー代理ってことでＰさんの手伝いを始めた頃。あの時も柚の仕事をさ、Ｐさんから回してもらってたじゃん
Ｐ,そうだったな……懐かしいなぁ。あの時はただの手伝いって感じだったのに、今やすっかり名プロデューサーだな！
加蓮,そんなことないって。…………ちょっとだけ……あの頃に戻りたいかも――。ううんっ、そうじゃないよね。今の私が、そんなこと考えちゃ駄目だよね
Ｐ,加蓮？
加蓮,なんでもないでーす。はいこれ、Ｐさん、リスト送り返しといたから断りの電話お願いっ。私はもうちょっと選別してくから
Ｐ,は？もう切り分けたのか？
加蓮,絶対受けちゃマズイ奴だけね。評判よくない場所が混ざってたよ。アイドルにセクハラするだの契約がメチャクチャだの変な噂ばっかりのとこ
Ｐ,マジ？
加蓮,あれ～Ｐさん知らないのー？ふふっ、もしかして私、Ｐさん超えちゃった？
Ｐ,んな訳あるかっ
加蓮,分かってるって。そこまで生意気は言わないよ……Ｐさん、私みたいな子も育ててくれた名プロデューサーだもん。アイドルの私も、プロデューサーの私も
Ｐ,……プロデューサーの加蓮については何もしてないよ。成長したのは加蓮の力だ
加蓮,そっかなー……あ、じゃあアイドルの私を育ててくれた自覚はあるんだっ♪
Ｐ,そりゃ……まあ、少しは
加蓮,ふふっ。……うん。そうだね……もう。ホント、私の身体ってばなんでこんな――
Ｐ,…………
加蓮,……ごめんねＰさん。大丈夫大丈夫。病気を治して、そのうちアイドルに戻るんだから……そうしないと奈緒に怒られるし、柚とも約束したんだし……。…………
Ｐ,……ああ、そうだな
加蓮,うん…………。……………………
Ｐ,…………加蓮？
加蓮,あ、あははっ、なに？ほらほら電話早くしてよ。私はリストのチェックしなきゃっ
Ｐ,……………………
加蓮,…………
穂乃香,衣装は、別の案もあって……これだと構成のコンセプトから違っているから、ベースの決定は早めにとＰさ、プロデューサーさんが――。…………加蓮ちゃん？
加蓮,あっ……ええと、衣装だよね。現行のままでいいと思うけど……あ、でもこっちもいい――。……ん……
穂乃香,……打ち合わせ、少し休憩にしましょうか？
加蓮,大丈夫……。大丈夫だから続けてよ。話は、聞いてるから――
穂乃香,そうですか？…………あっ。ごめんなさい。少し、失礼します
加蓮,どーぞ……
穂乃香,……。もしもし？柚ちゃん？今は、加蓮ちゃんと打ち合わせをしていて……そうなの？分かった、手早くするね。ありがとう。失礼しました
加蓮,今の、柚……？何かあったって？
穂乃香,……今日、事務所から出る時の加蓮ちゃんが疲れているみたいだから、打ち合わせなら早く終わってあげて、って
加蓮,わざわざ連絡まで……。……ごめん。ホントに大丈夫、だから……。はぁ……プロデューサー失格だ……。ごめんなさい
穂乃香,いえ。急ぎの打ち合わせでもないので、また後日にしましょう
加蓮,ホントごめん……
穂乃香,いいえ。それより大事を取ってください。柚ちゃんも、とても心配そうにしていましたから。事務所まで送っていきます……いえ、そういえば、加蓮ちゃんの上司の方と連作先を交換しているので、車を出して頂いた方が早いですね。少し、電話してみます
加蓮,…………
穂乃香,もしもし、綾瀬です。はい、加蓮ちゃんのことで――
加蓮,ちょ、Ｐさん来るの早すぎ……って事務所のすぐ側だから当たり前か……
柚,こんにちはーっ！
Ｐ,柚ちゃん
柚,やほっ、Ｐサン。それに加蓮サン……あれっ、加蓮サン寝ちゃってる
加蓮,すー……すー……
Ｐ,疲れてるようだったからな。ソファで休めって促したら、すぐに横になってしまったんだ。だから柚ちゃん、すまないけど、ちょっとだけ静かにしてくれ
柚,うんっ。そっかー、加蓮サンはお疲れですかー……なんかここんとこ加蓮サンずっとお疲れじゃない？
Ｐ,だよなぁ……今日も、３時くらいにはもうキツそうにしてた
柚,おやつの時間だっ
Ｐ,そうそう。ちょうど出先で買ってきたお菓子でもどうかって誘った頃だったな
柚,お菓子！まだある！？
Ｐ,テーブルの上に置いてるから、よかったら柚ちゃんも食べてくれ
柚,やたっ！お菓子っ、お菓子っ♪
加蓮,ん、ん…………
柚,あ、加蓮サン！
加蓮,柚……？あれ、もしかして私、寝ちゃってた……？
Ｐ,ぐっすりとな。朝からずっと事務仕事で疲れが溜まってたんだろう
加蓮,そっか……ごめんねＰさん。すぐやるから……
Ｐ,だから謝るなって。謝ってもいいことなんてないぞ？
柚,おっＰサンいいこと言う！はい、加蓮サン。柚と一緒にお菓子食べよ♪
加蓮,うん…………。今日は、柚、レッスンだっけ……？
柚,うんっ。加蓮サンにも来てほしいなーって思ったけどお疲れならしょうがない！アタシ１人で行ってくるねっ
加蓮,ごめんね……
柚,加蓮サン加蓮サン。謝ってもいいことなんてない！だよっ
加蓮,それ、Ｐさんのセリフじゃん……ふふっ……
Ｐ,コーヒーでも淹れようか。……いや、疲れてるならもう帰るか？車なら出すぞ？
加蓮,ううん、大丈夫。よいしょ……。もうちょっとだけ、やることやってから……Ｐさんにも柚にも迷惑はかけたくないもん……
Ｐ,だから別に迷惑なんて思ってないんだがな。体力が戻るまで休んでてもいいんだぞ？それくらいの余裕は持ってるつもりだし
加蓮,いいよ、どうせ休んでても治んないもん。っていうか家にいた方が落ち着かないし……柚が心配になっちゃったり
柚,アタシ？アタシは平気だよっ。大丈夫大丈夫！
加蓮,Ｐさんだって……やるだけやって放り投げるなんて、そんなのできないよ
Ｐ,相変わらず責任感が強いんだな、加蓮は
加蓮,当然のことでしょ？私だってプロデューサーなんだから……ちょっと、顔だけ洗ってくるね
Ｐ,…………
柚,…………
Ｐ,はー……どうしたもんかなぁ……
柚,大丈夫かな、加蓮サン……
Ｐ,…………
柚,……でも心配ばっかしてたら加蓮サン嫌がるんだ。そんなことより自分の心配しろー、って。だからアタシは、加蓮サンが大丈夫って言うなら、なんにも言わないっ。気にしすぎたら、レッスンも上手くいかなくなっちゃうし……そしたら加蓮サン、余計に心配しちゃうもん
Ｐ,そうだな。加蓮のことは俺が見ておくから、柚ちゃんはアイドルに専念してくれ。その方がきっと加蓮も喜ぶよ
柚,あいあいさー！
加蓮,よしっ、起きた起きた！ほら柚、レッスンでしょ？やる気がないなら私が引きずっていっちゃおうかな～？
柚,い、今から行くとこですっ。加蓮サンもう大丈夫？元気？
加蓮,平気平気。ちょっと眠たくなっただけで……ねえＰさん。私、何分くらい寝てた？
Ｐ,ええと……１時間ちょいくらいだな
加蓮,そっか……よしっ、じゃあその分を取り戻さなきゃ！
Ｐ,お前、そーやって気合入れたらまた後でキツイことになるぞ？
加蓮,大丈夫大丈夫。ちゃんと加減してるから！さて、柚？そろそろレッスンの時間じゃないのかな？
柚,そーだった！じゃあ行ってくるね加蓮サン！
加蓮,ふふっ、行ってらっしゃい。さて、私も書類の整理と明日の打ち合わせ用の資料……ってあれ？……ねえＰさん、もしかして私の仕事――
Ｐ,おう
加蓮,…………そんなことするからＰさんまた徹夜とかになるんだよ
Ｐ,部下の為に徹夜する俺、マジ理想の上司
加蓮,…………私が手伝うって言っても聞いてくれない癖に
Ｐ,はっはっは
加蓮,よし、っと……わ、もうこんな時間だ。ごめんＰさん、私ちょっと出かけてくる
Ｐ,え？ちょっと待てお前どこに行く気だ今日は車がいるって言って――
加蓮,近所の喫茶店に行くだけ！穂乃香さんとの打ち合わせ。大丈夫だってば……
Ｐ,そ、そうか。ついていきたいが書類が――いやこんなのは後だ、俺も一緒に
加蓮,ごめんＰさん。打ち合わせっていってもほとんど友達とおしゃべりするだけみたいなものだから、１人で行かせてよ
Ｐ,…………。……いいか加蓮、ちょっとでも体調がおかしくなったらすぐに連絡するんだ。じゃなきゃ後で怒るぞ
加蓮,分かってまーす。じゃ、行ってくるね
Ｐ,おう。気をつけろよ～！
加蓮,Ｐさんしつこいー！。いたいた。お待たせ、穂乃香さん
穂乃香,加蓮ちゃん。お久しぶりです
加蓮,あははっ、お久しぶり。わざわざこっちに来てもらってごめんね？
穂乃香,いいえ。……加蓮ちゃん、まだ車椅子を使っているんですね
加蓮,歩けるんだけどね、歩くと体力がガリガリ減って。まるでゲームの毒を受けてるみたいだよ
穂乃香,……？？
加蓮,つ、通じないか……それよりほら、打ち合わせしよっ。あ、注文した方がいいのかな。すみませーん、コーヒー１つ、お願いします
穂乃香,あ、私もコーヒーを
加蓮,仕事の前に飲むと大人っぽくなれるんだっけ
穂乃香,はい。頭が切り替えられます。実はさっきまで、柚ちゃんと通信アプリでやり取りをしていて……だから尚更です
加蓮,柚と、かぁ……
穂乃香,今日も、この後に遊びに行く約束をしてて
加蓮,じゃあパパっと済ませなきゃね。…………
穂乃香,……？加蓮ちゃん？
加蓮,あ、ううん。柚、か…………
穂乃香,……ふふ。柚ちゃんのお話を聞きたそうな顔
加蓮,わ、分かる？
穂乃香,現場やレッスンについてきてくれなくなったって言っていましたよ。任されてるんだ、って張り切っていました。でも、ときどき寂しそうにしていて……
加蓮,……やっぱりそっかぁ。あ、コーヒーだ。はい穂乃香さん
穂乃香,いただきます。…………ふう
加蓮,…………
穂乃香,まだ……お体、よくないんですか？
加蓮,私は大丈夫なんだけどさ。Ｐさん、私の上司がさ。うるさいんだ。そんな身体で行くくらいなら自分が！って。どうしても私が出ないといけない外での打ち合わせはぜんぶＰさんが同伴。なんだか新人みたいだねってＰさんに言ったら笑われちゃった。今日もさ、書類がなかったら絶対ついてきてたよ
穂乃香,ふふっ
加蓮,っと、打ち合わせしよっか。今日はフリルドスクエアのＣＭの件なんだけど――
穂乃香,それでしたら、まずはスケジュールから――。――といったところで、大丈夫ですね
加蓮,うん、大丈夫大丈夫！スケジュール確認もレッスンの予定も作れたし、予算の問題もオッケー。あと何かあったっけ？
穂乃香,…………。いえ、今は大丈夫です。加蓮ちゃんは……
加蓮,私もオッケー。じゃ打ち合わせはこれで終わりっ。お疲れ様でした～
穂乃香,はい、お疲れ様でした。今回も……加蓮ちゃんや柚ちゃんからは、多くのことが学べそうです……
加蓮,ん？……なんだか勉強会みたいだね、こういうのって
穂乃香,はい。もちろんお仕事だから真剣にやりますが、それ以上に私にとっては学ばせていただく場です。もっともっと、アイドルとして上を――。いえ。それよりはまず、楽しむことからですね。せっかく柚ちゃんとのお仕事ですし
加蓮,へぇ…………
穂乃香,次のお仕事は、私が引っ張るくらいで……。でも、柚ちゃんやあずきちゃんの勢いに、ついていけるかな……？。ううん。大切なのは、できるかじゃなくてやりたいかですよね。加蓮ちゃんからも任されてしまっていますし
加蓮,…………ん……穂乃香さん、なんか変わった？
穂乃香,え？
加蓮,いや……なんだろ。なんか、柔らかくなったような……
穂乃香,そうですか？……でも、もしかしたらそうなのかもと自分でも思うことがあります。前の私は、１人でやることばかり考えていて……セルフプロデュースをやり始めて、なおさらそうなって。でも、フリルドスクエアでは、みんなでやりたいって。私１人だけが目立つのではなく、みんなで力を合わせて……なんて。昔の私では、考えられなかったことかもしれません。でも……柚ちゃんやあずきちゃんが、みんなで一緒にってよく言うから。ふふっ。あの２人につられているのかも。きっと、忍ちゃんもそうだと思います
加蓮,そっか。柚とあずきちゃんにか……
穂乃香,この前のLIVEの帰り道の時もそうでした。先頭にあずきちゃんと柚ちゃんがいて、後ろから忍ちゃんがついていっているんです。忍ちゃんは２人と一緒に、楽しそうだったり、たまに冷めてしまっていたり。でもいつも、笑ってる。私が一番後ろから見ていて。そんな私にも、柚ちゃんが話を振ってくれます。楽しかった？って、何度も何度も聞いてきて……。次も一緒にやろうね！って言ってもらえるのが、すごく嬉しくて。笑って返すと、柚ちゃんもすごく満足したように笑うんです。私、あの笑顔が大好きで……♪
加蓮,…………
穂乃香,それと前に、柚ちゃんとあずきちゃんが……私が後ろにいてくれるからいろんなことができる、って、揃って言ってくれました。私、３人についていけているか不安で……いえ、今もまだ少し不安というか、頑張らないとって思っています。でも、柚ちゃん達の言葉を聞いた時……笑顔を見た時、つい、笑ってしまいました
加蓮,…………
穂乃香,……どうでしょう。柚ちゃんを見守ってほしいと加蓮ちゃんに頼まれて……私なりに、できることをやって来ましたけれど。最近では、どうにかついていけるようになっている筈です。……なっている筈、うん。でもやっぱり、加蓮ちゃんには敵いそうもないですね……なんて。ふふ、勝負ではありませんが
加蓮,……あ……ははっ。すごい想像できるなぁ。穂乃香さんって、話すのが上手、なんだね……っ……
穂乃香,ありがとうござ――え？加蓮ちゃん……？
加蓮,あは、ははっ……。おかしいよね。聞いてて面白くて胸が温かくなって……柚がちゃんとやれてるってことが、すごい嬉しいってだけなのにさ……。なんかさっきから――
穂乃香,…………。えっと…………。…………よしよし……
加蓮,え……？
穂乃香,あ。……ご、ごめんなさい。その、柚ちゃんが落ち込んでいる時や失敗してしまった時にも、よくこうしてあげているから……つい
加蓮,ううんっ。…………え？柚、に……？
穂乃香,はい。最初は恥ずかしがったりするんですけれど、そういう時はよく、あずきちゃんや忍ちゃんが盛り上げてくれますから。楽しいムードでいっぱいになって、そうしたらそのうち、暗いムードが吹き飛んでいて……。また、私達で頑張るんです。もちろん、柚ちゃん以外の誰かが落ち込んじゃった時には、柚ちゃんが
加蓮,……………………！。そ、っか……あはは……そっか……！
穂乃香,加蓮ちゃん……？
加蓮,ううん。柚ってば、もうすっかり、フリルドスクエアの子だね。……あーあっ、なんだか妬けちゃうな。最近は柚も１人で現場に行くことが多くなって……しょーがないんだけどね。でも、柚を取られちゃった気分だ。もしかしてこれがアレなのかな。子供を嫁に出す親の気持ち？ふふっ、保護者だって言ってくれたもんね、穂乃香さん
穂乃香,でも、加蓮ちゃん。柚ちゃんはよく、加蓮ちゃんのお話をするんですよ。いつも楽しい、って言ったり、加蓮ちゃんはすごい、って言ったり
加蓮,そ、っかぁ……
穂乃香,加蓮ちゃんが入院していた時なんて……ずっと不安そうに。私や忍ちゃん、あずきちゃんがどれほど大丈夫。加蓮ちゃんがいなくなったらどうしよう、って、ずっとずっと……
加蓮,……………………っ！！
穂乃香,……加蓮ちゃん？
加蓮,…………。…………。――穂乃香さん
穂乃香,はい
加蓮,ありがとう。私の頼みを聞いてくれて。柚のこと、見守ってくれて。穂乃香さんがいるから無茶できるんだよ、あの子。そりゃその……無茶ぜんぶについていってほしいなんて言えないけど、これからも付き合ってくれると……嬉しいな……
穂乃香,……はいっ
加蓮,…………あはっ……ごめん、ちょっとだけ……
穂乃香,…………加蓮ちゃん。もしかして――
加蓮,ふうっ。それよりももっと柚の話を聞かせてよ！柚だってアタシの話をしてるんでしょ？ならアタシが柚の話を聞いてもいいってことだよね！
穂乃香,……そうですね。例えば、この前は――。そろそろ約束の時間ですので。お先に失礼します
加蓮,うん
穂乃香,お体をお大事に。では……
加蓮,…………あは。あはは……そっか……そうなんだ…………。柚…………そっかぁ…………。……っと。さて、帰らなきゃ。帰って、。っ……打ち合わせの結果の報告と……それから、営業の準備を…………。…………
Ｐ,…………
加蓮,…………んっ…………。っと。はいＰさん。今日期限の書類……ごめんちょっと休む……
Ｐ,お疲れ様、加蓮。何度も言うが――
加蓮,何度も言わなくても分かってまーす
Ｐ,…………
加蓮,はー……もうちょっとしたらお昼だね。柚のロケ、確か午後からだっけ……今日から撮影開始んところだし、さすがに顔だしとこっかな……
Ｐ,おい、その身体で行くのは――
加蓮,ううん。プロデューサーとして、最初くらいは行っとかなきゃ……
Ｐ,…………
加蓮,車、大丈夫なんだよね。あと３０分くらいか……
Ｐ,――――加蓮
加蓮,なに？
Ｐ,病院に行け
加蓮,……………………
Ｐ,いや、行けじゃないな。連れて行く。柚ちゃんのことならその後で俺が見に行く。加蓮が直接行くよりは、そりゃ効果は薄いだろうけど……
加蓮,……やだよ。ふふっ、まだ業務時間でしょ？そんな特別待遇はいらな――
Ｐ,加蓮
加蓮,…………うん
Ｐ,気にはなってたんだ。……体力が戻るの、いくらなんでも遅すぎるだろう
加蓮,…………
Ｐ,なあ、どういうことなんだ？いや責めてる訳じゃない。話を聞きたいんだ。それは本当にちょっと調子が悪いだけなのか？。前にお前が電話してきた時のこと、ずっと引っかかっているんだ
加蓮,……やっぱり覚えてたんだ。あの電話のこと。Ｐさん、酔っ払ってたのに
Ｐ,酔っていようがなんだろうがお前の話を忘れてたまるか
加蓮,そーいうの、真顔で言わないで……
Ｐ,あの時、なんて言いかけた？電話を切るちょっと前の……もしかしたら、って後だ。なんでもないって加蓮は言ったけど、本当は何を言いかけたんだ？
加蓮,…………何も、ないよ
Ｐ,お前のなんでもないが、なんでもない訳がない。それに、ここ最近の加蓮を見ていると……ずっと胸騒ぎがするんだ
加蓮,……あはは……私に惚れてくれでもした？
Ｐ,加蓮。俺は……その、加蓮の元担当で現上司だ。それなりに加蓮のことを分かっていると自負はしている。でも、それなりでしかない。俺より加蓮の方がよっぽど分かってるだろ。自分が今、どんな状態にあるかってことを。情けないが、俺は聞かないと分からないんだ。だから――
加蓮,…………
Ｐ,…………
加蓮,…………
Ｐ,…………分かった……せめて、これくらいは答えてくれ……。また治療とか入院とかしたら……いや、少し大人しくしてれば、治るんだよな……？。１週間……１ヶ月、いや１年だっていい。１０年でもいい。ちゃんと入院すれば、治るんだよな……！？。加蓮……！
加蓮,…………。…………ずっと、目を背けてた
Ｐ,！
加蓮,だってさ……おかしいじゃん。昨日、私は柚のプロデューサーだったんだよ。今日もそう！それなら、明日だってそうなるに決まってるって……！。もう１年半くらい経つんだよ！柚を見つけてから……私がプロデューサーになってからさ！。病気だって……ずっと、忘れてしまうくらいだった。走っちゃ駄目だって言われてたけど、そんなもんだって分かってれば、病気なんて――！
Ｐ,……………………
加蓮,Ｐさんに電話した時からずっとなんだ。ううん、違う。もっと前から……最初に柚の、フリルドスクエアでのLIVEを見た時から、ずっと。身体が、おかしいの。ずっと目を背けてたけど……そんなことないって、自分に言い聞かせてたけど……。…………。……Ｐさん。私の主治医さ、私が倒れたその日だけは絶対安静って言って、次の日からは好きにしろって、退院したいなら退院してもいいって言うんだ。なんでだと思う？。簡単だよ。横になっていても動きまわっていても、同じだから。早いか遅いかの違い。……そして、あの人は知ってるんだ。遅かれ早かれ"来る"のなら、私が大人しく横になっているだけを選ぶ訳がないことを
Ｐ,……やっぱり、それって……！
加蓮,でも、あの人さ、前に言ったんだ。まだ私が元気だった頃……生きているのが奇跡みたいな物だって。ﾋｸﾞｯ……だったらさ！奇跡がまた起こるかもしれない！また不思議な状態になれるかもしれないじゃん！。それが分かってて柚のプロデューサーをほっぽり投げるなんてできないよ！。だって私、プロデューサーなんだよ！元アイドルでもなんでも！。目を背けていればいつか元通りになるって思ってた。忘れていればいつか消えてなくなるって思ってた。思ってたんだけど……。……世の中、そんなに都合良くなんてないんだね。私、何か悪いことしたのかなぁ……ううん、悪いことしてばっかりか。こんな身体なのにアイドルやりたいとか言ったり、プロデューサーやりたいとか言ったり……ワガママ言ってばっかだもんね。あはは……っ……
Ｐ,…………加蓮……っ…………。……嘘……だよな？
加蓮,え？
Ｐ,はは……悪い……俺が馬鹿だったわ。そんな訳ねえよな。だって加蓮、今ここに立って……いや立ってはないか。座ってるし、すげえ元気そうじゃねえか！。あれだよな、加蓮がいっつも弱ってるイメージがあったからつい変な妄想しちまったんだな俺！。ははっ、きっとそうだ。ちょっと最近そういうドラマを見たとか夢に見たとか……。いっ、今だから言うけどな！俺、加蓮が死ん――いなくなる夢とか、けっこうよく見るんだ！。言ったらお前に怒られると思って言わないようにしてたんだけどさ！それのせいかな、現実と夢がごっちゃになっちゃったか！はは！
加蓮,…………
Ｐ,…………はは……っ……だよ、な……？
加蓮,…………。……ふふっ
Ｐ,！
加蓮,Ｐさん……ﾋｸﾞｯ……それは、もう私の通った道だよ
Ｐ,……！！
