正しくは,憎たらしい糞ガキだった頃は
商人,お、おいおいおい、落ち着け落ち着け。・・・怒り狂うのは、自分の婚約者を見届けてからにしたらどうだ？
勇者,うが？
商人,ほら、そこにいるだろうが
遊び人,お初にお目に掛かります勇者様。わたくしが侯爵家娘。貴方のフィアンセですわ
勇者,
遊び人,あら、どうなされましたの？
勇者,うが・・・。・・・。あーえー・・・俺を騙そうと・・・？
遊び人,あら、心外ですこと。何なら、陛下にお尋ねになっては如何でしょうか
勇者,・・・
王,その者の申す事、事実である！。例え、貴様が魔王側に寝返ったとしても侯爵家との約束違えるつもりはないぞ
勇者,！
僧侶,あれ・・・勇者様？
勇者,ま、まじか///え、まじ？これ？。えーまじでー///めっちゃ可愛いやん・・・///。あーまじか、まじか、まじか。ゆゆゆ、許そう！侯爵家娘との結婚については、俺に何の憂慮もない！
魔法使い,あ・・・最低
僧侶,
勇者,え、いやいやいや、陛下もああ言ってるし・・・陛下には恩もあるし・・・。とととというか、嘘じゃないよね。まじで？
遊び人,まじです
賢者,・・・初々しい反応ですね
商人,よし・・・体は回復した、あとは隙さえあれば。ありゃあ童貞だな・・・
勇者,・・・。よし、この話はここまでだ。俺は、侯爵家の娘さんと結婚する！。だが、これ以上、奏上を邪魔されてはたまらん。冒険商人とその仲間たち、そこに侯爵家の御令嬢も含めたとしてもだ。申し訳ないが、少し間眠っていてもらうぞ
商人,王者の剣！
勇者,ん？
商人,狂信者の錫杖
勇者,それが何だ？
商人,運命の杖、奇跡の鎧！
勇者,だから、それが何だって聞いてるんだよ！？
賢者,・・・貴方たち勇者一行が、城内の宝物庫より盗み出した品ですよ
勇者,盗み出したわけじゃない、平和のために使わせてもらっているだけだ！
商人,世界樹の葉、大賢人のポーション、力の豆
勇者,なんだ、何が言いたい
騎士,王家秘蔵のワイン！それにブランデー！
勇者,それは記憶にないぞ！
賢者,流石、騎士さん強引に紛れ込ませた・・・
商人,・・・
勇者,気が済んだか？。それじゃあ、終わりにしようか、冒険商人
商人,サルでもわかる女の堕とし方講座下巻
勇者,！
僧侶,勇者様、どういうことですか！？
魔法使い,いつのまに・・・勇者最低・・・
勇者,ち、違う、あれは戦士が
戦士,・・・い、いや、その
商人,そして。名画裸婦画集上下巻
遊び人,あらまあ///
僧侶,いやああああああああああああああああああああああああああ！！！
魔法使い,最低！最低！最低！
勇者,ちょちちちち違う！それは本当に知らないマジで知らない！。俺じゃない俺じゃないんだ！・・・そうだ。戦士、お前だろ！正直に言ってくれ！
戦士,・・・
勇者,戦士！
騎士,・・・勇者くん、待ちなさい
勇者,いやだから、違うって！戦士、正直に言ってくれよ！
騎士,なにも恥ずかしがることはない、若い男の子ならその衝動を抑えられない時もあるさ
戦士,！？
勇者,ち、違う・・・違うんだ・・・
騎士,それに、戦士くんはこう見えて奥さんも子供もいる既婚者だ
戦士,！！！？？？
騎士,家庭を持ち落ち着いた戦士くん、まだ若くリビドーを持て余している勇者くん。誰の目からも、犯人は明らかじゃないかな？
勇者,た、ただの決めつけじゃないか！証拠は何もない！。おい、戦士答えろ！答えてくれ戦士！
戦士,・・・。勇者がやりました
勇者,せんしいいいいいいいいいいいいいいいいいいいいいいい！！！！
商人,はい、隙あり。よくなる頭だな、中身空っぽなんじゃねえの？
勇者,
戦士,すまない勇者・・・お前が人類を守ることを宿命づけられたのと同様に。俺は、どんな手段を使おうと幸せな家庭を守らなくてはならないんだ・・・。他ならともかく・・・エロ本万引きはまずい・・・
商人,さあて、一仕事終わりだな
王,その戦いぶり、久方ぶりに魅せられたぞ勇者補助係の諸君！
騎士,へ、陛下・・・過分なお言葉にございます
王,そう畏まるではない騎士よ・・・そういえば、約束であったの。勇者を打倒した商人。貴君のその働きぶり、実に見事であった。ゆえに貴君には、新たなる勇者の称号を与えよう
商人,あ、ありがとうございます
騎士,いやあ、思えぬ報酬貰っちゃったなあ
賢者,陛下は退陣を要求されているんですよ、その称号もいつまで保つものか・・・
商人,わかってるよ、ちょっとは浸らせてくれよ
盗賊,納得いきません・・・勇者の称号は、商人さんには相応しくありません・・・
商人,残念でしたー。物言いがあるなら、陛下に直接言うんだな
騎士,さて、しかし大変なことになったねえ商人くん
商人,何がです？
騎士,いやあ、仕事の話だよ。今や君は、新しい勇者だ。つまり補助係の業務と、勇者としての業務を兼務しなくてはいけないわけだ
盗賊,兼務・・・仕事が増えるってことですか？
賢者,名誉職で、実務はないのでは
遊び人,何を馬鹿なことを、勇者は大変な激務ですよ。なぜなら、勇者は世界に平和をもたらすのが仕事なんですから
商人,なんだ、そんなもんか
遊び人,そんなもんだ、とは何ですか！
商人,なあに。それなら、これまでもやってきたことさ
遊び人,はあ？。・・・なら、そうですね。うん。それでは早速、手始めに世界に平和をもたらしていただきましょうか
商人,う、うん？
大臣,何をごちゃごちゃ言っている。騎士よ、貴様の仕事はまだ終わっていないぞ！。早く勇者一行を議場から連れ出して、聴取にうつれ。勇者の乱入で、どれだけ審議が遅れたことか。時間の浪費は、国民の血税の浪費に他ならないのだぞ！。議長。審議の時間など必要ない、さっさと採決にうつれ！
議長,最低限の審議は行わなくては、国民の理解が得られませぬぞ？
大臣,それは、衆民院の理屈であろう。いまこの国が、どれだけの危機に瀕しているか。短時間とは言え、それを理解できないものどもが審議などしたところで何になる。だが、知識豊かな貴族院議員の皆と一部賢しい衆民院議員の一定の理解は得られよう。いまはそれで充分なのだ
議長,しかし議会の運営は、議会によって・・・
大臣,わからぬ男であるな、審議の時間がとれないのは私にとっても不利なことなのだ。だがそれを差し引いても、この動議を早急に通す必要があると言っている。構わぬから採決にうつれ。偽の王を引きずりおろし、この国をあるべき姿に変えるのだ！
遊び人,おまちくださああああああああああああああああい
議長,あ！？
大臣,邪魔をするな遊び人。貴様も議事進行を遅らすというなら牢屋にぶち込むぞ！
遊び人,新勇者様の奏上にございます！
大臣,は！？
商人,え！？
遊び人,議場に御集りの皆々様、お聞きください。いま、この場には多くの疑問があるにも関わらず、拙速な議会進行を行うことはこの国のためになりましょうや。陛下の正体、前勇者が奏上を行ってまで私たちに伝えようとした何か、そして大臣が拙速な議会進行を求める理由
賢者,あ、大臣を無理やり巻き込んだ感・・・
遊び人,これらの真実をすべて明らかにするのは、この王国議会において他なりません！。そして新たな勇者の力は、その真実を明らかにする一助となることでしょう
盗賊,もういっそ、遊び人さんがそのまま続ければいいのに
遊び人,それでは、新勇者様！どうぞこちらに！
商人,こんのロリばばああああああああああ。何さらしてくれとるんじゃわれえええええええええ
遊び人,ほら勇者としての初仕事ですよ、手始めにこの国の未来を明るいものにしてみてください。なあに、これまでもやってきたんでしょう？これぐらい簡単ですよ
商人,ぐぬぬ・・・。あんな無様な姿を晒すぐらいなら死んだほうがましだ。俺ならうまくやれる・・・俺は勇者とは違う。陛下にも大臣にもいい顔をしつつ、この動乱をうまく収めるような提言をする・・・？。俺なら、やれるか・・・いやでも・・・
盗賊,商人さん！
商人,なめんなよ新人如きが！やってやろうじゃあねえかあ！！。皆様、まずは議場内をお騒がせして申し訳ありません。私は、勇者課勇者保護係の商人と申します。私共、勇者補助係の主要業務は、勇者の管理指導。その職責を以て議事進行を妨げる勇者の軽挙を止めさせていただきました。しかしながら、私もまた先ほど陛下の任命により勇者の名を冠するに至った者。ならば勇者としての責務を果たすことになんら躊躇はございません。この国に平和を導く一人の国民、いえ勇者として、陛下に申し上げたいことがございます
王,ふふふ・・・面白い展開ではないか。なあ近衛兵長
近衛兵長,・・・
王,許す、好きに申してみるがよい！
商人,ありがとうございます。まずは、陛下。先ほどの勇者の奏上、私共の指導不足もありその論点定まらず。結果として、見苦しい姿をお見せすることになりました。しかし、かの者もまたこの国の未来を憂う者。僅か４名で、各地の魔族を討伐し遂には魔王城まで到達したほどの男です。これまでの国への献身を考慮し、勇者の主張を今一度、確認したく思いますが如何でしょうか
王,よろしい、許す
商人,勇者よ、陛下のお許しが出た。お前の主張を端的に申し上げろ
大臣,なんだこれは・・・これは奏上なんて物ではない・・・。審議の真似事をするつもりか・・・？しかし、奏上と言われては止める術はない・・・
商人,だからこそ、なんでもやれる！本来の奏上とはかけ離れても、うまいこと回して乗り切ってみせる！
大臣,商人の目的は何なんだ？何故この期に及んで、奏上なんかを始めてしまったのだ・・・。いや、奴は賢しい。自身が誰の部下であるかは、忘れていまい・・・
勇者,・・・。俺は何で、あんなに興奮してしまっていたのだろう・・・奏上も台無しにされてしまった。魔王から引き受けた仕事も半端のままじゃないか・・・。俺は・・・。俺は、魔王との対話で魔族にも知性と礼節を持つ者があることを知った。そして、王国内で魔族が安い給料で働かされていることもだ。王都内の魔族は俺と同じだ。僅かな資金で、労働を強いられている。ろくに資金も与えられず魔王討伐に送り出された俺と同じなんだ。その姿に同情した。だから、彼らを救おうと思った・・・
商人,ろくな資金も与えられず？
勇者,俺たちが、旅立つ前に与えられた資金は僅か５０Ｇだ
大臣,・・・っち
商人,はあ？それで、どうやって旅を、あの強行軍を成し遂げたというんだ？
勇者,野宿と、食料の現地調達で凌いだ
商人,・・・まじかよ。み、みなさんお聞きになられましたとおり、勇者は困難な旅を成し遂げました。それでもなお、魔族の境遇に憐憫の情を抱く。とても優しい男なのです！。ぜひ、その寛大な心で勇者の申し上げたことに幾何かの心を傾けていただきたい。陛下！陛下は、魔族の低賃金労働について如何に思われますか？
王,ふむ、残念ながら商人よ。魔族の賃金については、我が国の外交局通商部が魔王との合意の下で算定しておる。行政府の管轄で、私には何ら権限は無い
勇者,な、なんだって！じゃあ俺は何のために帰ってきたんだ！あの奏上は一体何だったんだ！
魔法使い,あ、やっぱりわかってない
戦士,奏上の名を借りて、議員たちに問題を認識してもらうって筋書きだったのを全く理解してない・・・
王,まあ、その上で儂の意見を申すならば・・・。なんら問題は無いである
勇者,はあ！？
王,魔王との合意は文書にもしてある。魔王も一度は合意したことなのだ。それをいまさら、自身の都合で変えようなど外交を馬鹿にしている。それに加え、儂は王。この国の王である。寄り添うのは国民の利益にこそある。何故いまさら、魔族に利することに加担せねばならんのだ
勇者,くそっ、何が王だ！他人に思いやりの心を持たない、そのやり口！。それこそ魔王の所業ではないか！
王,・・・・ふふっ、魔王か。勇者よ、儂が魔王であると申すか
近衛兵長,不敬であるぞ！勇者！
商人,まずいまずいまずい、勇者にしゃべらせすぎた！これじゃあ、俺までとばっちりが及びかねん！。陛下の仰ること、尤もにございます！。ただ幾何か、かつて国を思い旅立ち、各地にて無法の魔族を討伐して歩いた彼に幾何かの温情をご期待申し上げるものにございます。勇者に話をふったのは失敗だった！話を逸らさなくては！。しかしながら、先ほどの勇者の口上において。一つ不可解な点がございました。大臣、勇者が旅の支度金僅か５０Ｇで旅立ったというのは事実でございますか？
大臣,・・・貴様の質問に答える義務はない
王,大臣。答えてやれ
大臣,くっ・・・
勇者の出立後に、僅か4名,内1名は新人
大臣,・・・。申し訳ないが、急に質問されても困るのだ商人よ・・・。財務局に問い合わせ、どのように予算管理がなされていたかを確認しないことには正確な答弁はできん。ただ私の記憶だと、勇者はかねてより僅かな資金で国を立つという慣例があったと記憶している
勇者,魔王ならわかる！俺は、俺たちにわたるはずの金がどこかに流れてるって話を魔王から聞いたんだ！
大臣,愚か者が！魔王なんぞに籠絡されおって、そんな何の根拠もない話を貴様は鵜呑みにしたのか！？
勇者,魔王なら！魔王なら・・・わかるんだ！
王,ふむ、では呼んでみるか
大臣,陛下、一体何を仰るのですか・・・！？
王,召喚魔法。魔の者よ我が召喚に応じよ！
魔王,側近ー、今日の晩御飯はアレがいいな
側近,はいはいハンバーグですね、料理長に申し付けておきます
大臣,は
商人,へ
魔王,ん・・・？
側近,え、え、え、あれ？ここどこ？
王,・・・魔王だけを呼んだつもりだったが、余計なものまで付いてきおったわ
魔王,あ、ああああああああああああああ！。国王！それに大臣！お前ら、よくも儂に暗殺者なんかよこしやがったな！
王,・・・あ、ああ、その話はあとじゃ
勇者,魔王！俺たちの金が、勝手に使われてるって話を証明してくれ！
魔王,おお、勇者ではないか。なんで縛られているんだ・・・いや、それよりも奏上は終わったのか？
勇者,ああ、魔族の労働問題についてはちゃんと王に伝えた。それより魔王！
魔王,わかったわかった、何となくではあるが状況は理解した。よし、側近出してやれ
側近,はい、召喚魔法出でよ魔法のキャビネット。えーはい、こちらですね。魔王様
魔王,うむ・・・よおく聞け人間ども、今我が手に握られている紙は王国の補正予算案。それも勇者関連事業に関するものである！。ここには勇者関連事業に5000万Ｇもの巨額の予算が組まれていることが書かれている！。そしてこちらの用紙には、その決済の領収書がとりまとめてある！
大臣,な！？何故貴様がそのようなものを持って居る！？
魔王,領収を精査したところ、その予算の大部分が大臣所縁の商会に支払われているな、それも使途が曖昧で領収の体を為していない！
大臣,わ、わかったぞ！貴様、何かしらの違法行為に手を染めたな！。どのような改竄が為されているかも知れぬ！そんなもの証拠にはならんぞ
側近,いえ、普通に窓口で資料請求したらもらえました
大臣,この国の情報公開制度はどうなっているのだ！？情報出しすぎだろ！
勇者,大臣！答えろ！俺たちの金、何に使った！
大臣,くっ・・・私は知らん、何も知らんぞ！担当部署に問い合わせろ！
商人,うわあ、藪蛇じゃねえか・・・これじゃあ大臣からも恨まれかねないぞ、というか絶対恨まれるだろこれ。いや、この調子だと大臣も失脚か・・・いやいやいや、大臣の政治力なら乗り切る可能性も捨てきれない！。よし！話を逸らしたうえで、バランスをとろう！。みなさま！私の奏上は、まだ半ばにございます！
魔王,え、誰だあいつ？
勇者,新しい勇者だ・・・
魔王,はあ？
商人,奏上中ですぞ、お静かに願います！
魔王,む・・・すまぬ
商人,それでは勇者関連予算の使途不明金については、以後精査がなされることを期待するものにございます！。最期に陛下御自身にお尋ねしたいことがございます
王,・・・続けよ
商人,私は先日、魔王城より召喚魔法により王城に帰還し。宝物庫内の調査において、陛下のお姿に相違ない遺体を発見いたしました。お答えいただきたい！彼の者は、何者でありましょうや！？
王,・・・。彼の者は、かつてこの国を治めていた王。そう自身の懐を温めることにのみ注力していた愚王その者である
商人,で、では！？陛下は、神話の時代よりこの国を治めてきた血族に連なるものでは無いのですか！？
王,そうだ。ふふふ・・・ふひっ。ふはははははははははははは！。我が名は魔王。かつては魔族を治めし者だ
大臣,！？
魔王,！？
王,ふふふ笑えるではないか、そこに縛り上げられた勇者が何気なしに吐き出した戯言。先ほど、私の事を魔王と呼んだな。ふははははははは、つまり勇者ただ一人が、真実にたどり着いていたというわけだ
勇者,・・・お前が、真の魔王だと！？
王,いかんいかん、この言い方では語弊があるな。今や私は息子に職を譲った身、言うなれば元魔王
魔王,ち、父上なのですか？。そのお姿はいったい！？
側近,先代勇者によって倒されたのでは！？
魔王,それよりも父上！貴方は魔の者でありながら、魔族を虐げるようなマネをしていたということですか！？
王,ははははは、悪く思うなよ魔王よ。いまや儂は人類の味方、魔族すら恐怖に陥れる儂は言わば大魔王である！
魔王,あ、あくまめ！
王,いや、悪魔じゃし。よろしい、せっかく役者もそろっておる。皆に真実を聞かせてやろう
魔王,人の営みは面白い、できればずっと眺めていたい
勇者,ならなぜ、魔族は人々に害をなす？人と寄り添う道だってあろう！
魔王,我々は人とのコミュニケーションの取り方を知らなかったんだ。魔族とは互いの力をぶつけ合うことで、お互いを知り信頼を得る。人のように言語を使用しての接触を会得していないのだ。言語を解する私は、魔族からしてみれば突然変異なのだよ
勇者,よくそれで魔族の統治ができていたものだな
魔王,統治など、ほとんどできておらぬ。この強大な魔力をもって無駄な争いが起きぬようコントロールするのがやっとだ。まあ、それでも。貴様ら人間には多大な迷惑をかけているようだがな。だが、一部魔族には知性と呼ぶべきものが生まれつつある。今後は、そのような新世代の魔物達がぞくぞくと生まれてくるであろう。そうなれば、人と魔族との調和の兆しが見えてくるかもしれぬ
勇者,・・・
魔王,どうした？私を打倒すのではないの？
勇者,気が変わった、お前は魔族にとって必要な存在だ。殺すわけには行かない。お前なら、魔族を新しい道に導けるかもしれない
魔王,ふむ、残念だが。それは断る。私も、もう疲れたのだ。そろそろ隠居したいと思っていた
勇者,だめだ。王無くして、国は統治できない。魔族には魔王が必要だ
魔王,魔王の座は、我が息子に譲る。我が息子は、新世代の中でも特出して言語の習得が早い。それに人間の文化に非常に興味を抱いておるから、人間に対して悪いようにはせんだろう。それに奴は、私に匹敵するほどの魔力を有しておる。魔族共をうまく抑えることもできるであろう
勇者,貴様の息子、信頼してもいいのか？
魔王,奴は私以上に人間よりだよ。私には、いまだ旧世代の魔族の血が流れている。時折な、何もかも破壊してしまえと血が騒ぐのだよ。しかし、我が息子であれば大丈夫だろう
勇者,だが、若き王では旧世代の魔族をコントロールしきれないのでは？それで人類に被害が及ぶなら、俺は勇者として見過ごせない
魔王,なれば、力の強い魔族、それこそ人々の集落を攻め滅ぼすほどの力を持つ者たちを魔王城に集めよう。そのうえで、魔王城ごと封印するのだ。いつかは破られるであろうが、まあ時間は稼げるだろう。その間に、魔族は大いに学ぶであろうよ。貴様ら人間の事を
勇者,それで、貴様はどうする？
魔王,言ったろう隠居すると。人の街に居を構え、人の営みを眺めながら余生を過ごすさ。だが、貴様の立場上それを許すわけにもいくまい？
勇者,人に危害を加えないというのなら、手を下す必要はないが？
魔王,国王の命を受けてここにきているのだろう。ならば貴様は何らかの成果を国に示さなくてはならない。我が首持っていくがよい
勇者,・・・人の話を聞いていなかったのか
魔王,安心しろ、私が作り出した精巧な分身の首だ
勇者,死んだふりか・・・だが、王国を欺くことは難しいぞ
魔王,なれば、徹底して隠匿を図ろう
勇者,具体的には？
魔王,王国だけではなく、我が魔族たちをも欺くのだ
勇者,息子にも黙って行くつもりか・・・
魔王,なに、魔族の寿命は長い。いつかはまた、会えるであろうよ
勇者,魔王、魔王はいるか？
魔王,おお、勇者ではないか久しいな。我が新居を見てみろ、人の作った調度品を揃えてみた。なかなかに洒落ておるであろう
勇者,む・・・俺は、そういうのはよくわからん
魔王,残念な奴だな。で、何か用が会ってきたのではないのか？
勇者,お前に相談したいことがある・・・
魔王,話してみろ
勇者,俺が、お前を倒す為に旅をしている間に国王が崩御した。いまは、新しい王が国を治めているが・・・あまり良い王ではない
魔王,ふむ・・・噂は聞いている。税が増え、国民が飢えているらしいではないか
勇者,俺は、いまから国王に苦言を呈しに行く。だがあの王の事だ、聞き入れてはもらえないであろう。俺は勇者だ、人々の安寧を守る責任がある。なのに俺は、その術を持たない・・・。俺が持っているのは圧倒的武力ぐらい・・・頼む魔王、知恵を貸してくれ
魔王,それだけ人の世を思うなら、貴様が王になればよい
勇者,馬鹿を言うな・・・王は神話の時代より続く正統な血筋でなければ勤まらん。血筋だけの問題ではない、俺には人々を統べる力はない
魔王,血筋か・・・人間どもは何とも下らないものに縛られておるな
勇者,いや、おまえんちも息子が魔王やってるじゃないか
魔王,まあ、そうなんだけど。そうだな・・・では王になりすますか
勇者,なりすます？
魔王,つまり、王を殺し・・・入れ替わる・・・
勇者,・・・
魔王,ほお、闘争を嫌う貴様なら怒り狂うと思ったが・・・それほどに酷い王なのか
勇者,魔王・・・魔族を治めていたお前なら、この国を治めることも・・・
魔王,私は、隠居した身なのだが
勇者,頼む！対価はいくらでも支払う！
魔王,そこまで信頼されても困るな。私は人の統治などしたことないからな。それに、旧世代の魔族の血が突然騒いで大問題を引き起こすやもしれんぞ？
勇者,俺が、付き添おう。俺を側においてくれれば、可能な限りサポートをする
魔王,万が一ばれるたら国に大混乱をもたらすぞ。勇者が、それに加担したとなればなおさらだ
勇者,ならば俺も顔を変えよう・・・元には戻れなくなるが、究極の変化魔法を使えば可能だ
魔王,家族や友人を捨てるつもりか？
勇者,この国の現状を思えば、芥程の後悔もない
魔王,ふむ、それほどの覚悟か・・・よかろう、長い余生だ。人間の王ぐらいやってやろう。・・・対価はいくらでも支払うと言ったな
勇者,ああ、俺が払える限りでだが
魔王,ならば、貴様には私の余生に付き合ってもらおう。互いに家族や友を捨てた身、新たな友を得るのは良いことであろう
勇者,・・・ああ！それぐらいなんてことはない！
魔王,ふむ、しかし人間の寿命は短すぎる・・・お前の体、すこしいじらせてもらうぞ
勇者,？
魔王,なに、魔族寄りの体に改造して。ちいっとだけ寿命を延ばすのさ
大臣,大魔王！貴様が兄王を殺した張本人か！
王,ははははは、その通りだ大臣。正体を明かした以上、取り繕う必要は無いか
大魔王,さあ人間どもよ、我が名は大魔王。人間の王を暗殺せし者よ！
大臣,こ、殺せ！近衛兵長！大魔王を殺すのだ！
近衛兵長,友は殺せぬ
大臣,何を言っている！やつは王殺しの男ぞ！
近衛兵長,我が真の名は勇者。大魔王と友情を交わし、共に王を殺したものだ！
大臣,先代勇者か！陛下の怒りを買い姿を隠したとばかり思っていたが、こんなところに隠れていようとは！
魔王,大魔王！息子である私すら殺そうとしたのか、そうなのだな！
大魔王,あははははは、なあに現に貴様は生きているではないか
魔王,許さぬ、もう父とは思わんぞ！極大闇魔法ダークネス
近衛兵長,極大光魔法シャイニング！
商人,ほら、勇者御一行様。お前らも行ってこい
勇者,俺たちの拘束を解いてもいいのか・・・？
商人,お前たち以外の誰が、あの化け物同士の戦いを止められるというんだ？。悪いが、俺に期待されても困るぜ。もうお前との戦いで体力もすっからかんだ
勇者,そうか、そうだな・・・俺ももっと暴れたい気分だったんだ。魔王と大魔王の戦いを止めるか・・・！面白そうじゃねえか！。おい、みんな準備は良いか！？
戦士,もちろんだ、勇者！
魔法使い,大魔王と戦うなんて、ようやく勇者一行らしい仕事じゃない
僧侶,あんなやつぶん殴ってやりましょう！
勇者,よし！いくぞ！。大臣！かくごおおおおおおおおおおおおおおおおおおおおおおおおおお！
戦士,ば、ばか！そっちじゃねえ！！
大魔王,ふはははははは、せっかくの余生だ。殺されてはたまらぬ！逃げるぞ先代勇者！
魔王,ほざけ、そんなの許すわけが無かろう。冥途に送ってくれるわ！
近衛兵長,大臣、貴様は前から気に食わなかったんだ！最後に一発だけぶん殴らせろ！
大臣,こっちの台詞じゃ、先代勇者！
勇者,戦士！さっきはよくも裏切ってくれたな！
戦士,お、俺にだって家族がいるんだ！それより大魔王をどうにかしろ！
僧侶,勇者様！私と言うものがありながら、遊び人なんかに籠絡されて！この浮気者！
魔法使い,ちょっと、あんた達いい加減にしなさい！敵は大魔王でしょう！
議長,閉会！ひとまず議会を閉会とする！議員諸君は、早急に退避！へいかあああああああああああああああああああああああい！
騎士,ありゃりゃ、これじゃあ大臣の緊急動議もご破算だなあ
賢者,もしかして、これを最初から計算していたんですか？
商人,まさか・・・成り行きに身を任せただけさ
盗賊,・・・どういうことです？
遊び人,結果として、商人さんは大臣の不正、国王の正体を明らかにし。そのうえ、国民の政治参加の要である衆民院議会を守ったということですわ。私としては、奏上を使ってうまくまとめ上げてほしかったのですけど・・・
商人,無茶言うなよ、あんな急に振られてそんな真似できるか。こっちは恥を晒さないようやるのだけで必死だったんだ
賢者,まあ、この大混乱じゃあ商人君の奏上なんてみんな忘れてしまうでしょうしねえ・・・ん、ああこれも計算ずくですか
盗賊,まさか、勇者の拘束をといて混乱を加速させたのも・・・この大混乱を引き起こすため？
商人,さあ、どうだろうな。で、どうよ遊び人ちゃん、盗賊ちゃん。君たち憧れの新しい勇者様の初仕事は？
盗賊,ぎりぎり可
遊び人,落第点
商人,そっかあ・・・。勇者になるってのは、難しいなあ・・・。ぐえー、頭痛が痛いいいいいいい
盗賊,まったく、始業時間ギリギリですよ。なにやってるんですか！
商人,んなこと言ったって、勇者ってのは彼方此方に御呼ばれするんだよおお。昨日も、遊び人と一緒に北の商会のパーティーで笑顔を振りまいてきたんだぞ
騎士,まあ、それも勇者の仕事と思ってあきらめなさい
商人,騎士さんー、午前中だけでも休ませてもらえないでしょうか・・・
騎士,だめ。事務仕事も溜まっているんだ、これだって立派な勇者の仕事だ
商人,勇者になっても、事務仕事からは逃れられないのか・・・
賢者,ただ酒がたらふく飲めると思って耐えてください
商人,あれ・・・そういえば遊び人は？
騎士,商人君、ちゃんと敬意を以て大臣と呼びなさい。彼女は今や私たちの上司なんだから
商人,へーい
遊び人,みなさん、おはようございまーす
盗賊,あ、大臣！もう始業時間過ぎていますよ！何考えているんですか！？
遊び人,申し訳ありません。昨晩、ちょっと盛り上がりすぎちゃって・・・つい、朝まで
賢者,まったく、自分の立場を弁えてください
商人,というか、約束通り勇者と結婚してさっさと寿退職してしまえばよかったのに
騎士,こらこら、いま大臣にやめられたら私たちが困るんだからね
遊び人,だれが、あんなへなちょこ勇者と結婚するものですか。あんな婚約、破棄ですわ破棄！
商人,そんなこと言ってると、売れ残りますよ。いや、年齢的に既に売れ残りか。あ・・・
盗賊,・・・
賢者,・・・
騎士,・・・
遊び人,・・・。そういえば、商人さん・・・
商人,は、はい・・・
遊び人,昨晩は、お互い楽しみましたわね！
商人,な！？いやいやいや誤解を招く！その言い方は誤解を招きます大臣閣下！
盗賊,
賢者,うわあ・・・
騎士,く、くわばらくわばら
盗賊,こんの、はれんちおとこめええええええええええええええええ！！！
