Turn1,愛神が生まれた日
ルルーシュ,・・・この歌詞もかっ！
C.C.,どうした？いきなり叫んで
ルルーシュ,い、いや・・・。何でもない
ナナリー,シャーリーさんの歌は優しい感じでしたがミレイさんの歌は元気を貰えますね
カグヤ,同感です。ステキですね
ナナリー,それにしても、完成度が高いですがいつバンドの練習してたんでしょう？
ルルーシュ,やってくれる・・・！今日受けたインスピレーションのおかげで寝る前に毎晩展開している妄想ストーリー“反逆のルルーシュ”が一気に進みそうですよ。やはりあなた方は優秀だ！。凄かったな
カグヤ,はい。感激しました！
ナナリー,明日お話を聞くのが楽しみです
ルルーシュ,そうだな
C.C.,あっ。おい、ルルーシュ。あの店にいきたい
ルルーシュ,ん？お面か・・・子供っぽいな
C.C.,うるさい。行くぞ
ルルーシュ,はいはい
カグヤ,ちょっとお手洗いに行ってきますので、お面屋の前で待っていて貰ってもいいですか？
ルルーシュ,分かった
カグヤ,すみません。行ってきます
C.C.,チーズ君のお面がある！これを買ってくれ
ルルーシュ,自分で買え
C.C.,そんな事言うな。たまには良いだろう？
ルルーシュ,いつもオレの奢りだろうが
C.C.,冷たいやつだ
ルルーシュ,ふん・・・すみません。これをください
C.C.,！
*,はいよ。まいど
ルルーシュ,ほら
C.C.,ふふ。素直じゃないな
ルルーシュ,黙れ
ナナリー,・・・
ルルーシュ,・・・それにしてもカグヤ遅いな。もう30分は経つぞ
ナナリー,確かに。電話も繋がりませんね・・・
C.C.,迷子になったんじゃないか？
ルルーシュ,その可能性は高いな。探しに行ってくる。二人とも携帯はあるな？
ナナリー,はい
C.C.,あぁ
ルルーシュ,念のためナナリーとC.C.はここに居てくれ
C.C.,はいはい
ルルーシュ,じゃあ、探してくる
ナナリー,はい
カグヤ,お手洗いが混んでて大分時間がかかってしまいました。おまけに道に迷ってこんなひと気のないところに・・・
*,ちょりーっす！ねぇねぇ、お姉さん！可愛いね！よかったら僕たちと一緒に学園祭回らない！？
カグヤ,すみませんが先を急いでいるので
*,チョベリバー！そんな事言わないでさぁ、遊ぼうよぉ！オレッち達と一緒に居た方が楽しいって！
カグヤ,貴方がたのような何の魅力も無いチャラ男の隣なんて歩きたくありません。では、私はこれで
*,待ってよ！
カグヤ,離しなさい！
*,魅力があるかどうかはこれから分かるからさ！
カグヤ,これ以上拘束するなら叫びますよ？
*,いいよー、べつにぃ。周りが騒がしいから声が届くかねぇ？ま、騒ごうとしたら手荒にいくけどねっ
カグヤ,く・・・
*,じゃ、オレっちたちと良い所にいこうか
カグヤ,やめ・・・
ルルーシュ,おい、お前たち！
*,あんだぁ？
カグヤ,る、ルルーシュさま・・・
ルルーシュ,その子はオレの連れなんだが何の用だ？
*,このお嬢ちゃんが、お前と一緒に居るよりオレッち達と一緒に遊びたいってよ
カグヤ,ルルーシュさま！この人たちが私を無理やり連れ去ろうと！
ルルーシュ,それは頂けないな
*,ちっ、面倒くせぇな。コイツひ弱そうだしボコッちまった方がはやくね？。そうすっか！ストレス発散ってな
ルルーシュ,武力行使に出るつもりか？
*,おうよ！今更謝ったって許してやんねぇよ！
ルルーシュ,・・・だそうですよ？藤堂先生
藤堂,ふむ。相手願おうか
*,オッサンが出てきたか！。あのオッサン強そうじゃね？。はんっ！見かけ倒しだろ。二人がかりなら余裕っしょ！。そうだな。いっくぜぇ！。おらっ！
藤堂,動きが遅いな
*,なかなかやるじゃねぇの！おらっ！
藤堂,・・・
ルルーシュ,カグヤ
カグヤ,ルルーシュさま！
ルルーシュ,もう大丈夫だからな
藤堂,踏み込みが甘いな
*,あ、当たらねぇ・・・。このっ！
ルルーシュ,いくらでも隙はあるのに何故藤堂先生は反撃しないんだ・・・？
*,こいつバケモンかよ・・・。くそがっ！ぶん殴らねぇとおさまんねぇんだよ！
藤堂,この馬鹿者がｯ！
*,ひぃっ
ルルーシュ,こ、校舎の壁が砕けた・・・
藤堂,お前たち、それだけの闘志がありながら何故自己鍛錬を行わない？
*,・・・ッ！？
藤堂,その闘志とお前たちの若ささえあれば、どんなことだって出来る。無限の可能性を秘めているのだぞ。こんなところで燻っていて良いのか？
*,あ、アンタに何が分かるんだよ！。どうせオレたちはいつだって誰からも必要とされてない社会のゴミなんだよ！
藤堂,私にはわかる。退屈な日常への苛立ちだろう？
*,そ、それは・・・ッ
藤堂,望むのならお前たちの飢えた心を満たしてやる。一度この道を歩めば退屈な日々とは無縁になる。しかし、何度も挫折や苦い思いを味わうだろう。お前たちなら努力次第で私の奥義を使いこなせるかもしれんな
*,どうして・・・気にかけてくれんだよ・・・
藤堂,なに、大学の先輩として後輩を正しい道に導くのは当然のことだ。それに羨ましいのさ。若さと才能溢れるお前たちがな
*,羨ましいなんて・・・初めて言われた・・・。お、オレっちも
藤堂,お前たちにはまずやるべき事がある。そうだな？
*,は、はい・・・。さっきは御免なさい。反省しています。もう二度とこんな事はしません
カグヤ,は、はい。もう気にしてません・・・
藤堂,後は大丈夫だな？
ルルーシュ,はい。ありがとうございます
藤堂,では、お前たちはついてこい！
*,はい！。でも、どちらへ？
藤堂,君たちの充実したキャンパスライフを約束する“裁縫部”の部室だ！まずは、糸を針の穴に通すところから初めてもらう！道は険しいが、やれるな？
*,はい！
藤堂,よし！良い返事だ！いくぞ！
ルルーシュ,・・・さすが藤堂先生だ。もめ事を解決するだけではなく問題児を更生し、自分が立ち上げた部活に勧誘までするとは
カグヤ,ルルーシュさま！ありがとうございます。助かりました！
ルルーシュ,オレは何もしていないさ。カグヤを探している時に偶然藤堂先生に会ってな。カグヤと連絡がつかなくなったという話をして一緒に来てもらったんだ
カグヤ,藤堂先生も来ていらしたんですね
ルルーシュ,あぁ。藤堂先生はこの大学のOBで裁縫部の初代部長だったらしい。裁縫の世界大会で4年連続優勝して、アッシュフォード大学に世界的ネームバリューを与えた人だ。毎年学園祭になると大学長が直々に藤堂先生の自宅までお出迎えに行くそうだぞ
カグヤ,凄いですね。・・・本音を言うと、今まで藤堂先生の事が苦手でした。無口なだけではなく髪の後退が始まってますし足もクサいので・・・。でも考えが改まりました。凄く素敵な先生だと思います
ルルーシュ,そうだな。前半部分はともかく、素敵な先生だとオレも思うよ。・・・もう落ち着いたか？
カグヤ,はい
ルルーシュ,じゃあ、戻ろうか
カグヤ,ルルーシュさま！
ルルーシュ,なんだ？
カグヤ,探しに来てくれて、助けに来てくれて凄く嬉しかったです。本当にありがとうございました！今までよりも、もっとルルーシュさまの事が好きになりました
ルルーシュ,大げさだな
カグヤ,そんな事ありません。いま心に決めました！良妻になれるよう頑張りますのでこれからも宜しくお願いします
ルルーシュ,あぁ。こちらこそ
カグヤ,競争率が高い上に私は新規参戦で不利な身ですが、これから絶対振りむかせてみせます
ルルーシュ,何の話だ？
カグヤ,気にしないでください
ルルーシュ,そうか。じゃあ、戻るか
カグヤ,はい！
ナナリー,襲われていたなんて・・・大丈夫でしたか？
カグヤ,はい。ご心配かけました
ナナリー,無事で良かったです
C.C.,藤堂が居て良かったな。お前だけじゃ返り討ちにあってたんじゃないか？
ルルーシュ,藤堂先生が居なければ居ないで他のやりようはあったさ
C.C.,そうか。まぁ、お前はズル賢いからな
ルルーシュ,言い方が悪いぞ
C.C.,悪い。つい本音が出てしまった
ルルーシュ,まったく・・・
ナナリー,お兄さま、待ってる間に調査したのですがお化け屋敷があるそうなんです。行ってみませんか？
ルルーシュ,お化け屋敷か
ナナリー,そのお化け屋敷は蝋人形研究会というサークルが力を入れて作ったらしくて凄い怖いって評判みたいです
C.C.,確かにお化け屋敷の話がそこらへんで飛び交ってたな
ルルーシュ,じゃあ、行ってみるか？
ナナリー,はい！
*,っさいませー。入館料は500円っす。一度の入場数は最大二人までっす
ルルーシュ,二人までか
ナナリー,私はお兄さまとがいいです！
カグヤ,私もです！
ルルーシュ,おいおい・・・
C.C.,モテモテだなぁ？お前から選んでやったらどうだ？
ルルーシュ,え？
ナナリー,そうしてください！お兄さま！
カグヤ,ぜひ私を選んでください！
ルルーシュ,いや、それは・・・
C.C.,はやく私と一緒に行きたいと言え・・・
ルルーシュ,じゃあ、ジャンケンのグーとパーで別れよう
C.C.,逃げたか
ナナリー,肌寒いですね・・・
ルルーシュ,あぁ。それに薄暗い・・・当たり前だが。ほわっ！？
ナナリー,あっ、ここ驚く所でしたか。・・・キャー
ルルーシュ,いきなりお化けの顔がライトアップとは・・・中々凝ってるな
ナナリー,コワイデース、オニイサマ
ルルーシュ,大丈夫だよ。ナナリーはオレの命に代えても必ず守る！
ナナリー,お兄さまぁ・・・
ルルーシュ,うわっ！お、大きな音は反則だろう・・・！！
ナナリー,ヒャー
C.C.,・・・あんな叫ぶほど怖いものは無かった気がするが
カグヤ,そうですね。びくっとするものはいくつかありましたが・・・
C.C.,さっきからルルーシュの叫び声ばかりだが、ナナリーは大丈夫なのか？
カグヤ,ナナリーは一見お淑やかですが、結構野性的な部分もありますので・・・恐らくまったく怖がってないかと
C.C.,怖がってるのはルルーシュだけか。ナナリーといいコーネリアといい強い女ばかりだな・・・ここの血筋は。男はヘタレばかりだが
カグヤ,あら、よくご存じのようですね？
C.C.,まぁな
カグヤ,私も将来、ルルーシュさまの妻になる事にしましたので私の事も宜しくお願いしますね
C.C.,お前の器量は認めるが、それだけじゃあのボウヤの相手は務まらない
カグヤ,では何が必要だと？
C.C.,それが分かる時が来るとしたら、アイツの本質に気が付いた時だろうな
カグヤ,ルルーシュさまの本質・・・
ルルーシュ,・・・
ナナリー,怖かったですね。お兄様
カグヤ,ナナリーは沢山おいしい思いをしてきたようですね
C.C.,叫び声が外まで聞こえてきたぞ？
ルルーシュ,だ、だまれ・・・
カグヤ,鯛焼きでも食べて落ち着きますか？
ルルーシュ,そうだな・・・そうしよう。鯛焼きを食べたら帰るか
カグヤ,名残惜しいですがそろそろ終了時間ですもんね
ナナリー,今日は楽しかったです
ルルーシュ,ナナリー、まだ怖いのが抜けていないのか？
ナナリー,はい。もう少しだけ・・・
ルルーシュ,しょうがないな
カグヤ,負けません！まだルルーシュさまの左腕があまってます。私も楽しかったです。連れてきてくださりありがとうございました。また一緒に遊んでくださいね
ルルーシュ,あぁ。こちらこそありがとう
カグヤ,ふふ。ルルーシュさまと一緒ならどこにでも行きますので
ナナリー,勝負をかけるのは帰宅後ですね・・・
ルルーシュ,ただい・・・ま！？
ユーフェミア,こんばんは。お邪魔してます
コーネリア,遅かったな！
ルルーシュ,な、なぜ姉上とユフィが！？
咲世子,先ほどお見えになられましたので上がってもらいました
コーネリア,おい！学園祭に行っていたそうだな！？
ルルーシュ,はい
コーネリア,なぜ私を誘わなかったんだ！
ルルーシュ,そ、それは・・・
コーネリア,それは！？
ルルーシュ,が、合宿に付き合って頂いたので、連休最後の日までお誘いするのは悪いかと・・・
コーネリア,そのような気遣いは無用だ！
ルルーシュ,は、はい。すみません
コーネリア,罰として今日のトレーニングは厳しくいくからな！
ルルーシュ,トレーニング・・・ですか？
コーネリア,そうだ！マラソンを完走できる男になるべく特訓だ！
ルルーシュ,今日は外寒いですし今度にしませんか？
コーネリア,ダメだ！たるんでいるぞ！やると言ったらやるんだ！さぁ、着替えてこい！
ルルーシュ,は、はい
ナナリー,では私も・・・
ユーフェミア,ナナリーは私とお喋りしましょう？
ナナリー,え？お喋りですか？
ユーフェミア,そう。ゆっくりお話したいです
ナナリー,それは私もですが・・・。でも、お兄さまが・・・
ユーフェミア,ルルーシュなら大丈夫ですよ。お姉さまもついていますし
ナナリー,だから監視の必要があるんです
ユーフェミア,私とお喋りするのはイヤかしら？
ナナリー,・・・いえ、嬉しいです。私でよければお相手お願いします
ユーフェミア,そう！嬉しい！C.C.さんも一緒に
C.C.,本当は忙しいんだけどな。そう懇願されたら仕方ないな
咲世子,では、お茶を入れてきますね。ご夕食はルルーシュさまたちがお帰りになってからでよろしいでしょうか？
ナナリー,はい。ありがとうございます
ルルーシュ,ぜぇ・・・はぁ・・・ぜぇ・・・はぁ・・・
コーネリア,軽いジョギングペースなんだがな・・・30分走っただけで、そんなになってしまうとは。少し休憩するか
ルルーシュ,はぁ・・・はぁ・・・
コーネリア,・・・ルルーシュ
ルルーシュ,なんですか・・・？
コーネリア,と、時にお前は・・・こ、恋人とか出来たか？
ルルーシュ,いきなりなんですか・・・？
コーネリア,なに、姉として心配になっただけだ！大事な弟を任せられる女かどうか見極める必要もあるだろう
ルルーシュ,なんですか、それは。残念ですが居ませんよ
コーネリア,そ、そうか！ふふふ！お前にはまだ早い話だったな！
ルルーシュ,そうでしょうか
コーネリア,そうだ！よし、休憩終了だ！
ルルーシュ,え、もうですか！？
コーネリア,あぁ！己の限界を超えてこそ成長につながるのだ！更にペースを上げるぞ！ついてこい！
ルルーシュ,ま・・・待ってくださ・・・
コーネリア,遅れているぞ！あの月に向かって走るんだ！
ルルーシュ,も、もうダメだ・・・
コーネリア,る、ルルーシュ！？
ルルーシュ,・・・
コーネリア,し、死んでいる・・・
ルルーシュ,・・・
コーネリア,って！そんな訳あるか！気絶してしまったようだ・・・。仕方ない。おぶって帰るか。よっと・・・。コイツ、軽いな・・・。大丈夫か？
ルルーシュ,・・・あ、姉上・・・む・・・す・・・
コーネリア,む・・・起きたか？ルルーシュ？
ルルーシュ,・・・
コーネリア,寝言か・・・。可愛い奴だ
ルルーシュ,つ・・・き・・・あ・・・う・・・
コーネリア,つ、付き合う！？どんな夢を見ているんだ！？
ルルーシュ,・・・
コーネリア,そ、その、なんだ。そんなに恋人が欲しいなら私がなってやってもいいぞ？。か、勘違いするなよ！姉としてそういった教育もちゃんとしてやらないといけないと常々思っていたんだ！本当だ！。どうだ？ルルーシュ！私の事は好きか？
ルルーシュ,・・・はい・・・
コーネリア,！。や、やっぱり付き合うのは駄目だ！い、いや！勘違いするなよ？お前が嫌いな訳じゃないんだ！
ルルーシュ,そ、そんな・・・
コーネリア,わ、私たちは姉弟なんだぞ！そ、その気持ちは嬉しいが・・・とにかく付き合うのはダメだ！だ、だが甘えたいときはいつでも甘えて良いからな！今はそれで我慢してくれ！
ルルーシュ,う・・・ん・・・
コーネリア,だがな、ルルーシュ！私はこの国のトップになろうと思う！そして血が繋がっていても結婚できる国にするんだ！だから、それまで待っていろよ！。やるぞー！
・・・ルルーシュが気絶した時、ルルーシュは夢を見ていた。,※カタカナの部分は寝言として声に出してしまった部分
ルルーシュ,うわぁぁぁー！！。ッ！？・・・夢か？
コーネリア,ルルーシュ！
ルルーシュ,はい！？
コーネリア,目を覚ましたか！3時間も気絶するとは、さすがに焦ったぞ！
ルルーシュ,姉上・・・
ナナリー,お兄さま！大丈夫ですか？
ユーフェミア,走ってる途中で気絶してしまったそうですよ
ルルーシュ,あ、あぁ。大丈夫だ・・・。心配かけてすまない
コーネリア,良かった！
ユーフェミア,ルルーシュの無事も確認できましたし、そろそろお暇しましょう？もう夜も遅いですし
コーネリア,そ、そうだな。しっかり休んで明日元気よく登校しろよ？
ルルーシュ,はい。ありがとうございます
コーネリア,・・・またな！
ユーフェミア,では、また学校で
ルルーシュ,あぁ
ナナリー,すみません。私たちは先に夕食を食べてしまいました。いま咲世子さんにお料理を温めなおして貰うよう言ってきますね。落ち着いたらリビングに来てください
ルルーシュ,あぁ。ありがとう、ナナリー
ナナリー,いえ、また後で
ルルーシュ,・・・ふぅ。ん？。メーターのランプが新たに2個点灯している。黒色と紫色か・・・。今日関わった中で、いつもと違う事があったのはカグヤだから恐らく1個はカグヤだろう。もう1個は・・・誰だ？可能性としては姉上か。ランニングに付き合って満足してくれたと考えられる。途中で倒れてしまったが・・・。とりあえず夕食を済ませてから考えるか
ユーフェミア,合宿に行ってからね、思うんです。いま幸せだなぁって
ナナリー,何かあったのですか？
ユーフェミア,近頃ナナリーやルルーシュとあまり会えなかったでしょ？それで昨日、一昨日と一緒に合宿に行って・・・凄く楽しかったんです
ナナリー,それは私もです。・・・ユフィ姉さまのお母さまのお考えは昔のままですか？
ユーフェミア,えぇ。相変わらず他の異母兄弟姉妹に会う事を良く思っていません・・・。最近はお姉さまがウマい言い訳が出来るようになって、こうやって時間を作れていますが
ナナリー,そうなってしまう気持ちも分からなくありませんし攻める事は出来ませんよね。愛した人がお父さまだったなんて・・・考えただけでもお気の毒です
C.C.,シャルルは確か・・・最初の女とシュナイゼルを産み、不倫相手ユフィ母。更にそのあと、第二の不倫相手マリアンヌ
ユーフェミア,・・・ですが、お母様はそう言っても私はやっぱりナナリーやルルーシュと一緒に居たいんです。だから久々に会えて、一緒に遊べて凄く嬉しかったです
ナナリー,私も嬉しかったです
ユーフェミア,でもね、どんな関係にもいつかは終わりが来てしまう。それは分かるでしょ？
ナナリー,はい・・・
ユーフェミア,だから、ナナリーも大切な人たちと一緒に居られる今この時間を大切にしてね？大切な人と一緒に居られるというだけで幸せな事なんだって気づく時が必ず来るから
ナナリー,勿論です
C.C.,・・・
ユーフェミア,私はナナリーが羨ましいなぁって思う時もあるんですよ
ナナリー,え？何故ですか？
ユーフェミア,だって、ルルーシュといつでも一緒に居られるんですもの
ナナリー,あ・・・
ユーフェミア,ナナリーから見たら、私も姉さまといつでも一緒だから気持ちは分かると思うの。でもね、やっぱりルルーシュとも一緒に居たいなぁって
ナナリー,ユフィ姉さまは・・・お兄さまの事が好きなんですか？
ユーフェミア,ふふ。聞きたい？
ナナリー,はい
ユーフェミア,私はね、ルルーシュのこと大好き
ルルーシュ,久々にいっぱい食べた。運動後の食事は何だかんだいって美味いな。ただ、ナナリーがあまり元気がないように見えて気がかりだが・・・。ん？・・・どうぞ
ナナリー,お兄さま
ルルーシュ,どうしたんだい？
ナナリー,気が付いたことがあって・・・お兄さまに聞いてもらいたくて
ルルーシュ,なんだい？
ナナリー,私、お兄さまを愛しています。お兄さまが居れば他にもう何もいらないくらいに・・・
ルルーシュ,ナナリー・・・？
ナナリー,だから、お兄さまと他の女性が仲良くなるのがイヤでした。お兄さまが遠くへ行ってしまうような気がして・・・
ルルーシュ,オレはどこへも行かないよ
ナナリー,おにいさま・・・！
ルルーシュ,よしよし・・・
ナナリー,私、欲張りでした・・・。もし、お兄さまが他の女性とお付き合いを始めても文句は言いません！もう束縛しません！だから私を愛してください！私と一緒に居る時間も割いてください！うぅ・・・
ルルーシュ,ナナリー。・・・何があったんだい？
ナナリー,お兄さまがコーネリア姉さまと一緒にトレーニングに行ってる時、ユフィ姉さまとお話してたんです・・・
ルルーシュ,うん
ナナリー,その時に、ユフィ姉さまが私の事を羨ましいって言ったんです。お兄さまといつでも一緒に居られるからって。大切な人と一緒に居られる幸せを大切にしてって
ルルーシュ,ユフィが・・・
ナナリー,ユフィお姉さまも生徒会の皆さんもお兄様の事が大好きで・・・でも、いつも一緒に居られるわけじゃなくて・・・。でも、私はいつも一緒に居られるのに、今まで以上にお兄さまを独占しようとして・・・ぐす・・・。もしも、私が他の皆さんと同じ立場だったら、すごく辛いだろうなって思ったら・・・もう・・・自分がどれだけ欲張りだったかに気が付いて・・・
ルルーシュ,そんな事ないよ。ナナリーは優しいな
ナナリー,お兄さま・・・うぅ・・・これからも私と一緒に居てくれますか？恋人が出来たら恋人を優先しても構いません。だから私とも・・・一緒に居る時間を・・・
ルルーシュ,勿論だよ。愛してる、ナナリー
ナナリー,うぅ・・・ﾋｯｸ・・・
C.C,ナナリーも１つ大人になったな・・・大したもんだよ。あの年で
咲世子,嬉しそうですね
C.C.,まぁな。私にとっては坊やもナナリーも家族みたいなものだからな
咲世子,よろしければシャルルさま秘蔵のワインでも飲みますか？
C.C.,そうだな。付き合ってくれ。咲世子
咲世子,よろこんで。今夜こそはC.C.さまの過去話をお聞きしたいものです。特にご年齢を・・・
C.C.,大した話は何もないし、年齢は永遠の15歳だ
咲世子,ご謙遜を。アッシュフォード学園を48回も留年している方なんて後にも先にもC.C.さまだけですよ。シャルルさま在学時に学園に転入してきて同級生になり、現在はシャルルさまのご子息と同級生になるなんて伝説になってもおかしくありませんよ
C.C.,私は20までしか数を数えられないからな。だが、留年という積み重ねを過ごすのをやめたいな。私が求めていた人物も現れた事だしな
咲世子,ルルーシュ様ですか？
C.C.,さぁ、どうだろうな？
ナナリー,すぅ・・・すぅ・・・
ルルーシュ,最近ナナリーを不安にさせてしまっていたか。大切な人と一緒に居られる時間を大切に、か・・・こうやってナナリーも少しずつ大人になっていくんだな。・・・ん？メーターに栗色ランプが追加されている。このタイミングで点灯するという事はナナリーだな・・・。これでランプ点灯は9個。明日は最終日。さきほどのナナリーの話や最近の言動からして残す所はユフィで間違いない。スザクはユフィに気があるようにある・・・よな？たぶん。ユフィにアクションを起こした際にスザクがどう出るか・・・スザクとはこれからも友達で居たい。出来れば穏便に済ませたい・・・ケンカにならない事を願うしかないな
ナナリー,お兄さまぁ・・・むにゃむにゃ
ルルーシュ,オレも寝るか。おやすみ、ナナリー
コーネリア,うーむ・・・
ユーフェミア,お姉さま、何を見てるんですか？・・・国会議員選挙のホームページ？
コーネリア,ユフィ！私は来年の選挙に出馬しようと思う！
ユーフェミア,まぁ！いきなりどうしたのですか？
コーネリア,秘密だ！だが、やらなければならないことが出来たんだ！
ユーフェミア,よく分かりませんが頑張ってください！
コーネリア,あぁ！ところで、ユフィ。これは何て読むか分かるか？
ユーフェミア,えーっと、しゅうぎいんですね
コーネリア,そうか。ところで、衆議院ってなんだ？
ユーフェミア,え？そこからですか・・・
Turn7,Fw；。Fw；
ルルーシュ,昨日アッシュフォード大学で演奏してたよな？
カレン,え！？
シャーリー,な、なんでそれを知ってるの！？もしかして見に来てた！？
リヴァル,何の話？
ルルーシュ,昨日アッシュフォード大学の学園祭でシャーリー、カレン、会長、アーニャがライブをしていたんだ。それを偶然見かけて
リヴァル,マジで！？見たかったなぁ
スザク,そんな話全く聞いてなかったけど、いつ練習してたんだい？
シャーリー,卒業式の日にサプライズ演奏する予定だったの。だから秘密にしてたんだ。ごめんね
ルルーシュ,そうだったのか・・・
カレン,その模擬練習として会長のコネで大学祭で演奏させてもらったのよ
リヴァル,スケールがでかいなぁ
シャーリー,まだ皆には秘密にしといてね？一応サプライズの予定だから
ルルーシュ,あぁ。誰にも言わないさ
C.C.,出来ればな
シャーリー,C.C.～！そんなイジワルな言い方しないでよぉ！
C.C.,ふふ。お前のボーカル、良かったぞ？頑張ったな
シャーリー,あ、ありがと・・・
ルルーシュ,オレも心に響いた。色々考えさせられたよ
シャーリー,ほ、ほんと！？
ルルーシュ,あぁ
カレン,む・・・あたしのボーカル曲も作って貰おうかなぁ
ユーフェミア,今日から生徒会メンバーになりましたユーフェミアと
C.C.,C.C.と・・・
カグヤ,カグヤです！宜しくお願いします！
ミレイ,うぇるか～む！大歓迎よ！これから宜しくねぇ！
ニーナ,ユーフェミアさまと一緒・・・やったぁ
ナナリー,みなさん宜しくお願いします
ジノ,よろしくなぁ！
ミレイ,ってわけでぇ！今から歓迎パーティをするわよ！
ユーフェミア,わぁ！楽しそうですね！
ミレイ,準備を始めましょ！
ルルーシュ,ユフィ、ちょっと話があるんだけどいいかな？
ユーフェミア,あ、はい。どうしたんですか？屋上まで来て
ルルーシュ,その、聞きたい事があるんだ
ユーフェミア,なんですか？
ルルーシュ,ユフィは・・・今に満足しているかい？
ユーフェミア,はい！今まで生きてきた中で一番いまが幸せです！
ルルーシュ,オレに何かして欲しい事とかはあるか？
ユーフェミア,特にありません！これから同じ生徒会メンバーになりますし、沢山お話しできるって思うと凄く楽しみです
ルルーシュ,っ・・・そうか。本当に何もないんだな？したい事とかも？
ユーフェミア,えぇ！心から今が幸せって思えますから
ルルーシュ,それなら良いんだ・・・じゃあ、戻ろうか。わざわざ呼び出してすまない
ユーフェミア,良いんですよ。ルルーシュと二人きりで話せてうれしかったです。これからも仲良くしてくださいね？
ルルーシュ,あぁ。勿論だとも・・・先に戻っていてくれるかい？
ユーフェミア,はい！
ルルーシュ,・・・。どういう事だ？メーターに反応が無い・・・！ユフィは本当に現状にもオレにも満足しているようだった。どういうことだ！？。くそ！ユフィじゃないのか！？先ほどニーナとヴィレッタ先生の様子を確認してみたが特に反応はなかった・・・。10人目はいったい誰なんだ！？。まずい！このままではオレは・・・！。くそっ！落ち着いて考えられる場所が欲しい。一度家に帰るか・・・。ただい・・・はっ！き、貴様たちは・・・！
シャルル,久しいなぁ、ルッルゥーシュゥ！まだ生きておったか。メーターのランプは何個点灯したぁ？
シュナイゼル,久々だねぇ、ルルーシュ。元気だったかい？
ルルーシュ,シャルル！兄上！
シャルル,呼び捨てとはぁ感心せぬのぉ。貴様は死にたいのか？
ルルーシュ,どういうことだ！？・・・はっ！ま、まさか・・・！？
シャルル,気がぁ付いたか。ワシィも満足ｩさせる対象だと言うことにぃ！
ルルーシュ,そ、そんなバカな・・・まさかお前が・・・
シャルル,愛しているぞぉ！ルルーシュゥ！！
ルルーシュ,なっ！？
シャルル,ワシを満足させるぅ条件を教えよう
ルルーシュ,・・・言ってみろ
シャルル,ワシィに抱きつきながらぁ、“パパだぁーいすきぃ！”と言うのだぁ！
ルルーシュ,ば、バカが！出来る訳ないだろう！
シャルル,出来ぬならぁ、貴様には・・・死ぃあるのみぃ！
ルルーシュ,うぐっ・・・！だが、しかし・・・！
シュナイゼル,いけないねぇ。君はナナリーを置いて先に逝く気かい？ナナリーが気の毒だね
ルルーシュ,おのれシュナイゼル！他人事だと思って・・・！
シュナイゼル,カモォーン！
ルルーシュ,し、仕方ない・・・。・・・っく！
シャルル,むほっ！
ルルーシュ,ぱ、パパ・・・だいすき・・・
シャルル,声が小さぁい！
ルルーシュ,パパだいすき・・・
シャルル,まだまだぁ！
ルルーシュ,パパだいすき！
シャルル,もっとだぁーッ！
ルルーシュ,パパ大好きぃ！！
シャルル,ルッルーシュゥーッ！！そおれぇ、お髭スリスリ！
ルルーシュ,うぐっ・・・
シャルル,満足ゥしたぞぉ。メーターを見てみよ
ルルーシュ,・・・10個目のランプが点灯している。これでコンプリートだ
シュナイゼル,よくやったね、ルルーシュ
ルルーシュ,これで生き延びる事が出来るんだな・・・
シュナイゼル,おかげで良い実験データが取れたよ
ルルーシュ,は？実験データ・・・？
シュナイゼル,ルルーシュ、君はね。我がダモクレス製薬の新薬の被験者になってもらったんだよ
ルルーシュ,新薬の被験者・・・？
シュナイゼル,そう。薬を飲んだ人のフェロモンを最大限に高めるんだ。いわばルルーシュが飲んだ薬は送信機だね
ルルーシュ,送信機・・・
シュナイゼル,そして、それと対になる薬を飲んだ対象者は送信機を飲んだ人のフェロモンに夢中になり好意が最大限まで高まる。この薬はいわゆる受信機だね。今回10人に飲ませルルーシュに対してどういう反応をするか観察していたんだ
シャルル,受信機となる薬を飲ませる対象はワシに加え、貴様に近しぃ女子に与えた。ユーフェミアも本来対象ぉであったが、薬を入れた紅茶を枢木スザクという男が飲んでぇしまうという事故があった
ルルーシュ,それでユフィは対象ではなくスザクが対象に・・・
シャルル,受信機となる薬の中には一週間ほどで生分解性する脳波測定装置も混ぜてあるぅ。これによりぃ、対象者の脳波測定を行い満足感を調べ貴様に渡したメータァーのランプ点灯管理を行っていたと言うワケよ
ルルーシュ,・・・ほぅ。では、最初に言っていたギアスの呪いというものは？
シャルル,貴様はぁ、そういう摩訶不思議なモノが小さい頃から好きであろう？それっぽい事をいっておけばぁ、その気になって真剣に取り組むと思ったのよ
ルルーシュ,・・・では、ランプを全部点灯させなくても死ななかったんだな？
シュナイゼル,一般常識的に考えれば、分かりきった事だよねぇ。相変わらず夢見がちなんだね、ルルーシュは
ルルーシュ,黙れ！
シュナイゼル,ちなみに一週間と言う期限を設けたのは、薬の効果が切れるのが一週間前後だと推測されていたからだよ
ルルーシュ,そうですか・・・
シャルル,何にしろぉ！ご苦労だったなぁ！ルルーシュ！
ルルーシュ,・・・このっ！クソ親父がっ！
シャルル,ぶるあぁぁ！？
ルルーシュ,散々な一週間だった。・・・だが、何だかんだで充実していた。認めるのは癪だがな。ん？会長からだ・・・
ミレイ,もしもーし！
